Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt	Trigger
ENGN	"[""ENGN""]"	nACSmwcZma	2026-06-07 10:00:01.740	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of enGene Therapeutics Inc. - ENGN	ACCESSWIRE	27.87	NASDAQ	2026-06-07 10:00:01.756096	0.1345	0.0716	0.7939	0.0629	positive	-0.026	-0.0876	0.0018	0.244	-0.0056	2026-06-07 10:00:02.174612	NO:excluded_string
BRCB	"[""BRCB""]"	nACSqSbWZa	2026-06-07 10:00:01.821	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Black Rock Coffee Bar, Inc. - BRCB	ACCESSWIRE	20.99	NASDAQ	2026-06-07 10:00:01.851536	0.1238	0.1171	0.7591	0.0067	neutral	-0.1921	-0.3012	-0.0676	0.11	-0.0771	2026-06-07 10:00:02.287875	NO:excluded_string
GTM	"[""GTM""]"	nACS5sJD7a	2026-06-07 10:00:02.577	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of ZoomInfo Technologies Inc. - GTM	ACCESSWIRE	230.34	NASDAQ	2026-06-07 10:00:02.609471	0.0895	0.0727	0.8378	0.0169	neutral	-0.314	-0.433	-0.1527	0.11	-0.1694	2026-06-07 10:00:03.132630	NO:Float,excluded_string
SNBR	"[""SNBR""]"	nACSq6rNba	2026-06-07 10:00:02.821	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Sleep Number Corporation - SNBR	ACCESSWIRE	18.58	NASDAQ	2026-06-07 10:00:02.883523	0.0942	0.0692	0.8365	0.025	neutral	-0.2895	-0.4292	-0.1316	0.11	-0.1496	2026-06-07 10:00:03.558387	NO:excluded_string
VTSI	"[""VTSI""]"	nACSZmCW4a	2026-06-07 10:00:02.989	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of VirTra, Inc. - VTSI	ACCESSWIRE	10.85	NASDAQ	2026-06-07 10:00:03.034581	0.1149	0.1011	0.7841	0.0138	neutral	-0.2899	-0.4205	-0.1317	0.11	-0.151	2026-06-07 10:00:03.704989	NO:excluded_string
INTU	"[""INTU""]"	nACSkxSxma	2026-06-07 10:00:03.042	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Intuit, Inc. - INTU	ACCESSWIRE	267.63	NASDAQ	2026-06-07 10:00:03.080378	0.0858	0.0863	0.8278	-0.0005	neutral	-0.1289	-0.24	-0.0553	0.1675	-0.0595	2026-06-07 10:00:04.221386	NO:sentiment_score,Float,excluded_string
XXI	"[""XXI""]"	nACSv4Dpna	2026-06-07 10:00:03.294	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Twenty One Capital, Inc. - XXI	ACCESSWIRE	255.93	NYSE	2026-06-07 10:00:03.369861	0.0883	0.0774	0.8343	0.0109	neutral	0.0204	0.0157	0.0239	0.1043	0.0174	2026-06-07 10:00:04.269637	NO:Float,excluded_string
BP	"[""BP""]"	nACS2K2PKa	2026-06-07 10:00:03.686	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of BP p.l.c. - BP	ACCESSWIRE	2570.0	NYSE	2026-06-07 10:00:03.720539	0.1078	0.1101	0.782	-0.0023	neutral	-0.1348	-0.2017	-0.045	0.0299	-0.0534	2026-06-07 10:00:04.738783	NO:sentiment_score,Float,excluded_string
TLSI	"[""TLSI""]"	nACS02JD0a	2026-06-07 10:00:03.836	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of TriSalus Life Sciences Inc. - TLSI	ACCESSWIRE	38.14	NASDAQ	2026-06-07 10:00:03.906748	0.0971	0.096	0.8068	0.0011	neutral	-0.3391	-0.4713	-0.1659	0.1116	-0.1966	2026-06-07 10:00:04.926210	NO:excluded_string
TRDA	"[""TRDA""]"	nACSpd53na	2026-06-07 10:00:04.319	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Entrada Therapeutics, Inc. - TRDA	ACCESSWIRE	21.97	NASDAQ	2026-06-07 10:00:04.347679	0.1106	0.1409	0.7485	-0.0304	neutral	0.0107	-0.0463	0.0191	0.3383	0.014	2026-06-07 10:00:05.227626	NO:sentiment_score,excluded_string
BKKT	"[""BKKT""]"	nACS0wYj4a	2026-06-07 10:00:04.667	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Bakkt, Inc. - BKKT	ACCESSWIRE	26.92	NYSE	2026-06-07 10:00:04.726136	0.1281	0.1233	0.7486	0.0048	neutral	-0.2952	-0.4436	-0.1344	0.11	-0.1522	2026-06-07 10:00:05.453057	NO:excluded_string
ANGI	"[""ANGI""]"	nACSdHGZBa	2026-06-07 10:00:04.830	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Angi Inc. - ANGI	ACCESSWIRE	28.53	NASDAQ	2026-06-07 10:00:04.864908	0.0722	0.0878	0.84	-0.0156	neutral	-0.3378	-0.4998	-0.1913	0.2556	-0.2036	2026-06-07 10:00:05.967464	NO:sentiment_score,excluded_string
QIA	"[""QGEN"", ""QIA""]"	nACS5zc0qa	2026-06-07 10:00:05.582	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Qiagen N.V. - QGEN	ACCESSWIRE		NYSE	2026-06-07 10:00:05.659851	0.0895	0.0831	0.8274	0.0064	neutral	-0.2664	-0.3618	-0.0931	0.11	-0.1116	2026-06-07 10:00:06.364973	NO:Float,excluded_string
QGEN	"[""QGEN"", ""QIA""]"	nACS5zc0qa	2026-06-07 10:00:05.582	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Qiagen N.V. - QGEN	ACCESSWIRE	204.85	NYSE	2026-06-07 10:00:05.658482	0.0895	0.0831	0.8274	0.0064	neutral	-0.2664	-0.3618	-0.0931	0.11	-0.1116	2026-06-07 10:00:06.365105	NO:Float,excluded_string
ADMA	"[""ADMA""]"	nACSlzld9a	2026-06-07 10:00:05.728	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of ADMA Biologics, Inc. - ADMA	ACCESSWIRE	225.24	NASDAQ	2026-06-07 10:00:05.790446	0.1088	0.1025	0.7888	0.0063	neutral	-0.4844	-0.5911	-0.2545	0.11	-0.2858	2026-06-07 10:00:06.504438	NO:Float,excluded_string
AARD	"[""AARD""]"	nACSNmqCxa	2026-06-07 10:00:08.210	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Aardvark Therapeutics, Inc. - AARD	ACCESSWIRE	12.55	NASDAQ	2026-06-07 10:00:08.230030	0.1263	0.1161	0.7576	0.0102	neutral	-0.1904	-0.3071	-0.0928	0.1336	-0.1093	2026-06-07 10:00:08.704529	NO:excluded_string
ELWT	"[""ELWT""]"	nNFCb3Sd2x	2026-06-07 10:24:14.616	ROSEN, A GLOBAL INVESTOR RIGHTS LAW FIRM, Encourages Elauwit Connection, Inc. Investors to Inquire About Securities Class Action Investigation - ELWT	Newsfile Corp	2.16	NASDAQ	2026-06-07 10:24:14.637522	0.1719	0.0357	0.7925	0.1362	positive	0.1087	0.0593	0.0839	0.5125	0.0255	2026-06-07 10:24:15.101037	NO:excluded_string
ENGN	"[""ENGN""]"	nACSfWwFSa	2026-06-07 11:00:01.370	Bronstein, Gewirtz & Grossman, LLC Is Investigating enGene Therapeutics Inc. (ENGN) And Encourages Investors to Connect	ACCESSWIRE	27.87	NASDAQ	2026-06-07 11:00:01.450975	0.1417	0.0824	0.7759	0.0593	positive	0.0779	-0.0121	0.0491	0.4073	0.0262	2026-06-07 11:00:02.993099	YES
LLY	"[""LLY""]"	nPnbjhxgDa	2026-06-07 11:00:00.579	Lilly's Foundayo (orforglipron), the only oral GLP-1 taken without food or water restrictions, was associated with significant weight loss in women at every stage of menopause	PR Newswire	847.2	NYSE	2026-06-07 11:00:00.635173	0.6207	0.2046	0.1747	0.4161	positive	0.1489	0.1774	0.1489	0.6892	0.1275	2026-06-07 11:00:03.305635	NO:Float
GAP	"[""GAP""]"	nACSlZyP4a	2026-06-07 11:00:01.446	Bronstein, Gewirtz & Grossman, LLC Encourages The Gap, Inc. (GAP) Stockholders to Inquire about Securities Investigation	ACCESSWIRE	237.26	NYSE	2026-06-07 11:00:01.496870	0.1121	0.0266	0.8613	0.0855	positive	-0.1845	-0.3356	-0.0709	0.3494	-0.1577	2026-06-07 11:00:03.608268	NO:Float
FSK	"[""FSK""]"	nACSJXYBDa	2026-06-07 11:00:01.609	Pomerantz LLP Issues Alert Regarding Shareholder Class Action Involving FS KKR Capital Corp.  – FSK	ACCESSWIRE	279.18	NYSE	2026-06-07 11:00:01.688539	0.146	0.2093	0.6448	-0.0633	negative	-0.3397	-0.3933	-0.2242	0.6244	-0.1958	2026-06-07 11:00:04.709586	NO:sentiment_score,Float,excluded_string
PMI	"[""PMI""]"	nACSP25yla	2026-06-07 11:00:01.878	Bronstein, Gewirtz & Grossman, LLC Encourages Picard Medical, Inc. (PMI) Stockholders to Inquire about Securities Investigation	ACCESSWIRE	30.65	NYSE AMERICAN	2026-06-07 11:00:02.031520	0.1857	0.0705	0.7439	0.1152	positive	0.1126	0.1219	0.053	0.3494	0.0279	2026-06-07 11:00:04.796960	YES
ANGI	"[""ANGI""]"	nACSXL1wHa	2026-06-07 11:00:03.783	Angi Inc. (ANGI) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Shareholders to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	28.53	NASDAQ	2026-06-07 11:00:03.835915	0.1628	0.0302	0.807	0.1327	positive	-0.1472	-0.341	-0.0722	0.3494	-0.1584	2026-06-07 11:00:05.503878	YES
GPK	"[""GPK""]"	nACSkZt4Ra	2026-06-07 11:00:03.645	Pomerantz LLP Files Class Action Lawsuit Against Graphic Packaging Holding Company  – GPK	ACCESSWIRE	291.25	NYSE	2026-06-07 11:00:03.683692	0.131	0.3036	0.5654	-0.1726	negative	-0.2627	-0.3051	-0.1265	0.5844	-0.0232	2026-06-07 11:00:06.175083	NO:sentiment_score,Float,excluded_string
WSE	"[""WSE"", ""WISEA""]"	nACS1CCQWa	2026-06-07 11:00:03.841	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against Wise Group plc (WSE) And Encourages Investors to Reach Out	ACCESSWIRE	781.47	NASDAQ	2026-06-07 11:00:03.934953	0.3322	0.0512	0.6166	0.281	positive	0.0368	-0.063	0.0291	0.3239	-0.0102	2026-06-07 11:00:06.615196	NO:Float
WISEA	"[""WSE"", ""WISEA""]"	nACS1CCQWa	2026-06-07 11:00:03.841	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against Wise Group plc (WSE) And Encourages Investors to Reach Out	ACCESSWIRE		NASDAQ	2026-06-07 11:00:03.936542	0.3322	0.0512	0.6166	0.281	positive	0.0368	-0.063	0.0291	0.3239	-0.0102	2026-06-07 11:00:06.615308	NO:Float
PHR	"[""PHR""]"	nACSVdR7Xa	2026-06-07 11:00:03.849	Pomerantz LLP Informs Shareholders of Class Action Filing Against Phreesia, Inc.  – PHR	ACCESSWIRE	48.96	NYSE	2026-06-07 11:00:03.925620	0.1091	0.3073	0.5836	-0.1982	negative	-0.3544	-0.4248	-0.1296	0.0035	-0.1437	2026-06-07 11:00:06.833801	NO:sentiment_score,excluded_string
FTFT	"[""FTFT""]"	nACSZcjLTa	2026-06-07 11:00:03.874	Bronstein, Gewirtz & Grossman, LLC Encourages Future FinTech Group Inc. (FTFT) Stockholders to Inquire about Securities Investigation	ACCESSWIRE	2.61	NASDAQ	2026-06-07 11:00:03.944105	0.1638	0.0412	0.795	0.1226	positive	0.1427	0.1234	0.0596	0.3494	0.0313	2026-06-07 11:00:07.207052	YES
APO	"[""APO""]"	nACSyfKmca	2026-06-07 11:00:05.289	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Apollo Global Management, Inc. (APO) and Encourages Investors to Learn More About the Investigation	ACCESSWIRE	412.24	NYSE	2026-06-07 11:00:05.417384	0.2284	0.1121	0.6595	0.1163	positive	0.0939	0.1118	0.0522	0.3494	0.0202	2026-06-07 11:00:07.468001	NO:Float
LKQ	"[""LKQ""]"	nACSXF80ka	2026-06-07 11:00:05.329	LKQ STOCKHOLDER ALERT:  Bronstein, Gewirtz and Grossman, LLC Announces that LKQ Corporation Investors with Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	253.12	NASDAQ	2026-06-07 11:00:05.451244	0.1753	0.2855	0.5392	-0.1102	negative	0.0389	0.0248	0.035	0.4227	-0.0116	2026-06-07 11:00:08.013716	NO:sentiment_score,Float
EOSE	"[""EOSE""]"	nACSbGjYca	2026-06-07 11:00:06.625	Bronstein, Gewirtz & Grossman, LLC Is Investigating Eos Energy Enterprises, Inc. (EOSE) And Encourages Investors to Connect	ACCESSWIRE	333.25	NASDAQ	2026-06-07 11:00:06.683436	0.1553	0.1203	0.7244	0.035	neutral	0.1059	0.1204	0.0531	0.3494	0.0301	2026-06-07 11:00:08.204393	NO:Float
SMCI	"[""SMCI""]"	nACSsH8kja	2026-06-07 11:00:07.684	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against Super Micro Computer, Inc. (SMCI) And Encourages Stockholders to Reach Out	ACCESSWIRE	517.64	NASDAQ	2026-06-07 11:00:07.759605	0.2006	0.1181	0.6813	0.0825	positive	0.1408	0.1197	0.0551	0.3494	0.0258	2026-06-07 11:00:08.681374	NO:Float
PRMB	"[""PRMB""]"	nACS6c9d8a	2026-06-07 11:00:08.464	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against Primo Brands Corporation (PRMB) And Encourages Shareholders to Reach Out	ACCESSWIRE	242.09	NYSE	2026-06-07 11:00:08.562806	0.2256	0.0446	0.7298	0.181	positive	0.1278	0.1266	0.0575	0.3494	0.0306	2026-06-07 11:00:09.012131	NO:Float
ARDT	"[""ARDT""]"	nACSdkPPga	2026-06-07 11:00:09.767	Ardent Health, Inc. (ARDT) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Shareholders to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	22.46	NYSE	2026-06-07 11:00:09.797003	0.153	0.0421	0.8049	0.111	positive	0.0883	0.1109	0.0526	0.3494	0.0305	2026-06-07 11:00:10.655169	YES
AVTR	"[""AVTR""]"	nACSPSsHSa	2026-06-07 11:00:09.845	Avantor, Inc. (AVTR) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Investors to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	661.84	NYSE	2026-06-07 11:00:09.880525	0.1843	0.0317	0.7841	0.1526	positive	0.1285	0.1288	0.0572	0.3494	0.0289	2026-06-07 11:00:10.968566	NO:Float
ATRA	"[""ATRA""]"	nACSMBsVya	2026-06-07 11:00:10.200	Bronstein, Gewirtz & Grossman, LLC Is Investigating Atara Biotherapeutics, Inc. (ATRA) And Encourages Investors to Connect	ACCESSWIRE	5.95	NASDAQ	2026-06-07 11:00:10.293872	0.1821	0.0783	0.7396	0.1038	positive	0.0981	0.117	0.0554	0.3494	0.0258	2026-06-07 11:00:11.569291	YES
FCHL	"[""FCHL""]"	nACSSqHKMa	2026-06-07 11:00:10.673	Pomerantz LLP Shares Class Action Details With Shareholders in Fitness Champs Holdings Ltd.  – FCHL	ACCESSWIRE	0.4	NASDAQ	2026-06-07 11:00:10.732061	0.0924	0.113	0.7946	-0.0206	neutral	-0.1939	-0.232	-0.0615	0.11	-0.0747	2026-06-07 11:00:12.150903	NO:sentiment_score,excluded_string
LAKE	"[""LAKE""]"	nACSphPJXa	2026-06-07 11:00:11.610	Bronstein, Gewirtz & Grossman, LLC Encourages Lakeland Industries, Inc. (LAKE) Stockholders to Inquire about Securities Investigation	ACCESSWIRE	8.37	NASDAQ	2026-06-07 11:00:11.678895	0.4255	0.0468	0.5278	0.3787	positive	0.0924	0.113	0.052	0.3494	0.0252	2026-06-07 11:00:12.625811	YES
IBRX	"[""IBRX"", ""IMM""]"	nACS2c5r4a	2026-06-07 11:00:11.673	ImmunityBio, Inc. (IMMP) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Stockholders to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	376.11	NASDAQ	2026-06-07 11:00:11.768395	0.1726	0.0504	0.777	0.1223	positive	0.1326	0.1267	0.0586	0.3494	0.0331	2026-06-07 11:00:13.417094	NO:Float
IMM	"[""IBRX"", ""IMM""]"	nACS2c5r4a	2026-06-07 11:00:11.673	ImmunityBio, Inc. (IMMP) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Stockholders to Contact the Firm to Learn More About the Investigation	ACCESSWIRE		NASDAQ	2026-06-07 11:00:11.768056	0.1726	0.0504	0.777	0.1223	positive	0.2347	0.2196	0.0968	0.3494	0.0841	2026-06-07 11:00:13.417586	NO:Float
STLAM	"[""STLA"", ""STLAM""]"	nACSb9L5ja	2026-06-07 11:00:12.906	Pomerantz LLP Posts Reminder: Legal Action Filed Against Stellantis N.V.  – STLA	ACCESSWIRE		NYSE	2026-06-07 11:00:12.990550	0.1579	0.2707	0.5715	-0.1128	negative	0.11	0.0592	0.0498	0.11	0.0454	2026-06-07 11:00:13.774991	NO:sentiment_score,Float,excluded_string
STLA	"[""STLA"", ""STLAM""]"	nACSb9L5ja	2026-06-07 11:00:12.906	Pomerantz LLP Posts Reminder: Legal Action Filed Against Stellantis N.V.  – STLA	ACCESSWIRE	2020.0	NYSE	2026-06-07 11:00:12.990154	0.1579	0.2707	0.5715	-0.1128	negative	-0.2034	-0.2578	-0.073	0.1147	-0.0822	2026-06-07 11:00:13.775107	NO:sentiment_score,Float,excluded_string
OWL	"[""OWL""]"	nACSD5H7ca	2026-06-07 11:00:15.379	Blue Owl Capital Inc. (OWL) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Shareholders to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	639.44	NYSE	2026-06-07 11:00:15.401877	0.179	0.0282	0.7928	0.1508	positive	0.1218	0.128	0.0572	0.3494	0.0285	2026-06-07 11:00:15.770541	NO:Float
HIMS	"[""HIMS""]"	nACSG4c1Sa	2026-06-07 11:00:16.157	Bronstein, Gewirtz & Grossman, LLC Is Investigating Hims & Hers Health, Inc. (HIMS) And Encourages Investors to Connect	ACCESSWIRE	209.12	NYSE	2026-06-07 11:00:16.179750	0.2879	0.0964	0.6157	0.1916	positive	0.1289	0.1209	0.0524	0.3494	0.0284	2026-06-07 11:00:17.334617	NO:Float
CMG	"[""CMG""]"	nACS51JCga	2026-06-07 11:00:16.215	Bronstein, Gewirtz & Grossman, LLC Is Investigating Chipotle Mexican Grill Inc. (CMG) And Encourages Investors to Connect	ACCESSWIRE	1270.0	NYSE	2026-06-07 11:00:16.232882	0.168	0.0789	0.7531	0.089	positive	0.0862	0.1072	0.0501	0.3494	0.0232	2026-06-07 11:00:17.564662	NO:Float
SES	"[""SES""]"	nACSm0tLwa	2026-06-07 11:00:16.238	Pomerantz LLP Reminds Investors with Losses on their Investment in SES AI Corporation  of Class Action Lawsuit – SES	ACCESSWIRE	235.77	NYSE	2026-06-07 11:00:16.255027	0.2442	0.567	0.1887	-0.3228	negative	-0.2536	-0.3611	-0.1365	0.0551	-0.1105	2026-06-07 11:00:18.086290	NO:sentiment_score,Float,excluded_string
TLSI	"[""TLSI""]"	nACSN41j3a	2026-06-07 11:00:16.418	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against TriSalus Life Sciences, Inc. (TLSI) And Encourages Shareholders to Reach Out	ACCESSWIRE	38.14	NASDAQ	2026-06-07 11:00:16.513532	0.3041	0.0847	0.6113	0.2194	positive	-0.189	-0.3722	-0.1075	0.325	-0.2001	2026-06-07 11:00:18.207827	YES
