Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt	Trigger
VMAR	"[""VMAR""]"	nPn5D7scDa	2026-06-02 06:30:00.694	Vision Marine Technologies Receives First Octillion Power Systems Sample Packs, Advancing E-Motion™ Market Offering	PR Newswire	1.71	NASDAQ	2026-06-02 06:30:00.731556	0.5108	0.0095	0.4797	0.5013	positive	0.5934	0.6181	0.5415	0.7896	0.5529	2026-06-02 06:30:01.786145	NO:sentiment_score
BJDX	"[""BJDX""]"	nGNXVyrbS	2026-06-02 06:30:00.886	Bluejay Diagnostics and Argonaut Manufacturing Services Announce Strategic Partnership	Globe Newswire	0.91	NASDAQ	2026-06-02 06:30:00.909734	0.2124	0.0388	0.7488	0.1736	positive	0.5244	0.6402	0.4487	0.8311	0.5251	2026-06-02 06:30:01.935950	NO:sentiment_score
50C0Y	"[""SLAI"", ""50C0Y""]"	nPn8G2cQsa	2026-06-02 06:30:00.905	SOLAI Completes Acquisition of 51% Stake in NEURALAND	PR Newswire		NYSE	2026-06-02 06:30:00.933437	0.1594	0.0191	0.8215	0.1403	positive	0.0075	-0.0032	0.0252	0.2198	0.0411	2026-06-02 06:30:02.848407	NO:sentiment_score,Float
SLAI	"[""SLAI"", ""50C0Y""]"	nPn8G2cQsa	2026-06-02 06:30:00.905	SOLAI Completes Acquisition of 51% Stake in NEURALAND	PR Newswire	18.37	NYSE	2026-06-02 06:30:00.931551	0.1594	0.0191	0.8215	0.1403	positive	0.0434	0.0092	0.0344	0.2287	0.0532	2026-06-02 06:30:02.848567	NO:sentiment_score
ITRG	"[""ITRG"", ""ITR""]"	nPn2hcSTa	2026-06-02 06:30:04.605	INTEGRA APPOINTS AUSENCO TO LEAD DETAILED ENGINEERING AT DELAMAR, NEPA PUBLIC SCOPING PERIOD UNDERWAY	PR Newswire	185.03	NYSE AMERICAN	2026-06-02 06:30:04.629353	0.148	0.0115	0.8405	0.1366	positive	0.3521	0.5046	0.2788	0.8242	0.2853	2026-06-02 06:30:05.537631	NO:sentiment_score,Float
ITR	"[""ITRG"", ""ITR""]"	nPn2hcSTa	2026-06-02 06:30:04.605	INTEGRA APPOINTS AUSENCO TO LEAD DETAILED ENGINEERING AT DELAMAR, NEPA PUBLIC SCOPING PERIOD UNDERWAY	PR Newswire		NYSE AMERICAN	2026-06-02 06:30:04.631353	0.148	0.0115	0.8405	0.1366	positive	0.3673	0.5153	0.2862	0.8242	0.3034	2026-06-02 06:30:05.538208	NO:sentiment_score,Float
WELL	"[""WELL""]"	nNFC7KVDdR	2026-06-02 06:30:16.457	WELL Health Improves Guidance Based on WELL Canada Achieving $100 Million in Annualized Adjusted EBITDA Run-Rate Ahead of Schedule	Newsfile Corp	705.6	TSX	2026-06-02 06:30:16.481529	0.8811	0.0149	0.104	0.8662	positive	0.4632	0.6043	0.4415	0.8729	0.4244	2026-06-02 06:30:17.117997	NO:Float
MAX	"[""MAX""]"	nPn2vV9ZBa	2026-06-02 06:44:00.284	MAX Stock Notification: MediaAlpha Board Investigated for Breaching its Duties to Investors Over Deceptive Advertising	PR Newswire	28.6	NYSE	2026-06-02 06:44:00.316219	0.0656	0.7088	0.2256	-0.6431	negative	0.0588	0.1108	0.046	0.4276	-0.0056	2026-06-02 06:44:00.786063	NO:sentiment_score
NFG	"[""NFGC"", ""NFG""]"	nNFC1qpmBh	2026-06-02 06:58:18.047	New Found Gold Expands Queensway Work Program: Focus on Discovery and Resource Growth	Newsfile Corp	93.7	NYSE AMERICAN	2026-06-02 06:58:18.076286	0.1525	0.0183	0.8293	0.1342	positive	0.5082	0.6021	0.4829	0.8348	0.4555	2026-06-02 06:58:19.584224	NO:sentiment_score,Float
NFGC	"[""NFGC"", ""NFG""]"	nNFC1qpmBh	2026-06-02 06:58:18.047	New Found Gold Expands Queensway Work Program: Focus on Discovery and Resource Growth	Newsfile Corp	199.91	NYSE AMERICAN	2026-06-02 06:58:18.074864	0.1525	0.0183	0.8293	0.1342	positive	0.5075	0.6021	0.4822	0.8348	0.454	2026-06-02 06:58:19.584380	NO:sentiment_score,Float
FURY	"[""FURY""]"	nGNX4m50rg	2026-06-02 06:59:00.453	Fury Reports 7.86 g/t Gold Over 9.43 Metres in Infill Drilling at the Eau Claire Gold Project, Quebec	Globe Newswire	175.56	TSX	2026-06-02 06:59:00.472229	0.5647	0.0922	0.3431	0.4724	positive	0.3588	0.4609	0.2902	0.7713	0.2576	2026-06-02 06:59:01.084888	NO:sentiment_score,Float
TRAK	"[""TRAK""]"	nBw1MrJVWa	2026-06-02 07:00:01.394	The H&H Group Continues Growth Momentum with ReposiTrak SBT 2.0	Business Wire	12.12	NYSE	2026-06-02 07:00:01.421286	0.8711	0.0111	0.1178	0.8599	positive	0.5556	0.6407	0.4051	0.8558	0.5011	2026-06-02 07:00:02.300561	YES
IBIO	"[""IBIO""]"	nGNX3VvsyG	2026-06-02 07:00:04.630	iBio Becomes a Clinical-Stage Company with First Participant Dosed in Phase 1 Clinical Trial of IBIO-600 in Adults with Obesity	Globe Newswire	46.0	NASDAQ	2026-06-02 07:00:04.668284	0.4335	0.0141	0.5524	0.4194	positive	0.4358	0.5386	0.4358	0.8113	0.4233	2026-06-02 07:00:05.334815	NO:sentiment_score
FCHL	"[""FCHL""]"	nACS4kR8qa	2026-06-02 07:00:07.667	FCHL SHAREHOLDER ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Fitness Champs Holdings Ltd. Stockholders Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	0.4	NASDAQ	2026-06-02 07:00:07.689044	0.1766	0.1841	0.6393	-0.0074	neutral	-0.065	-0.0882	-0.024	0.2231	-0.0663	2026-06-02 07:00:08.133149	NO:sentiment_score
CANF	"[""CANF""]"	nGNE8C6TRk	2026-06-02 07:00:13.777	Can-Fite Reports Positive Clinical Observation in Phase 2a Pancreatic Cancer Study and Highlights Namodenoson’s RAS Signaling Inhibition Mechanism	Globe Newswire	4.285	NYSE AMERICAN	2026-06-02 07:00:13.804925	0.8388	0.0203	0.141	0.8185	positive	0.4928	0.5193	0.4688	0.7555	0.4902	2026-06-02 07:00:14.534756	YES
BEAT	"[""BEAT""]"	nBw28XgBNa	2026-06-02 07:00:15.375	HeartBeam Announces New Peer-Reviewed Article Demonstrating Potential to Help Identify Heart Attack Risk at Home	Business Wire	47.14	NASDAQ	2026-06-02 07:00:15.397184	0.6837	0.0115	0.3048	0.6722	positive	0.3448	0.4334	0.2991	0.7793	0.3454	2026-06-02 07:00:15.954157	NO:sentiment_score
CRSR	"[""CRSR""]"	nBw5VD724a	2026-06-02 07:00:15.909	CORSAIR Launches Build Your World at Computex 2026	Business Wire	45.78	NASDAQ	2026-06-02 07:00:15.941490	0.1387	0.0304	0.8309	0.1083	positive	0.5733	0.6348	0.5466	0.8219	0.5603	2026-06-02 07:00:16.828848	NO:sentiment_score
PHR	"[""PHR""]"	nACS787XLa	2026-06-02 07:00:16.454	PHR INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Phreesia, Inc. Stockholders with Substantial Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	48.93	NYSE	2026-06-02 07:00:16.596529	0.1383	0.2489	0.6128	-0.1106	negative	0.0224	-0.0085	0.0209	0.3341	-0.0371	2026-06-02 07:00:18.063773	NO:sentiment_score
PMI	"[""PMI""]"	nGNXbB3lgh	2026-06-02 07:00:16.505	Picard Medical / SynCardia Advances Emperor Total Artificial Heart Program with Successful Next-Generation Preclinical Implant Studies	Globe Newswire	30.65	NYSE AMERICAN	2026-06-02 07:00:16.631747	0.7547	0.0086	0.2367	0.7462	positive	0.3719	0.4958	0.3543	0.7428	0.3432	2026-06-02 07:00:18.548701	YES
BVS	"[""BVS""]"	nGNXJ68JM	2026-06-02 07:00:17.005	Bioventus to Present at the Goldman Sachs 47TH Annual Global Healthcare Conference	Globe Newswire	47.0	NASDAQ	2026-06-02 07:00:17.109026	0.1611	0.024	0.8149	0.1372	positive	0.3354	0.3763	0.1999	0.4656	0.2133	2026-06-02 07:00:18.871646	NO:sentiment_score
LMRI	"[""LMRI""]"	nGNX6Bj3mK	2026-06-02 07:00:16.551	Lumexa Imaging Announces Joint Venture with Hospital for Special Surgery (HSS) to Expand Advanced Outpatient Imaging in New York	Globe Newswire	25.41	NASDAQ	2026-06-02 07:00:16.635372	0.7988	0.0111	0.1901	0.7877	positive	0.6218	0.6953	0.5935	0.8338	0.6705	2026-06-02 07:00:19.073832	YES
UEC	"[""UEC""]"	nPn8H2cyVa	2026-06-02 07:00:17.303	Uranium Energy Corp Provides Date for Fiscal 2026 Third Quarter Results, Conference Call, and Webcast	PR Newswire	480.86	NYSE AMERICAN	2026-06-02 07:00:17.389280	0.0354	0.0377	0.927	-0.0023	neutral	0.2182	0.2644	0.1387	0.3534	0.1509	2026-06-02 07:00:19.552228	NO:sentiment_score,Float
BYSI	"[""BYSI""]"	nGNX58CTQ7	2026-06-02 07:00:17.253	BeyondSpring Presents the Latest Update of a Phase 2 Study Demonstrating Durable Clinical Benefit of Pembrolizumab Plus Plinabulin/Docetaxel in Metastatic NSCLC After Progression on First-Line Immune Checkpoint Inhibitor Therapy at ASCO 2026	Globe Newswire	31.2	NASDAQ	2026-06-02 07:00:17.384419	0.7387	0.0131	0.2482	0.7256	positive	0.4074	0.5577	0.4074	0.8391	0.4251	2026-06-02 07:00:20.046068	YES
EVGN	"[""EVGN""]"	nPnbyG1xpa	2026-06-02 07:00:17.405	Evogene Announces Successful Completion of Phase 1 Clinical Study of BMC128, a Rationally Designed Live Bacterial Product, in Combination with Nivolumab by its Subsidiary Biomica	PR Newswire	12.0	NASDAQ	2026-06-02 07:00:17.504027	0.7789	0.0171	0.204	0.7617	positive	0.5147	0.6218	0.5147	0.8412	0.4126	2026-06-02 07:00:20.421493	YES
FNGR	"[""FNGR""]"	nNFC2r2mbd	2026-06-02 07:00:17.561	FingerMotion Announces Strategic Evolution Toward Diversified Growth Framework	Newsfile Corp	46.14	NASDAQ	2026-06-02 07:00:17.606202	0.6759	0.0119	0.3122	0.664	positive	0.6632	0.7016	0.5693	0.853	0.5776	2026-06-02 07:00:20.708227	NO:sentiment_score
QESS	"[""QNC"", ""QESS""]"	nNFC9tWB6m	2026-06-02 07:00:22.830	Aegis Critical Energy Defence Corp. and Malahat Energy Systems Complete Third-Party Certification and Engineering Validation Program for the PWR-Flex 261Q Energy Storage Platform	Newsfile Corp		NYSE AMERICAN	2026-06-02 07:00:22.862603	0.6881	0.0126	0.2993	0.6755	positive	0.4342	0.5896	0.3754	0.8262	0.4133	2026-06-02 07:00:24.084601	NO:sentiment_score,Float
QNC	"[""QNC"", ""QESS""]"	nNFC9tWB6m	2026-06-02 07:00:22.830	Aegis Critical Energy Defence Corp. and Malahat Energy Systems Complete Third-Party Certification and Engineering Validation Program for the PWR-Flex 261Q Energy Storage Platform	Newsfile Corp	212.15	NYSE AMERICAN	2026-06-02 07:00:22.852857	0.6881	0.0126	0.2993	0.6755	positive	0.4174	0.5793	0.3641	0.8262	0.4045	2026-06-02 07:00:24.084727	NO:sentiment_score,Float
KTTAW	"[""KTTA"", ""KTTAW""]"	nGNX4xzLd4	2026-06-02 07:02:00.292	Pasithea Therapeutics Announces Orphan Drug Designation by FDA of PAS-004 for Treatment of Amyotrophic Lateral Sclerosis (ALS)	Globe Newswire	18.6767	NASDAQ	2026-06-02 07:02:00.312128	0.7548	0.0219	0.2233	0.7329	positive	0.1471	0.2507	0.1187	0.7355	0.2132	2026-06-02 07:02:01.422497	YES
KTTA	"[""KTTA"", ""KTTAW""]"	nGNX4xzLd4	2026-06-02 07:02:00.292	Pasithea Therapeutics Announces Orphan Drug Designation by FDA of PAS-004 for Treatment of Amyotrophic Lateral Sclerosis (ALS)	Globe Newswire	29.62	NASDAQ	2026-06-02 07:02:00.314677	0.7548	0.0219	0.2233	0.7329	positive	0.1051	0.2125	0.0889	0.7355	0.1606	2026-06-02 07:02:01.422834	YES
LFCR	"[""LFCR""]"	nGNX1tSHd3	2026-06-02 07:05:00.386	Lifecore Biomedical Signs Agreement with New Biopharmaceutical Customer	Globe Newswire	34.18	NASDAQ	2026-06-02 07:05:00.407390	0.8032	0.0098	0.1869	0.7934	positive	0.4639	0.5618	0.3556	0.8592	0.463	2026-06-02 07:05:01.425536	YES
HYFT	"[""HYFT""]"	nBw4tfC6Ga	2026-06-02 07:20:01.221	MindWalk's Preclinical Dengue Data Support a HYFT® Computational Prediction: Immunogens Designed on the Predicted Target Elicited Cross-Reactive Antibodies Against Antigens of All Four Dengue Serotypes, Reproduced Across Two Independent Campaigns	Business Wire	42.36	NASDAQ	2026-06-02 07:20:01.266433	0.3653	0.0312	0.6035	0.3341	positive	0.2192	0.237	0.1841	0.4798	0.2194	2026-06-02 07:20:02.052858	NO:sentiment_score
PLUR	"[""PLUR""]"	nGNX3mVN93	2026-06-02 07:30:06.577	Pluri Advances Toward U.S. Commercial Launch Through Its Subsidiary Cellav, Following Completion of Regenerative Aesthetic Products Listing	Globe Newswire	5.86	NASDAQ	2026-06-02 07:30:06.601570	0.6553	0.0151	0.3296	0.6402	positive	0.5776	0.6631	0.5288	0.8556	0.5289	2026-06-02 07:30:07.202203	NO:sentiment_score
EXOD	"[""EXOD""]"	nGNX5szx5Z	2026-06-02 07:30:07.467	Exodus Named UFC's First Official Payments Partner	Globe Newswire	4.16	NYSE AMERICAN	2026-06-02 07:30:07.489516	0.1685	0.0285	0.803	0.1401	positive	0.3154	0.451	0.2824	0.7365	0.3471	2026-06-02 07:30:08.373637	NO:sentiment_score
FSV	"[""FSV""]"	nGNX7Y7xbM	2026-06-02 07:30:07.441	FirstService Announces Amendment to Maximize Size of Normal Course Issuer Bid and Entering Into of Automatic Share Purchase Plan	Globe Newswire	41.46	TSX	2026-06-02 07:30:07.458092	0.1919	0.0099	0.7982	0.182	positive	0.2919	0.3044	0.1467	0.6339	0.1646	2026-06-02 07:30:08.573914	NO:sentiment_score
SDSTW	"[""SDST"", ""SDSTW""]"	nGNXb37VdJ	2026-06-02 07:30:07.487	Stardust Power Included in DOE-Funded Lithium Initiative	Globe Newswire	6.4963	NASDAQ	2026-06-02 07:30:07.508938	0.1753	0.014	0.8107	0.1613	positive	0.5767	0.6329	0.517	0.7874	0.5248	2026-06-02 07:30:09.361852	NO:sentiment_score
SDST	"[""SDST"", ""SDSTW""]"	nGNXb37VdJ	2026-06-02 07:30:07.487	Stardust Power Included in DOE-Funded Lithium Initiative	Globe Newswire	6.09	NASDAQ	2026-06-02 07:30:07.510221	0.1753	0.014	0.8107	0.1613	positive	0.5111	0.6141	0.5111	0.7874	0.4344	2026-06-02 07:30:09.364936	NO:sentiment_score
4TO	"[""QUCY"", ""4TO""]"	nGNX46c9v0	2026-06-02 07:30:07.515	Quantum Cyber Assumes Direct Manufacturing of Autonomous Drone; Expands BP United Agreement	Globe Newswire		NASDAQ	2026-06-02 07:30:07.531877	0.5865	0.0105	0.403	0.576	positive	0.3766	0.4903	0.3059	0.6499	0.225	2026-06-02 07:30:09.628024	NO:sentiment_score,Float
QUCY	"[""QUCY"", ""4TO""]"	nGNX46c9v0	2026-06-02 07:30:07.515	Quantum Cyber Assumes Direct Manufacturing of Autonomous Drone; Expands BP United Agreement	Globe Newswire	12.35	NASDAQ	2026-06-02 07:30:07.532251	0.5865	0.0105	0.403	0.576	positive	0.3789	0.4683	0.319	0.686	0.2867	2026-06-02 07:30:09.628117	NO:sentiment_score
KIDZ	"[""KIDZ"", ""KIDZW""]"	nACSHGFc6a	2026-06-02 07:30:07.630	KIDZ AI Announces Strategic Treasury Pivot to Hyperliquid Ecosystem and Yield-Bearing Stablecoin Strategies	ACCESSWIRE	6.67	NASDAQ	2026-06-02 07:30:07.648178	0.5205	0.0093	0.4701	0.5112	positive	0.4903	0.5466	0.4431	0.7136	0.5137	2026-06-02 07:30:10.803401	NO:sentiment_score
KIDZW	"[""KIDZ"", ""KIDZW""]"	nACSHGFc6a	2026-06-02 07:30:07.630	KIDZ AI Announces Strategic Treasury Pivot to Hyperliquid Ecosystem and Yield-Bearing Stablecoin Strategies	ACCESSWIRE	7.7068	NASDAQ	2026-06-02 07:30:07.650140	0.5205	0.0093	0.4701	0.5112	positive	0.4903	0.54	0.4251	0.7136	0.5041	2026-06-02 07:30:10.803774	NO:sentiment_score
DFLIW	"[""DFLI"", ""DFLIW""]"	nGNX59NLP7	2026-06-02 07:30:07.634	Will Prowse Sued by Dragonfly Energy Over Alleged False and Misleading Claims About Battle Born Batteries®	Globe Newswire	11.8307	NASDAQ	2026-06-02 07:30:08.584133	0.0686	0.645	0.2864	-0.5764	negative	0.1546	0.1969	0.1244	0.573	0.0914	2026-06-02 07:30:10.892801	NO:sentiment_score
DFLI	"[""DFLI"", ""DFLIW""]"	nGNX59NLP7	2026-06-02 07:30:07.634	Will Prowse Sued by Dragonfly Energy Over Alleged False and Misleading Claims About Battle Born Batteries®	Globe Newswire	12.61	NASDAQ	2026-06-02 07:30:08.374741	0.0686	0.645	0.2864	-0.5764	negative	0.1839	0.2367	0.1482	0.573	0.1308	2026-06-02 07:30:10.893616	NO:sentiment_score
GLMD	"[""GLMD""]"	nPn4Vw8lHa	2026-06-02 07:30:07.744	Tissue Dynamics and Galmed Unveil Unknown Metabolic Pathway for Cardiac Fibrosis and Heart Failure which Supports the Development of Aramchol for Cardiac Fibrosis	PR Newswire	6.36	NASDAQ	2026-06-02 07:30:09.366517	0.3944	0.0116	0.594	0.3828	positive	0.3193	0.3826	0.3193	0.7475	0.2855	2026-06-02 07:30:11.449802	NO:sentiment_score
YYGH	"[""YYGH""]"	nPn5zJh9Na	2026-06-02 07:37:00.681	YY Group Holding Accelerates Vertical Workforce AI Strategy with Investment in High-Performance NVIDIA Blackwell Architecture Infrastructure	PR Newswire	2.03	NASDAQ	2026-06-02 07:37:00.714066	0.6229	0.0129	0.3642	0.61	positive	0.3495	0.4098	0.2837	0.7196	0.3679	2026-06-02 07:37:01.420563	NO:sentiment_score
QNTM	"[""QNTM""]"	nGNX9w3X2q	2026-06-02 07:40:00.443	Quantum BioPharma Engages Stocks.news For Investor Relations, Marketing Services And Lead Generation Campaigns	Globe Newswire	5.19	NASDAQ	2026-06-02 07:40:00.461523	0.0724	0.0142	0.9135	0.0582	positive	0.1141	-0.02	0.0749	0.3104	0.0936	2026-06-02 07:40:01.187426	NO:sentiment_score
AIFF	"[""AIFF""]"	nGNX7dYJf	2026-06-02 07:40:00.572	Firefly’s AI-Driven Evoke System Powers Discovery of Novel Electrophysiological Biomarker for PTSD	Globe Newswire	13.27	NASDAQ	2026-06-02 07:40:00.596443	0.6525	0.0153	0.3322	0.6371	positive	0.3111	0.4271	0.3111	0.8085	0.2865	2026-06-02 07:40:01.614831	NO:sentiment_score
ZENA	"[""ZENA""]"	nGNX1CZGmT	2026-06-02 07:45:01.523	ZenaTech Completes its 23rd Drone as a Service Acquisition Expanding Colorado Presence in Southeast Denver Growth Corridor	Globe Newswire	12.7	NASDAQ	2026-06-02 07:45:01.549631	0.7747	0.0116	0.2138	0.7631	positive	0.5092	0.5796	0.3921	0.8179	0.4028	2026-06-02 07:45:02.774406	YES
JAGU	"[""JAGU""]"	nPn6RzNGga	2026-06-02 07:45:01.643	Jaguar Uranium Finds Surface Uranium-Copper-Vanadium at Huemul; Assays Pending	PR Newswire	14.21	NYSE AMERICAN	2026-06-02 07:45:01.700534	0.1364	0.0217	0.842	0.1147	positive	0.2394	0.3119	0.1983	0.5618	0.2312	2026-06-02 07:45:02.947634	NO:sentiment_score
VNCE	"[""VNCE""]"	nBw7tPvVWa	2026-06-02 07:52:00.292	Vince Announces Reporting Date for First Quarter 2026 Financial Results	Business Wire	4.33	NASDAQ	2026-06-02 07:52:00.311547	0.0965	0.0986	0.8049	-0.002	neutral	0.0688	0.0485	0.0385	0.1147	0.0405	2026-06-02 07:52:00.645525	NO:sentiment_score
BRAI	"[""BRAI""]"	nPRr20578a	2026-06-02 07:53:16.054	REG-BlackRock American Income Trust Plc: Net Asset Value(s)	PR Newswire	53.1	LSE	2026-06-02 07:53:16.073542	0.0711	0.0375	0.8914	0.0336	neutral	0.0	0.0217	0.0249	0.0234	0.0246	2026-06-02 07:53:16.169316	NO:sentiment_score,Float
ECOR	"[""ECOR""]"	nGNXJ730p	2026-06-02 08:00:08.877	electroCore to Present at the Planet MicroCap Las Vegas 2026 Powered by MicroCapClub	Globe Newswire	5.03	NASDAQ	2026-06-02 08:00:08.896269	0.1749	0.0119	0.8132	0.1629	positive	0.1421	0.1098	0.0874	0.1739	0.0829	2026-06-02 08:00:09.198981	NO:sentiment_score
TBH	"[""TBH""]"	nGNX2cwvjv	2026-06-02 08:00:19.661	House of Doge Celebrates Winning The Milano Hockey Club Franchise APPROVAL and Admission to the ICE Hockey League for the 2026/27 Season	Globe Newswire	12.58	NASDAQ	2026-06-02 08:00:19.720020	0.7817	0.0186	0.1997	0.7631	positive	0.322	0.4188	0.3095	0.6677	0.3072	2026-06-02 08:00:20.818152	YES
ENLV	"[""ENLV"", ""1BTG""]"	nGNE7FKGgt	2026-06-02 08:00:19.272	ENLIVEX TO PRESENT QUALITY LONGEVITY MODEL POWERED BY PREDICTION MARKETS TREASURY AT PROOF OF TALK 2026	Globe Newswire	31.94	NASDAQ	2026-06-02 08:00:19.291573	0.2365	0.015	0.7485	0.2215	positive	0.2376	0.319	0.1986	0.6083	0.2158	2026-06-02 08:00:21.052252	NO:sentiment_score
1BTG	"[""ENLV"", ""1BTG""]"	nGNE7FKGgt	2026-06-02 08:00:19.272	ENLIVEX TO PRESENT QUALITY LONGEVITY MODEL POWERED BY PREDICTION MARKETS TREASURY AT PROOF OF TALK 2026	Globe Newswire		NASDAQ	2026-06-02 08:00:19.292566	0.2365	0.015	0.7485	0.2215	positive	0.2418	0.3313	0.2025	0.5381	0.2542	2026-06-02 08:00:21.052345	NO:sentiment_score,Float
SCWO	"[""SCWO""]"	nACSck3Qwa	2026-06-02 08:00:20.480	374Water Advances the Solution to the World's Growing Biosolids Problem with Successful Factory Acceptance Test for Orange County Sanitation District	ACCESSWIRE	10.93	NASDAQ	2026-06-02 08:00:20.548541	0.7849	0.0117	0.2034	0.7732	positive	0.4965	0.603	0.4965	0.7944	0.515	2026-06-02 08:00:21.597373	YES
VTAK	"[""VTAK""]"	nGNX2QCK3W	2026-06-02 08:00:22.272	FLYTE ACTIVATES HIGH-FREQUENCY BELMONT STAKES FLIGHT PROGRAM, DEPLOYING FLEET TO CAPTURE TRIPLE CROWN DEMAND	Globe Newswire	1.97	NYSE AMERICAN	2026-06-02 08:00:22.290604	0.5438	0.0106	0.4456	0.5332	positive	0.3327	0.364	0.2783	0.7609	0.299	2026-06-02 08:00:22.677941	NO:sentiment_score
IRHO	"[""IRHO""]"	nBw2ktKva	2026-06-02 08:00:26.833	ELECTRA AI and Iron Horse Acquisition II Corp. (Nasdaq: IRHO) Release Additional Investor Materials Detailing Market Opportunity	Business Wire	23.57	NASDAQ	2026-06-02 08:00:26.860894	0.0362	0.0351	0.9286	0.0011	neutral	0.2373	0.3101	0.1633	0.531	0.1723	2026-06-02 08:00:27.453532	NO:sentiment_score
VWAVW	"[""VWAV"", ""VWAVW""]"	nGNX1QyhVN	2026-06-02 08:00:27.673	VisionWave to Unveil DeepWave RF™ Near-Bit Subsurface Sensing Initiative at AOW Energy 2026	Globe Newswire	18.5765	NASDAQ	2026-06-02 08:00:27.697717	0.1543	0.0175	0.8281	0.1368	positive	0.3545	0.4461	0.2915	0.7297	0.2228	2026-06-02 08:00:28.519744	NO:sentiment_score
