Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	LastDailyClose	itiBaseline	tradeSizeBaseline	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	Sentiment	ClerkArm	ClerkSentiment	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt
BRAI	"[""BRAI""]"	nPRrA4282a	2026-06-10 06:23:57.787	REG-BlackRock American Income Trust Plc: Net Asset Value(s)	PR Newswire	53.1	LSE	7.16	1988.5	298.2864	2026-06-10 06:23:57.813245	0.0711	0.0375	0.8914	0.0336	neutral	BAD	accepted:1012	sentiment_bad_released	0.0	0.0344	0.032	0.0494	0.032	2026-06-10 06:23:57.922299
TEL	"[""TEL""]"	nPnc8qKkga	2026-06-10 06:30:00.299	TE Connectivity declares quarterly dividend	PR Newswire	291.53	NYSE		44444.0	44444.0	2026-06-10 06:30:00.312269	0.1406	0.1476	0.7117	-0.007	neutral	BAD	accepted:1005	sentiment_bad_released	0.2285	0.2664	0.1451	0.38	0.1571	2026-06-10 06:30:00.563797
AMZE	"[""AMZE""]"	nGNX67W8zx	2026-06-10 06:30:00.587	Amaze Showcases the Future of Creator-Led Businesses at VidCon 2026	Globe Newswire	56.96	NYSE AMERICAN	0.1322	22.7	1381.7804	2026-06-10 06:30:00.617687	0.1918	0.0156	0.7926	0.1761	positive	BAD	accepted:1006	sentiment_bad_released	0.2316	0.278	0.2127	0.4862	0.2037	2026-06-10 06:30:01.211659
TLRY	"[""TLRY""]"	nGNXHjWJj	2026-06-10 06:30:00.836	Tilray Medical Germany Launches ARX™, a New Premium Medical Cannabis Brand Cultivated in Germany	Globe Newswire	118.73	TSX	5.17	115.7	1093.5123	2026-06-10 06:30:00.871604	0.3772	0.0123	0.6105	0.365	positive	OK	accepted:1003	sentiment_ack	0.4606	0.5619	0.3976	0.8005	0.3808	2026-06-10 06:30:01.621071
VMAR	"[""VMAR""]"	nPn1vngcRa	2026-06-10 06:30:04.263	Vision Marine Technologies Extends Nextfour Agreement Through 2029 to Strengthen E-Motion™ Connected Platform Capabilities	PR Newswire	1.71	NASDAQ	0.359	59.7	651.5593	2026-06-10 06:30:04.290687	0.8143	0.0082	0.1774	0.8061	positive	OK	accepted:1000	sentiment_ack	0.4328	0.5766	0.4123	0.8508	0.4664	2026-06-10 06:30:04.870097
TT	"[""TT"", ""2IS""]"	nBw3KNg1Ha	2026-06-10 06:34:00.290	Trane Technologies Names Donny Simmons as Chief Operating Officer	Business Wire	220.47	NYSE		44444.0	44444.0	2026-06-10 06:34:00.312936	0.0491	0.0647	0.8862	-0.0156	neutral	BAD	accepted:1001	sentiment_bad_released	0.5666	0.5792	0.3441	0.8019	0.402	2026-06-10 06:34:00.899279
2IS	"[""TT"", ""2IS""]"	nBw3KNg1Ha	2026-06-10 06:34:00.290	Trane Technologies Names Donny Simmons as Chief Operating Officer	Business Wire		NYSE		44444.0	44444.0	2026-06-10 06:34:00.311791	0.0491	0.0647	0.8862	-0.0156	neutral	BAD	no_reply	sentiment_bad_released	0.5666	0.5899	0.3628	0.8019	0.4517	2026-06-10 06:34:05.307905
MNY	"[""MNY""]"	nGNXbpt2vm	2026-06-10 06:35:00.334	MoneyHero Group to Announce First Quarter 2026 Results	Globe Newswire	11.76	NASDAQ	1.29	5823.7	330.6911	2026-06-10 06:35:00.352445	0.0878	0.0576	0.8546	0.0302	neutral	BAD	accepted:1002	sentiment_bad_released	0.1304	0.117	0.0921	0.174	0.0879	2026-06-10 06:35:00.659377
ADMA	"[""ADMA""]"	nGNX4x7tZ2	2026-06-10 06:41:00.367	ADMA Biologics Investigation: ADMA Biologics (ADMA) Investigated for Alleged Channel Stuffing – Contact BFA Law if You Suffered Losses	Globe Newswire	225.24	NASDAQ		44444.0	44444.0	2026-06-10 06:41:00.397509	0.0866	0.1897	0.7237	-0.103	negative	BAD	accepted:1004	sentiment_bad_released	-0.0309	-0.1163	-0.0135	0.5339	-0.0039	2026-06-10 06:41:00.734409
AIIO	"[""AIIO""]"	nPn2GxtNKa	2026-06-10 06:42:11.732	Robo.ai Subsidiary Neurovia AI Newly Appointed Chief Operating Officer, Rashed Aleghfeli, to Participate at the 2026 UAE Data Center Infrastructure & Cloud Summit	PR Newswire	13.7	NASDAQ	2.83	33.5	341.7994	2026-06-10 06:42:11.768843	0.1516	0.0299	0.8185	0.1216	positive	BAD	accepted:1008	sentiment_bad_released	0.3773	0.4902	0.3294	0.6908	0.2736	2026-06-10 06:42:12.349476
ARES	"[""ARES""]"	nBw79Z7Pma	2026-06-10 06:45:00.385	Ares Raises $12.7 Billion to Invest in Asset-Based Finance Through the Pathfinder Closed-End Strategy	Business Wire	206.78	NYSE		44444.0	44444.0	2026-06-10 06:45:00.413933	0.3092	0.0121	0.6787	0.2972	positive	OK	accepted:1009	sentiment_ack	0.3965	0.4793	0.3793	0.8244	0.3411	2026-06-10 06:45:01.055029
MAX	"[""MAX""]"	nGNX173Gyw	2026-06-10 06:46:00.457	MediaAlpha Investigation: MediaAlpha (MAX) Board Investigated after Announcing FTC Settlement over Deceptive Advertising – Contact BFA Law if You Hold Shares	Globe Newswire	28.6	NYSE	9.31	4201.9	7716.037	2026-06-10 06:46:00.484501	0.125	0.5376	0.3374	-0.4126	negative	BAD	accepted:1010	sentiment_bad_released	-0.0358	-0.0493	-0.0163	0.3267	-0.0564	2026-06-10 06:46:01.026511
INTU	"[""INTU""]"	nGNX5pfZ2N	2026-06-10 06:49:00.358	Intuit Investigation: Intuit (INTU) Investigated for Misrepresenting its Pricing Issues – Contact BFA Law if You Suffered Losses	Globe Newswire	267.63	NASDAQ		44444.0	44444.0	2026-06-10 06:49:00.378299	0.0818	0.244	0.6741	-0.1622	negative	BAD	accepted:1011	sentiment_bad_released	-0.2491	-0.3088	-0.141	0.5879	-0.1888	2026-06-10 06:49:01.026249
SMR	"[""SMR""]"	nBw1mJWJJa	2026-06-10 06:50:00.409	University of Virginia’s College at Wise Debuts NuScale Energy Exploration Center™	Business Wire	334.7	NYSE		44444.0	44444.0	2026-06-10 06:50:00.439797	0.1684	0.036	0.7956	0.1324	positive	BAD	accepted:1013	sentiment_bad_released	0.5154	0.6057	0.5154	0.8009	0.4599	2026-06-10 06:50:01.122844
APA	"[""APA""]"	nGNXbl5D3M	2026-06-10 07:00:03.626	APA Corporation Advances Alaska Position with Strategic Acquisition	Globe Newswire	351.74	NASDAQ		44444.0	44444.0	2026-06-10 07:00:03.642364	0.8561	0.0168	0.127	0.8393	positive	OK	accepted:1017	sentiment_ack	0.4232	0.5541	0.3659	0.8034	0.4825	2026-06-10 07:00:04.361072
BMGL	"[""BMGL""]"	nGNX6ZW8R7	2026-06-10 07:00:05.581	BMGL to Effect Reverse Share Split on June 22, 2026	Globe Newswire	6.02	NASDAQ	0.638	107.7	483.4499	2026-06-10 07:00:05.602714	0.0452	0.0254	0.9295	0.0198	neutral	BAD	accepted:1015	sentiment_bad_released	0.2782	0.3227	0.1178	0.5485	0.0883	2026-06-10 07:00:06.548659
TLRY	"[""TLRY""]"	nGNE1t1FWM	2026-06-10 07:00:05.343	Fresh From the U.S., BrewDog Unleashes Iconic American Craft Beers Across the U.K.	Globe Newswire	118.73	TSX	5.17	115.7	1093.5123	2026-06-10 07:00:05.375596	0.1887	0.021	0.7903	0.1677	positive	BAD	accepted:1014	sentiment_bad_released	0.4036	0.5278	0.3838	0.809	0.4377	2026-06-10 07:00:06.725625
NVNI	"[""NVNI""]"	nGNX50PnTT	2026-06-10 07:00:12.268	Nuvini Nears Close on Beyondsoft Americas Buyout; Transformative Combination Creates a ~$148M Revenue Global Technology Platform -- 4x Revenue Across 15 Countries	Globe Newswire	7.83	NASDAQ	0.9999	3374.8	384.6019	2026-06-10 07:00:12.310811	0.8247	0.0097	0.1656	0.815	positive	OK	accepted:1018	sentiment_ack	0.5198	0.5727	0.4962	0.7044	0.4775	2026-06-10 07:00:14.014725
ACON	"[""ACON"", ""ACONW""]"	nGNX2D1S8Z	2026-06-10 07:00:12.294	Aclarion to Present at the Planet MicroCap Las Vegas Powered by MicroCapClub	Globe Newswire	2.2	NASDAQ	3.26	9120.0	365.0915	2026-06-10 07:00:12.330313	0.1526	0.0128	0.8346	0.1399	positive	BAD	accepted:1016	sentiment_bad_released	0.3797	0.4674	0.2233	0.7472	0.2382	2026-06-10 07:00:14.329383
GANX	"[""GANX""]"	nGNX8078yM	2026-06-10 07:00:13.075	Gain Therapeutics to Present at H.C. Wainwright 7th Annual Neuro Perspectives Expert Summit	Globe Newswire	41.36	NASDAQ	1.65	2809.3	747.837	2026-06-10 07:00:13.155640	0.1038	0.0248	0.8714	0.079	positive	BAD	accepted:1012	sentiment_bad_released	0.2004	0.2164	0.1229	0.4387	0.1017	2026-06-10 07:00:15.086796
KKR	"[""KKR""]"	nBw78wRtla	2026-06-10 07:00:13.180	KKR Releases 2026 Mid-Year Global Macro Outlook	Business Wire	690.11	NYSE		44444.0	44444.0	2026-06-10 07:00:13.227546	0.1875	0.0952	0.7173	0.0924	positive	BAD	accepted:1005	sentiment_bad_released	0.3081	0.4127	0.3081	0.7363	0.2846	2026-06-10 07:00:15.295448
GPK	"[""GPK""]"	nACSdpDM6a	2026-06-10 07:00:14.821	GPK INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Graphic Packaging Holding Company Shareholders with Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	291.25	NYSE		44444.0	44444.0	2026-06-10 07:00:14.951855	0.1403	0.3451	0.5146	-0.2048	negative	BAD	accepted:1006	sentiment_bad_released	-0.1697	-0.2662	-0.0988	-0.0471	-0.1324	2026-06-10 07:00:15.860027
SES	"[""SES""]"	nACSyYcL6a	2026-06-10 07:00:15.195	Pomerantz LLP Reminds Shareholders with Losses on their Investment in SES AI Corporation  – SES	ACCESSWIRE	236.01	NYSE		44444.0	44444.0	2026-06-10 07:00:15.227863	0.0697	0.8401	0.0902	-0.7703	negative	BAD	skipped:excluded_string	skipped:not_armed	-0.2536	-0.3612	-0.1369	0.0551	-0.1113	2026-06-10 07:00:16.421767
RBLX	"[""RBLX""]"	nACSd2DTLa	2026-06-10 07:00:15.840	RBLX STOCKHOLDER ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Roblox Corporation Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	621.98	NYSE		44444.0	44444.0	2026-06-10 07:00:15.929757	0.1487	0.3359	0.5154	-0.1873	negative	BAD	accepted:1003	sentiment_bad_released	-0.0109	-0.0716	0.0117	0.3341	-0.054	2026-06-10 07:00:16.970270
ACONW	"[""ACON"", ""ACONW""]"	nGNX2D1S8Z	2026-06-10 07:00:12.294	Aclarion to Present at the Planet MicroCap Las Vegas Powered by MicroCapClub	Globe Newswire	2.2062	NASDAQ		13005.0	243.5601	2026-06-10 07:00:12.335478	0.1526	0.0128	0.8346	0.1399	positive	BAD	no_reply	sentiment_bad_released	0.358	0.4375	0.2029	0.7472	0.2187	2026-06-10 07:00:17.329529
FSK	"[""FSK""]"	nACSpl5LJa	2026-06-10 07:00:15.952	FSK SHAREHOLDER ALERT:  Bronstein, Gewirtz and Grossman, LLC Announces that FS KKR Capital Corp. Shareholders Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	279.18	NYSE		44444.0	44444.0	2026-06-10 07:00:16.037947	0.1793	0.228	0.5927	-0.0488	neutral	BAD	accepted:1000	sentiment_bad_released	0.0419	0.0492	0.0391	0.3341	-0.0117	2026-06-10 07:00:17.389128
PHR	"[""PHR""]"	nACSDbQqba	2026-06-10 07:00:15.974	Pomerantz LLP Informs Shareholders of Securities Class Action Filing Against Phreesia, Inc.  – PHR	ACCESSWIRE	49.77	NYSE	9.29	4003.6	20534.5795	2026-06-10 07:00:16.044967	0.1055	0.176	0.7184	-0.0705	negative	BAD	skipped:excluded_string	skipped:not_armed	-0.3544	-0.4249	-0.13	0.0035	-0.1444	2026-06-10 07:00:17.621942
FCHL	"[""FCHL""]"	nACSysScga	2026-06-10 07:00:16.073	Pomerantz LLP Updates Shareholders on Legal Action Brought Against Fitness Champs Holdings Ltd.  – FCHL	ACCESSWIRE	0.4	NASDAQ	1.19	538.6	392.4933	2026-06-10 07:00:16.127155	0.1242	0.1817	0.6941	-0.0575	negative	BAD	skipped:excluded_string	skipped:not_armed	-0.1939	-0.2321	-0.0619	0.11	-0.0754	2026-06-10 07:00:18.055127
ZTS	"[""ZTS""]"	nACSSbx46a	2026-06-10 07:00:16.113	ZTS SHAREHOLDER ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Zoetis Inc. Stockholders with Substantial Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	416.83	NYSE		44444.0	44444.0	2026-06-10 07:00:16.202289	0.1266	0.2877	0.5857	-0.1611	negative	BAD	accepted:1001	sentiment_bad_released	-0.0127	-0.0841	0.0116	0.3341	-0.0536	2026-06-10 07:00:18.448463
LKQ	"[""LKQ""]"	nACSLfSj2a	2026-06-10 07:00:16.498	Pomerantz LLP Shares Class Action Details With Investors in LKQ Corporation  – LKQ	ACCESSWIRE	253.04	NASDAQ		44444.0	44444.0	2026-06-10 07:00:16.564217	0.1308	0.0995	0.7697	0.0313	neutral	BAD	skipped:excluded_string	skipped:not_armed	-0.6419	-0.7334	-0.4709	0.0668	-0.2814	2026-06-10 07:00:18.790512
PICS	"[""PICS""]"	nACS4bc2Ba	2026-06-10 07:00:21.019	PICS SHAREHOLDER ALERT: Bronstein, Gewirtz and Grossman, LLC  Announces that PicS N.V. Stockholders with Substantial Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	22.23	NASDAQ	9.79	5700.0	1431.4337	2026-06-10 07:00:21.046328	0.162	0.3275	0.5105	-0.1656	negative	BAD	accepted:1007	sentiment_bad_released	0.0437	0.0126	0.0376	0.1679	-0.0142	2026-06-10 07:00:21.574448
CYN	"[""CYN""]"	nPn7ZzDRFa	2026-06-10 07:05:00.592	Cyngn Highlights Evolution of Industrial AI from Pilot Programs to Operational Infrastructure	PR Newswire	13.97	NASDAQ	1.27	2012.9	677.227	2026-06-10 07:05:00.620237	0.2578	0.0085	0.7337	0.2493	positive	OK	accepted:1002	sentiment_ack	0.4359	0.5295	0.3819	0.8003	0.4042	2026-06-10 07:05:01.200330
CHWY	"[""CHWY""]"	nBwbjYf41a	2026-06-10 07:05:00.894	Chewy Announces First Quarter 2026 Financial Results	Business Wire	228.96	NYSE		44444.0	44444.0	2026-06-10 07:05:00.950848	0.1598	0.1122	0.728	0.0476	neutral	BAD	accepted:1004	sentiment_bad_released	0.473	0.6184	0.3719	0.9007	0.4902	2026-06-10 07:05:02.531206
YDKG	"[""YDKG""]"	nPn1SzJXfa	2026-06-10 07:10:00.309	Yueda Digital Holding Announces Solon Initiative -- Bets on the Enterprise Governance in AI-Agent Finance	PR Newswire	5.47	NASDAQ	0.937	1074.2	441.929	2026-06-10 07:10:00.338940	0.3761	0.0177	0.6062	0.3584	positive	OK	accepted:1008	sentiment_ack	0.0796	0.0774	0.0613	0.2578	0.0915	2026-06-10 07:10:00.709429
KIDZ	"[""KIDZ"", ""KIDZW""]"	nACSDMgXda	2026-06-10 07:16:00.607	KIDZ AI Named Finalist at the 2026 EdTechX Awards as Company Advances AI-Native Education Operating System, Agent Workflows and Robotics Learning Platform	ACCESSWIRE	0.67	NASDAQ	2.38	102.1	79.7539	2026-06-10 07:16:00.636599	0.7773	0.0138	0.209	0.7635	positive	OK	accepted:1010	sentiment_ack	0.1814	0.1785	0.1494	0.3102	0.1965	2026-06-10 07:16:01.509771
KIDZW	"[""KIDZ"", ""KIDZW""]"	nACSDMgXda	2026-06-10 07:16:00.607	KIDZ AI Named Finalist at the 2026 EdTechX Awards as Company Advances AI-Native Education Operating System, Agent Workflows and Robotics Learning Platform	ACCESSWIRE	7.8	NASDAQ		26190.3	398.502	2026-06-10 07:16:00.641091	0.7773	0.0138	0.209	0.7635	positive	OK	no_reply	sentiment_ack	0.3027	0.3669	0.2621	0.644	0.3603	2026-06-10 07:16:05.622522
CREX	"[""CREX""]"	nGNX1hRFk2	2026-06-10 07:30:00.856	Creative Realities to Participate in Upcoming Planet MicroCap Event	Globe Newswire	8.72	NASDAQ	3.85	34200.0	269.2	2026-06-10 07:30:00.879900	0.2233	0.0372	0.7395	0.1861	positive	OK	accepted:1011	sentiment_ack	0.2069	0.261	0.0993	0.3462	0.1138	2026-06-10 07:30:01.848682
