Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt	Trigger
CAST	"[""CAST""]"	nBw5lm29Za	2026-06-01 06:00:02.630	FreeCast Launches Multi-City Advertising Campaign Through Agreement with New to The Street	Business Wire	16.33	NASDAQ	2026-06-01 06:00:02.646516	0.2458	0.01	0.7442	0.2358	positive	0.2911	0.3043	0.1937	0.7151	0.284	2026-06-01 06:00:03.387926	NO:sentiment_score
STRW	"[""STRW""]"	nGNXc6PPFB	2026-06-01 06:00:02.687	Strawberry Fields REIT to Present at the Planet MicroCap Las Vegas Powered by MicroCapClub	Globe Newswire	8.19	NYSE AMERICAN	2026-06-01 06:00:02.722652	0.2098	0.0125	0.7777	0.1973	positive	0.2243	0.1088	0.0719	0.2243	0.0537	2026-06-01 06:00:03.472342	NO:sentiment_score
MUX	"[""MUX""]"	nGNX3DGgxN	2026-06-01 06:00:03.010	McEwen to Host Live Bullpen Q&A  Moderated by Anthony Vaccaro of the Northern Miner Group at the 2026 Annual Meeting	Globe Newswire	51.12	TSX	2026-06-01 06:00:03.039969	0.1631	0.0272	0.8097	0.1359	positive	0.0773	0.0627	0.0463	0.161	0.0376	2026-06-01 06:00:03.908514	NO:sentiment_score,Float
AUUD	"[""AUUD""]"	nGNXfZRkp	2026-06-01 06:00:04.262	Auddia’s Discovr Radio Forms AI-Driven Partnership With Beatcave to Expand Independent Artist Discovery Across Canada	Globe Newswire	4.78	NASDAQ	2026-06-01 06:00:04.327490	0.6695	0.0111	0.3194	0.6585	positive	0.4066	0.4668	0.3696	0.6681	0.361	2026-06-01 06:00:05.125882	NO:sentiment_score
MAX	"[""MAX""]"	nGNX9TJJQw	2026-06-01 06:07:01.768	MAX Shareholder Notification: MediaAlpha FTC Settlement and Deceptive Advertising Allegations Trigger Investigation into the Board – Shareholders Urged to Contact BFA Law	Globe Newswire	28.6	NYSE	2026-06-01 06:07:01.790293	0.0902	0.347	0.5628	-0.2568	negative	-0.0358	-0.0493	-0.0159	0.3267	-0.0556	2026-06-01 06:07:02.208019	NO:sentiment_score
VFS	"[""VFS""]"	nPn6r4QlDa	2026-06-01 06:30:01.365	VinFast VF 8 Redefines Family Travel with Comfort, Connection, and Everyday Ease	PR Newswire	49.63	NASDAQ	2026-06-01 06:30:01.409271	0.1716	0.0162	0.8121	0.1554	positive	0.2857	0.3964	0.2673	0.7136	0.2509	2026-06-01 06:30:01.964952	NO:sentiment_score
ZDGE	"[""ZDGE""]"	nACS7ZsQra	2026-06-01 06:30:02.513	Zedge To Report Third Fiscal Quarter 2026 Results	ACCESSWIRE	10.29	NYSE AMERICAN	2026-06-01 06:30:02.528098	0.0738	0.0551	0.8711	0.0187	neutral	0.1167	0.0687	0.0458	0.1224	0.0447	2026-06-01 06:30:02.813030	NO:sentiment_score
CCO	"[""CCO""]"	nBwbGVhx5a	2026-06-01 06:30:02.680	Cameco Increases Ownership Stake in Cigar Lake Mine	Business Wire	380.61	TSX	2026-06-01 06:30:02.698769	0.1736	0.0427	0.7837	0.1309	positive	0.3584	0.5368	0.3153	0.7661	0.4098	2026-06-01 06:30:03.426854	NO:sentiment_score,Float
SAFX	"[""SAFX""]"	nACSpvPjha	2026-06-01 06:30:03.103	XCF Global Announces Completion of Key Upgrades and Receipt of Process Catalyst at New Rise Reno Ahead of Expected Commercial Production	ACCESSWIRE	75.4	NASDAQ	2026-06-01 06:30:03.133858	0.5147	0.0306	0.4547	0.4841	positive	0.3635	0.4938	0.3149	0.8126	0.3504	2026-06-01 06:30:03.839903	NO:sentiment_score,Float
VMAR	"[""VMAR""]"	nPn8kB2yga	2026-06-01 06:30:04.655	Vision Marine Technologies Provides Operational Update on Nautical Ventures Fort Lauderdale Marina, Service Center and Electric Marine Service Capabilities	PR Newswire	1.71	NASDAQ	2026-06-01 06:30:04.677812	0.0947	0.0373	0.868	0.0575	positive	0.2174	0.2801	0.1703	0.5828	0.2099	2026-06-01 06:30:05.416631	NO:sentiment_score
TMQ	"[""TMQ""]"	nPn26slmRa	2026-06-01 06:30:04.748	Trilogy Metals Provides Update on U.S. Department of War Strategic Equity Investment and Extends Closing Deadline to July 31, 2026	PR Newswire	109.71	NYSE AMERICAN	2026-06-01 06:30:04.767267	0.0811	0.0283	0.8906	0.0527	positive	0.4548	0.5201	0.3741	0.7663	0.342	2026-06-01 06:30:05.625289	NO:sentiment_score,Float
USA	"[""USAS"", ""USA""]"	nNFC7XQ148	2026-06-01 06:30:16.394	Americas Gold and Silver Announces High-Grade Infill Drill Results at the Cosalá Complex Highlighting Substantial Upside Compared To Mineral Resource Grades, Including 599.8 g/t Ag, 0.8% Cu over 14.0m and 509.7 g/t Ag, 0.4% Cu over 10.0m	Newsfile Corp	301.27	NYSE AMERICAN	2026-06-01 06:30:16.437320	0.8519	0.0982	0.0499	0.7537	positive	0.436	0.5584	0.3721	0.793	0.4185	2026-06-01 06:30:17.729903	NO:Float
USAS	"[""USAS"", ""USA""]"	nNFC7XQ148	2026-06-01 06:30:16.394	Americas Gold and Silver Announces High-Grade Infill Drill Results at the Cosalá Complex Highlighting Substantial Upside Compared To Mineral Resource Grades, Including 599.8 g/t Ag, 0.8% Cu over 14.0m and 509.7 g/t Ag, 0.4% Cu over 10.0m	Newsfile Corp	269.57	NYSE AMERICAN	2026-06-01 06:30:16.435926	0.8519	0.0982	0.0499	0.7537	positive	0.436	0.5584	0.3721	0.793	0.4185	2026-06-01 06:30:17.730031	NO:Float
BURU	"[""BURU""]"	nBw4JbWMya	2026-06-01 06:43:00.361	NUBURU Expands Defense & Security Platform Momentum with Tier-One Critical Infrastructure Customer, Highlighting Approximately $1.1 Million of Orbit Order Value and Commercial Visibility	Business Wire	177.86	NYSE AMERICAN	2026-06-01 06:43:00.394748	0.8713	0.0108	0.1179	0.8604	positive	0.5784	0.6648	0.5248	0.8233	0.545	2026-06-01 06:43:01.085056	NO:Float
DXF	"[""DXF""]"	nPn3g200Pa	2026-06-01 06:55:00.461	Eason Technology Announces the Formation of New Subsidiary, Four Ele Industrial Intelligent Tech to Target Power Energy, Energy Networks and New Energy Storage Facilities Scenarios	PR Newswire	3.2274	NYSE AMERICAN	2026-06-01 06:55:00.501595	0.1063	0.0107	0.8831	0.0956	positive	0.2679	0.3341	0.1598	0.6124	0.2028	2026-06-01 06:55:00.995239	NO:sentiment_score
BLCO	"[""BLCO""]"	nBwNjn0va	2026-06-01 06:59:00.513	Bausch + Lomb Launches Blink® Triple Care Preservative Free Lubricant Eye Drops in the United States	Business Wire	37.94	TSX	2026-06-01 06:59:00.540874	0.3864	0.0091	0.6046	0.3773	positive	0.2616	0.3645	0.2517	0.7032	0.3649	2026-06-01 06:59:01.184993	NO:sentiment_score
WALD	"[""WALD""]"	nGNX4Wb4nh	2026-06-01 06:59:00.689	Waldencast Announces Sale of Obagi Medical to Bridgepoint	Globe Newswire	47.24	NASDAQ	2026-06-01 06:59:00.706487	0.1057	0.0575	0.8369	0.0482	neutral	0.5814	0.6608	0.4745	0.8289	0.3967	2026-06-01 06:59:01.564931	NO:sentiment_score
LTRX	"[""LTRX""]"	nGNX4FKZsW	2026-06-01 07:00:13.953	Lantronix Launches SLC 9000 to Secure AI Data Centers and Mission-Critical Networks at Scale	Globe Newswire	34.63	NASDAQ	2026-06-01 07:00:13.974339	0.3508	0.0106	0.6385	0.3402	positive	0.347	0.4373	0.2677	0.7909	0.2652	2026-06-01 07:00:14.341920	NO:sentiment_score
ACTU	"[""ACTU""]"	nGNX3PpWFN	2026-06-01 07:00:14.376	Actuate Therapeutics Announces ASCO Poster Presentations Demonstrating Compelling Clinical and Biomarker Data for Elraglusib in First-Line Metastatic Pancreatic Cancer	Globe Newswire	10.17	NASDAQ	2026-06-01 07:00:14.401290	0.9184	0.0174	0.0642	0.9011	positive	0.5305	0.6138	0.5305	0.8899	0.6075	2026-06-01 07:00:15.350585	YES
CFND	"[""CFND""]"	nBw1Vs7gqa	2026-06-01 07:00:15.142	C1 Fund Inc. (NYSE: CFND) Announces First Quarter 2026 Results	Business Wire	6.6667	NYSE	2026-06-01 07:00:15.172439	0.0902	0.0793	0.8304	0.0109	neutral	0.1358	0.2103	0.123	0.4431	0.1156	2026-06-01 07:00:15.680995	NO:sentiment_score
FCHL	"[""FCHL""]"	nACS8NGZpa	2026-06-01 07:00:15.851	FCHL SHAREHOLDER ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Fitness Champs Holdings Ltd. Shareholders Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	0.4	NASDAQ	2026-06-01 07:00:15.901721	0.1648	0.209	0.6261	-0.0442	neutral	-0.065	-0.0881	-0.0237	0.2231	-0.0657	2026-06-01 07:00:16.576623	NO:sentiment_score
UHG	"[""UHG""]"	nACSWSTfQa	2026-06-01 07:00:15.878	Pomerantz LLP Shares Class Action Details With Investors in United Homes Group, Inc.  – UHG	ACCESSWIRE		NASDAQ	2026-06-01 07:00:15.911157	0.1247	0.0923	0.7831	0.0324	neutral	-0.2042	-0.259	-0.0941	0.3838	-0.0979	2026-06-01 07:00:16.785402	NO:sentiment_score,Float,excluded_string
SSAC	"[""SSAC""]"	nBw3GwKzXa	2026-06-01 07:00:16.241	Mobilewalla, a Leading Provider of Data-centric, Vertical Agentic AI solutions, to Go Public Through Business Combination With SPACSphere Acquisition Corp.	Business Wire	16.34	NASDAQ	2026-06-01 07:00:16.383186	0.1302	0.0237	0.8461	0.1064	positive	0.2994	0.4012	0.2622	0.7418	0.3119	2026-06-01 07:00:17.467587	NO:sentiment_score
PHR	"[""PHR""]"	nACSBFrqba	2026-06-01 07:00:17.989	PHR INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Phreesia, Inc. Shareholders with Substantial Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	48.93	NYSE	2026-06-01 07:00:18.038676	0.1663	0.263	0.5707	-0.0967	negative	0.0224	-0.0084	0.0212	0.3341	-0.0365	2026-06-01 07:00:18.761167	NO:sentiment_score
CBIT	"[""ANY"", ""CBIT""]"	nACSncGvka	2026-06-01 07:00:17.314	Sphere 3D and Cathedra Bitcoin Announce Closing of Business Combination	ACCESSWIRE		NASDAQ	2026-06-01 07:00:17.343994	0.0408	0.1988	0.7604	-0.1581	negative	0.5219	0.6588	0.5219	0.8727	0.4876	2026-06-01 07:00:18.854352	NO:sentiment_score,Float
ANY	"[""ANY"", ""CBIT""]"	nACSncGvka	2026-06-01 07:00:17.314	Sphere 3D and Cathedra Bitcoin Announce Closing of Business Combination	ACCESSWIRE	4.1	NASDAQ	2026-06-01 07:00:17.342026	0.0408	0.1988	0.7604	-0.1581	negative	0.5219	0.6588	0.5219	0.8727	0.4876	2026-06-01 07:00:18.855023	NO:sentiment_score
NEXM	"[""NEXM""]"	nNFC881fbt	2026-06-01 07:00:21.563	NexMetals Intersects 11.15 Metres of Massive Sulphide Mineralization at Selebi Main in Drill Hole SMD-26-212-W1, Expanding the Flexure Zone	Newsfile Corp	34.89	NASDAQ	2026-06-01 07:00:21.602152	0.8506	0.0237	0.1256	0.8269	positive	0.2557	0.3411	0.2312	0.6968	0.2419	2026-06-01 07:00:22.365071	YES
HVO	"[""DCOY"", ""HVO""]"	nPn7hxmW3a	2026-06-01 07:00:32.437	Decoy Therapeutics Partners with hVIVO to Advance Lead D-MAV™ Candidate into the Clinic	PR Newswire		NASDAQ	2026-06-01 07:00:32.474913	0.7338	0.0081	0.2581	0.7257	positive	0.4813	0.5765	0.4813	0.8173	0.4718	2026-06-01 07:00:33.401933	NO:Float
DCOY	"[""DCOY"", ""HVO""]"	nPn7hxmW3a	2026-06-01 07:00:32.437	Decoy Therapeutics Partners with hVIVO to Advance Lead D-MAV™ Candidate into the Clinic	PR Newswire	0.5	NASDAQ	2026-06-01 07:00:32.472556	0.7338	0.0081	0.2581	0.7257	positive	0.4458	0.5478	0.4458	0.8173	0.4264	2026-06-01 07:00:33.402402	YES
INVE	"[""INVE""]"	nPn5Mzdzca	2026-06-01 07:00:37.451	Identiv Launches ID-Pixels™ 3.0 to Enable Scalable, Battery-Free Intelligence Across Physical Supply Chains	PR Newswire	19.96	NASDAQ	2026-06-01 07:00:37.477669	0.2958	0.0097	0.6945	0.2861	positive	0.3793	0.4706	0.3647	0.7038	0.3509	2026-06-01 07:00:37.941442	NO:sentiment_score
ATNM	"[""ATNM""]"	nPn13Wk8ma	2026-06-01 07:00:43.000	Actinium Pharmaceuticals Presents New Radiochemistry Data at SNMMI 2026 Demonstrating That CAR Optimization Improves Tumor Targeting and Pharmacokinetics of Actinium-225 Radioconjugates	PR Newswire	30.4	NYSE AMERICAN	2026-06-01 07:00:43.036109	0.6919	0.0136	0.2945	0.6783	positive	0.301	0.3836	0.2438	0.773	0.2564	2026-06-01 07:00:43.781625	NO:sentiment_score
CTXR	"[""CTOR"", ""CTXR""]"	nPn966pyha	2026-06-01 07:00:43.063	Citius Oncology Highlights Phase 1 Data in an Investigator-Initiated Study of LYMPHIR® (denileukin diftitox-cxdl) in Combination with Pembrolizumab in Recurrent or Refractory Gynecologic Malignancies	PR Newswire	26.95	NASDAQ	2026-06-01 07:00:43.100580	0.5816	0.0348	0.3836	0.5468	positive	0.3451	0.4657	0.3451	0.8231	0.4027	2026-06-01 07:00:44.477215	NO:sentiment_score
CTOR	"[""CTOR"", ""CTXR""]"	nPn966pyha	2026-06-01 07:00:43.063	Citius Oncology Highlights Phase 1 Data in an Investigator-Initiated Study of LYMPHIR® (denileukin diftitox-cxdl) in Combination with Pembrolizumab in Recurrent or Refractory Gynecologic Malignancies	PR Newswire	22.52	NASDAQ	2026-06-01 07:00:43.099723	0.5816	0.0348	0.3836	0.5468	positive	0.3447	0.4654	0.3447	0.8231	0.402	2026-06-01 07:00:44.477386	NO:sentiment_score
BRAI	"[""BRAI""]"	nPRr19931a	2026-06-01 07:03:02.747	REG-BlackRock American Income Trust Plc: Net Asset Value(s)	PR Newswire	53.1	LSE	2026-06-01 07:03:02.766406	0.0711	0.0375	0.8914	0.0336	neutral	0.0	0.0163	0.0205	0.0319	0.0185	2026-06-01 07:03:02.859357	NO:sentiment_score,Float
SUNN	"[""SUUN"", ""SUNN""]"	nPn8mWxWVa	2026-06-01 07:07:00.406	PowerBank Positions AI Compute, Modular Data Centers, and Energy Infrastructure as a Core Strategic Growth Vertical Alongside Solar and Battery Energy Storage	PR Newswire		NASDAQ	2026-06-01 07:07:00.429132	0.2668	0.0093	0.7239	0.2574	positive	0.2354	0.2787	0.2195	0.5746	0.2313	2026-06-01 07:07:01.210560	NO:sentiment_score,Float
SUUN	"[""SUUN"", ""SUNN""]"	nPn8mWxWVa	2026-06-01 07:07:00.406	PowerBank Positions AI Compute, Modular Data Centers, and Energy Infrastructure as a Core Strategic Growth Vertical Alongside Solar and Battery Energy Storage	PR Newswire	42.61	NASDAQ	2026-06-01 07:07:00.429559	0.2668	0.0093	0.7239	0.2574	positive	0.4116	0.4791	0.394	0.7461	0.4065	2026-06-01 07:07:01.210691	NO:sentiment_score
SMID	"[""SMID""]"	nBwSvbPTa	2026-06-01 07:14:00.208	REG-First Trust Global Funds PLC Net Asset Value(s)	Business Wire	4.57	LSE	2026-06-01 07:14:00.225765	0.0738	0.0729	0.8534	0.0009	neutral	0.0978	0.0674	0.0641	0.0741	0.0645	2026-06-01 07:14:00.301377	NO:sentiment_score
BK	"[""BK""]"	nGNX20jNB3	2026-06-01 07:30:01.070	Canadian Banc Corp. Announces TSX Acceptance of Normal Course Issuer Bid	Globe Newswire		TSX	2026-06-01 07:30:01.085665	0.1291	0.0362	0.8347	0.0929	positive	0.142	0.171	0.0707	0.4099	0.0894	2026-06-01 07:30:01.780762	NO:sentiment_score,Float
XCH	"[""XCH""]"	nGNXHLsXp	2026-06-01 07:30:06.464	XCharge Appoints Albina Iljasov as Co-Chief Executive Officer	Globe Newswire	53.37	NASDAQ	2026-06-01 07:30:06.481232	0.0674	0.0323	0.9003	0.035	neutral	0.3568	0.4399	0.203	0.7948	0.2092	2026-06-01 07:30:06.943280	NO:sentiment_score,Float
OPRX	"[""OPRX""]"	nGNX9YdKC2	2026-06-01 07:30:08.921	OptimizeRx to Participate in Upcoming Investor Conferences	Globe Newswire	16.28	NASDAQ	2026-06-01 07:30:08.932558	0.2126	0.0105	0.7768	0.2021	positive	0.3747	0.3969	0.2274	0.5755	0.183	2026-06-01 07:30:09.516566	NO:sentiment_score
HELP	"[""HELP""]"	nGNX3z7J0p	2026-06-01 07:30:09.062	Helus Pharma to Participate in the Jefferies Global Healthcare Conference in New York	Globe Newswire	39.33	NASDAQ	2026-06-01 07:30:09.140996	0.2135	0.0288	0.7577	0.1848	positive	0.1673	0.2152	0.113	0.4366	0.1191	2026-06-01 07:30:10.083978	NO:sentiment_score
KPTI	"[""KPTI""]"	nPnbhYjjba	2026-06-01 07:30:09.099	Karyopharm to Host Investor Conference Call Featuring Expert Perspectives on the Phase 3 SENTRY Trial in Myelofibrosis Following 2026 ASCO Presentation	PR Newswire	19.61	NASDAQ	2026-06-01 07:30:09.191070	0.2069	0.0184	0.7747	0.1885	positive	0.3327	0.352	0.1918	0.55	0.1863	2026-06-01 07:30:10.262419	NO:sentiment_score
ATLX	"[""ATLX""]"	nNFC7TM4Nz	2026-06-01 07:30:15.150	Atlas Lithium Corporation Announces Results of 2026 Annual Meeting of Stockholders	Newsfile Corp	21.27	NASDAQ	2026-06-01 07:30:15.170236	0.0956	0.0477	0.8567	0.0479	neutral	0.33	0.4386	0.2143	0.8344	0.2447	2026-06-01 07:30:15.834012	NO:sentiment_score
ELAB	"[""ELAB""]"	nGNX3N6j4z	2026-06-01 07:31:00.398	PMGC Holdings Signs Non-Binding Letter of Intent to Acquire Majority Stake in U.S.-Based Precision Machining Manufacturing Company Serving Aerospace, Space, Defense, and Semiconductor Markets	Globe Newswire	4.54	NASDAQ	2026-06-01 07:31:00.421695	0.3866	0.0262	0.5872	0.3605	positive	0.3813	0.4606	0.2849	0.7326	0.2386	2026-06-01 07:31:01.127160	NO:sentiment_score
CAPS	"[""CAPS""]"	nBwc6P75ca	2026-06-01 07:35:00.327	Capstone Expands D.R. Horton Relationship to 19 Communities and Wins All of a Leading National Homebuilder’s Regional Stone Work	Business Wire	7.79	NASDAQ	2026-06-01 07:35:00.346833	0.8384	0.0139	0.1476	0.8245	positive	0.6614	0.7476	0.6319	0.9112	0.698	2026-06-01 07:35:00.914433	YES
WGRX	"[""WGRX""]"	nACSNrfwma	2026-06-01 07:40:01.317	Wellgistics Health Provides Mid-Year 2026 Corporate Outlook	ACCESSWIRE	0.76	NASDAQ	2026-06-01 07:40:01.341368	0.1346	0.0425	0.8229	0.0921	positive	0.5169	0.6288	0.4903	0.8746	0.477	2026-06-01 07:40:02.303736	NO:sentiment_score
BRAG	"[""BRAG""]"	nBw7fRgPra	2026-06-01 07:45:00.854	Bragg Gaming Group Announces Private Placement With Participation from Insiders and Drayton International’s Matt Davey	Business Wire	20.5	TSX	2026-06-01 07:45:00.877772	0.1778	0.0137	0.8085	0.1642	positive	0.0839	0.057	0.0514	0.1539	0.056	2026-06-01 07:45:01.936319	NO:sentiment_score
IVDA	"[""IVDA""]"	nBw5bzwRPa	2026-06-01 08:00:05.770	Iveda Launches Real-Time Zero-Shot AI Detection, Enabling Users to Instantly Build Custom AI Models With a Single Prompt	Business Wire	10.59	NASDAQ	2026-06-01 08:00:05.789018	0.0957	0.0297	0.8746	0.066	positive	0.2226	0.3218	0.1715	0.7589	0.183	2026-06-01 08:00:06.252814	NO:sentiment_score
TLIH	"[""TLIH""]"	nGNX3wc38b	2026-06-01 08:00:08.008	Ten-League International Holdings Limited Regains Compliance with Nasdaq Bid Price Requirement	Globe Newswire	0.5	NASDAQ	2026-06-01 08:00:08.039753	0.865	0.0246	0.1104	0.8404	positive	0.1848	0.2535	0.1453	0.5562	0.1998	2026-06-01 08:00:08.753220	YES
APRE	"[""APRE""]"	nGNX19xfVD	2026-06-01 08:00:09.618	Aprea Therapeutics Presents Updated Phase 1 Data on WEE1 Inhibitor APR-1051 at ASCO 2026, Demonstrating Early Monotherapy Activity and Manageable Tolerability in Advanced Solid Tumors	Globe Newswire	10.92	NASDAQ	2026-06-01 08:00:09.648414	0.7967	0.0174	0.186	0.7793	positive	0.414	0.5161	0.3951	0.8379	0.4058	2026-06-01 08:00:10.376414	YES
NXTC	"[""NXTC""]"	nGNX7VH1WL	2026-06-01 08:00:11.530	NextCure Presents Positive SIM0505 Phase 1 Dose Escalation Data in Patients with Gynecologic Cancers at ASCO 2026	Globe Newswire	2.42	NASDAQ	2026-06-01 08:00:11.563978	0.4553	0.0783	0.4663	0.377	positive	0.3158	0.3298	0.292	0.8341	0.2268	2026-06-01 08:00:12.477612	NO:sentiment_score
GSK	"[""GSK""]"	nBw62m4rma	2026-06-01 08:00:16.443	PrEP Wisdom: ViiV Healthcare Launches New Campaign to Support Informed HIV Prevention Choices	Business Wire	1990.0	LSE	2026-06-01 08:00:16.481097	0.5223	0.021	0.4566	0.5013	positive	0.2457	0.2333	0.1964	0.5674	0.2008	2026-06-01 08:00:17.761017	NO:sentiment_score,Float
TBH	"[""TBH""]"	nGNX41rmLr	2026-06-01 08:00:16.354	House of Doge and Paxos Partner to Expand Global Access to Dogecoin	Globe Newswire	12.58	NASDAQ	2026-06-01 08:00:16.374365	0.7153	0.0117	0.273	0.7036	positive	0.4668	0.5457	0.3892	0.8098	0.4609	2026-06-01 08:00:17.774739	YES
GASS	"[""GASS""]"	nGNXtC9nZ	2026-06-01 08:00:17.146	STEALTHGAS INC. Announces the Date for the Release of the First Quarter 2026 Financial and Operating Results, Conference Call and Webcast	Globe Newswire	24.79	NASDAQ	2026-06-01 08:00:17.254535	0.0366	0.0277	0.9357	0.0088	neutral	0.0524	0.0337	0.0277	0.0587	0.0298	2026-06-01 08:00:18.144272	NO:sentiment_score
SBFM	"[""SBFM""]"	nACS11zQha	2026-06-01 08:00:17.396	Sunshine Biopharma Announces Canadian Approval for Rivaroxaban, a Generic Form of Xarelto(R)	ACCESSWIRE	4.9	NASDAQ	2026-06-01 08:00:17.482705	0.5308	0.0402	0.429	0.4906	positive	0.3799	0.4967	0.3061	0.82	0.4014	2026-06-01 08:00:18.918617	NO:sentiment_score
NCNA	"[""NCNA""]"	nGNE6sY42c	2026-06-01 08:00:18.034	NuCana Appoints Ian Webster as Chief Financial Officer	Globe Newswire	3.87	NASDAQ	2026-06-01 08:00:18.063052	0.0531	0.0426	0.9043	0.0105	neutral	0.3531	0.4523	0.2836	0.7517	0.3057	2026-06-01 08:00:19.235301	NO:sentiment_score
SENS	"[""SENS""]"	nGNX86kpms	2026-06-01 08:00:19.411	Senseonics Highlights Analyst Event and Oral Presentation of Eversense 365 Real-World Evidence at ADA 2026	Globe Newswire	44.27	NASDAQ	2026-06-01 08:00:19.447409	0.1382	0.0189	0.8429	0.1193	positive	0.1743	0.2041	0.1326	0.3775	0.1307	2026-06-01 08:00:20.634424	NO:sentiment_score
1BTG	"[""ENLV"", ""1BTG""]"	nGNE55trd0	2026-06-01 08:00:18.121	Allocetra Shows Durable 6-Month Efficacy in Knee Osteoarthritis Phase IIa Trial; Oral Presentation at EULAR 2026	Globe Newswire		NASDAQ	2026-06-01 08:00:18.203527	0.8184	0.0146	0.1671	0.8038	positive	0.2602	0.3757	0.1996	0.6387	0.2458	2026-06-01 08:00:20.986139	NO:Float
