Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	body_sentiment	BodyCompletedAt	body_duration_ms	Trigger
SOPH	"[""SOPH"", ""90B""]"	nPNACM6tKa	2026-05-13 05:00:01	Synnovis and SOPHiA GENETICS Partner to Bring Blood-based Cancer Testing to Patients Across the U.K.	PR Newswire	48.12	2026-05-13 05:00:01.271739	0.2993	0.0147	0.686	0.2847	positive	0.2877	2026-05-13 05:00:03.440639	2281.42	NO:sentiment_score
90B	"[""SOPH"", ""90B""]"	nPNACM6tKa	2026-05-13 05:00:01	Synnovis and SOPHiA GENETICS Partner to Bring Blood-based Cancer Testing to Patients Across the U.K.	PR Newswire		2026-05-13 05:00:01.271719	0.2993	0.0147	0.686	0.2847	positive		2026-05-13 05:00:03.442093	2281.42	NO:sentiment_score,Float
GENK	"[""GENK""]"	nGNX3qxSkF	2026-05-13 05:30:00	GEN Korean BBQ Secures Its First Direct Southern California and Hawaii Regional Costco Purchase Order	Globe Newswire	4.69	2026-05-13 05:30:00.273829	0.7798	0.0117	0.2085	0.7681	positive	0.3429	2026-05-13 05:30:01.641011	1430.2	YES
KAPA	"[""KAPA""]"	nNFC8lgkl9	2026-05-13 05:30:17	Kairos Pharma, Ltd. to Present at the LD Micro Invitational XVI	Newsfile Corp	12.4	2026-05-13 05:30:17.623385	0.069	0.0161	0.915	0.0529	positive	0.1029	2026-05-13 05:30:18.089043	541.83	NO:sentiment_score
SHEL	"[""SHEL""]"	nGNE7v8FPj	2026-05-13 05:40:08	REG-Transaction in Own Shares	Globe Newswire	2800.0	2026-05-13 05:40:08.430361	0.0526	0.0227	0.9248	0.0299	neutral		2026-05-13 05:40:09.331528	952.35	NO:sentiment_score,Float
DTIL	"[""DTIL""]"	nBw86llpga	2026-05-13 06:00:00	iECURE Presents Preliminary Clinical Data from Ongoing Clinical Trial of ECUR-506 in Ornithine Transcarbamylase Deficiency at the ASGCT Annual Meeting	Business Wire	23.02	2026-05-13 06:00:00.475098	0.1831	0.0177	0.7992	0.1653	positive	0.1035	2026-05-13 06:00:04.515275	4149.07	NO:sentiment_score
RUP	"[""AEM"", ""RUP""]"	nBwb8mwgna	2026-05-13 06:00:00	Rupert Resources Announces Mailing and Filing of Management Information Circular and Receipt of Interim Order in Connection With Previously Announced Acquisition by Agnico Eagle	Business Wire		2026-05-13 06:00:01.089079	0.0497	0.1239	0.8265	-0.0742	negative		2026-05-13 06:00:12.501175	7979.62	NO:sentiment_score,Float
AEM	"[""AEM"", ""RUP""]"	nBwb8mwgna	2026-05-13 06:00:00	Rupert Resources Announces Mailing and Filing of Management Information Circular and Receipt of Interim Order in Connection With Previously Announced Acquisition by Agnico Eagle	Business Wire	499.47	2026-05-13 06:00:01.089246	0.0497	0.1239	0.8265	-0.0742	negative	0.066	2026-05-13 06:00:12.498141	7979.62	NO:sentiment_score,Float
OLA	"[""EQX"", ""OLA""]"	nGNX50xb76	2026-05-13 06:00:00	Equinox Gold and Orla Mining Combine to Create North America’s New Senior Gold Producer: Built to Grow, Built to Last	Globe Newswire		2026-05-13 06:00:00.831530	0.4681	0.0175	0.5144	0.4506	positive		2026-05-13 06:00:13.734525	12964.45	NO:sentiment_score,Float
EQX	"[""EQX"", ""OLA""]"	nGNX50xb76	2026-05-13 06:00:00	Equinox Gold and Orla Mining Combine to Create North America’s New Senior Gold Producer: Built to Grow, Built to Last	Globe Newswire	778.09	2026-05-13 06:00:00.831488	0.4681	0.0175	0.5144	0.4506	positive	0.2703	2026-05-13 06:00:13.735325	12964.45	NO:sentiment_score,Float
VYGR	"[""VYGR""]"	nGNX5p4ZNH	2026-05-13 06:01:00	Voyager ASGCT Late Breaker: Single IV Dose of VY1706 Well Tolerated, Reduced Tau in 3-Month GLP Toxicology Data; Clinical Trial in Alzheimer’s Disease Expected H2 2026 	Globe Newswire	49.62	2026-05-13 06:01:00.297263	0.8989	0.0448	0.0563	0.8542	positive	0.2797	2026-05-13 06:01:03.326979	3118.11	YES
APRE	"[""APRE""]"	nGNX71cR2N	2026-05-13 06:30:00	Aprea Therapeutics Reports First Quarter 2026 Financial Results and Provides a Corporate Update	Globe Newswire	10.8	2026-05-13 06:30:00.460642	0.0975	0.0377	0.8648	0.0598	positive	0.1471	2026-05-13 06:30:08.183181	7748.34	NO:sentiment_score
WWR	"[""WWR""]"	nBw5tSLGNa	2026-05-13 06:30:00	Westwater Resources Announces First Quarter 2026 Business Results	Business Wire	120.21	2026-05-13 06:30:00.513439	0.1035	0.1034	0.7931	0.0001	neutral	0.2211	2026-05-13 06:30:10.565496	2380.55	NO:sentiment_score,Float
DRIO	"[""DRIO""]"	nPn7yVGPva	2026-05-13 06:30:00	DarioHealth Reports First Quarter 2026 Financial and Operating Results	PR Newswire	5.81	2026-05-13 06:30:00.403221	0.1402	0.1234	0.7364	0.0168	neutral	0.1845	2026-05-13 06:30:14.345360	14031.39	NO:sentiment_score
SAFX	"[""SAFX""]"	nACSQjzDKa	2026-05-13 06:30:00	XCF Global Backs Southern Energy Renewables' LOI With Hapag-Lloyd for Green Methanol Project Development and Long-Term Offtake as Strategic Fit for Pending Business Combination with Southern Energy Renewables and DevvStream Corp	ACCESSWIRE	32.88	2026-05-13 06:30:00.614885	0.7399	0.009	0.2511	0.7309	positive	0.1411	2026-05-13 06:30:19.369406	8797.6	YES
VERU	"[""VERU""]"	nGNX6BHKLg	2026-05-13 06:30:00	Veru Reports Fiscal 2026 Second Quarter Financial Results and Phase 2b PLATEAU Clinical Trial Progress	Globe Newswire	13.99	2026-05-13 06:30:00.624624	0.1908	0.0277	0.7815	0.1632	positive	0.0639	2026-05-13 06:30:23.206562	8852.36	NO:sentiment_score
MMA	"[""MMA""]"	nGNX8qwrWX	2026-05-13 06:30:00	Midnight Sun Extends Dumbwa Copper Deposit to Over 5.3 Kilometres; Remains Open Along Strike with Drilling Ongoing	Globe Newswire	21.14	2026-05-13 06:30:00.743518	0.2482	0.039	0.7128	0.2093	positive	0.7002	2026-05-13 06:30:27.206749	7835.35	NO:sentiment_score
CQ01	"[""DEVS"", ""CQ01""]"	nBwchdRlfa	2026-05-13 06:30:00	DevvStream Highlights Southern Energy Renewables’ Hapag-Lloyd LOI for Green Methanol Project Development and Long-Term Offtake and New Environmental Attributes MOU	Business Wire		2026-05-13 06:30:00.869895	0.5285	0.022	0.4495	0.5065	positive		2026-05-13 06:30:30.366232	7150.33	NO:sentiment_score,Float
DEVS	"[""DEVS"", ""CQ01""]"	nBwchdRlfa	2026-05-13 06:30:00	DevvStream Highlights Southern Energy Renewables’ Hapag-Lloyd LOI for Green Methanol Project Development and Long-Term Offtake and New Environmental Attributes MOU	Business Wire	4.58	2026-05-13 06:30:00.869921	0.5285	0.022	0.4495	0.5065	positive	0.2143	2026-05-13 06:30:30.366726	7150.33	NO:sentiment_score
SMID	"[""SMID""]"	nBw6Dz3d7a	2026-05-13 06:38:00	REG-First Trust Global Funds PLC Net Asset Value(s)	Business Wire	4.57	2026-05-13 06:38:00.255249	0.0738	0.0729	0.8534	0.0009	neutral	0.0934	2026-05-13 06:38:00.429320	240.17	NO:sentiment_score
67E0	"[""WBX"", ""67E0""]"	nBw4WvBPka	2026-05-13 06:45:00	Wallbox and Freenow by Lyft Partner to Support Taxi Electrification Across Europe	Business Wire		2026-05-13 06:45:00.577789	0.2808	0.0091	0.7101	0.2716	positive		2026-05-13 06:45:02.144901	1657.69	NO:sentiment_score,Float
WBX	"[""WBX"", ""67E0""]"	nBw4WvBPka	2026-05-13 06:45:00	Wallbox and Freenow by Lyft Partner to Support Taxi Electrification Across Europe	Business Wire	4.84	2026-05-13 06:45:00.577815	0.2808	0.0091	0.7101	0.2716	positive		2026-05-13 06:45:02.145268	1657.69	NO:sentiment_score
SKE	"[""SKE""]"	nGNX9MMqZl	2026-05-13 06:50:00	Skeena Gold & Silver Releases 2025 Sustainability Report Entitled ‘Where Voices Meet, Progress Follows’	Globe Newswire	92.61	2026-05-13 06:50:00.283703	0.2694	0.024	0.7066	0.2454	positive	0.0637	2026-05-13 06:50:04.254554	4045.67	NO:sentiment_score,Float
PBDA	"[""PLX"", ""PBDA""]"	nPn43dlnFa	2026-05-13 06:50:00	Protalix BioTherapeutics Reports First Quarter 2026 Financial and Business Results	PR Newswire		2026-05-13 06:50:00.368584	0.133	0.0554	0.8116	0.0776	positive		2026-05-13 06:50:08.678959	8362.71	NO:sentiment_score,Float
PLX	"[""PLX"", ""PBDA""]"	nPn43dlnFa	2026-05-13 06:50:00	Protalix BioTherapeutics Reports First Quarter 2026 Financial and Business Results	PR Newswire	72.08	2026-05-13 06:50:00.378738	0.133	0.0554	0.8116	0.0776	positive	0.3065	2026-05-13 06:50:08.679350	8362.71	NO:sentiment_score,Float
PSFE	"[""PSFE""]"	nBw4lDnXXa	2026-05-13 06:55:00	Paysafe Reports First Quarter 2026 Results	Business Wire	22.26	2026-05-13 06:55:00.378267	0.0493	0.0416	0.9091	0.0077	neutral	0.1004	2026-05-13 06:55:01.000746	715.36	NO:sentiment_score
H	"[""H""]"	nPn5tfJ5da	2026-05-13 06:58:00	Hydro One Limited Declares Quarterly Common Share Dividend	PR Newswire	38.45	2026-05-13 06:58:00.204909	0.0853	0.0296	0.8851	0.0558	positive		2026-05-13 06:58:00.968610	844.06	NO:sentiment_score
AEC	"[""AEC""]"	nGNX9nGqvt	2026-05-13 07:00:00	Anfield Energy Completes Drilling of Monitoring Wells at Shootaring Canyon Mill and Slick Rock Mine Complex	Globe Newswire	10.65	2026-05-13 07:00:00.888017	0.5753	0.0615	0.3632	0.5138	positive	0.329	2026-05-13 07:00:05.303011	4485.21	NO:sentiment_score
BYSI	"[""BYSI""]"	nGNX3h2Qqq	2026-05-13 07:00:00	BeyondSpring Reports First-Quarter 2026 Financial Results and Provides Corporate Update	Globe Newswire	31.2	2026-05-13 07:00:00.745783	0.0648	0.0465	0.8886	0.0183	neutral	0.2095	2026-05-13 07:00:08.185166	7528.15	NO:sentiment_score
SPMC	"[""SPMC""]"	nBw7Bybbta	2026-05-13 07:00:00	Sound Point Meridian Capital, Inc. Schedules Fourth Fiscal Quarter Ended March 31, 2026 Earnings Release and Conference Call	Business Wire	15.08	2026-05-13 07:00:00.976782	0.0502	0.0926	0.8572	-0.0424	neutral		2026-05-13 07:00:09.869808	1679.87	NO:sentiment_score
CANF	"[""CANF""]"	nGNE1S5sQn	2026-05-13 07:00:00	Following Positive Phase 2a Pancreatic Cancer Data, Can-Fite Advances Namodenoson into Phase 2b Combination Study with Immunotherapy	Globe Newswire	4.285	2026-05-13 07:00:00.993443	0.5302	0.0123	0.4575	0.5179	positive	0.4373	2026-05-13 07:00:12.941598	3063.81	NO:sentiment_score
63X	"[""SMWB"", ""63X""]"	nBw8xDf2pa	2026-05-13 07:00:00	Similarweb Announces First Quarter 2026 Results	Business Wire		2026-05-13 07:00:00.944521	0.0445	0.0671	0.8884	-0.0225	neutral		2026-05-13 07:00:17.532426	12222.42	NO:sentiment_score,Float
SMWB	"[""SMWB"", ""63X""]"	nBw8xDf2pa	2026-05-13 07:00:00	Similarweb Announces First Quarter 2026 Results	Business Wire	48.88	2026-05-13 07:00:00.944542	0.0445	0.0671	0.8884	-0.0225	neutral	0.2274	2026-05-13 07:00:17.533244	12222.42	NO:sentiment_score
RVYL	"[""RVYL""]"	nGNX9lthCQ	2026-05-13 07:00:00	RTB Debuts on Nasdaq: AI/DeFi Media Platform “Roundtable” to Trade as RTB	Globe Newswire	0.98	2026-05-13 07:00:00.999099	0.1135	0.0207	0.8658	0.0928	positive	0.4963	2026-05-13 07:00:18.594003	5640.32	NO:sentiment_score
BUDA	"[""BUDA""]"	nBw5JrRg1a	2026-05-13 07:00:01	Buda Juice Reports First Quarter Fiscal 2026 Financial Results	Business Wire	3.9	2026-05-13 07:00:08.199467	0.197	0.1201	0.6829	0.077	positive	0.0067	2026-05-13 07:00:25.531832	6934.39	NO:sentiment_score
19C	"[""CSTE"", ""19C""]"	nBwc5PN3Za	2026-05-13 07:00:00	Caesarstone Reports First Quarter 2026 Financial Results	Business Wire		2026-05-13 07:00:05.307152	0.0954	0.0961	0.8085	-0.0007	neutral		2026-05-13 07:00:29.592755	12046.98	NO:sentiment_score,Float
CSTE	"[""CSTE"", ""19C""]"	nBwc5PN3Za	2026-05-13 07:00:00	Caesarstone Reports First Quarter 2026 Financial Results	Business Wire	20.49	2026-05-13 07:00:01.013871	0.0954	0.0961	0.8085	-0.0007	neutral	0.1435	2026-05-13 07:00:29.593250	12046.98	NO:sentiment_score
PRTC	"[""PRTC""]"	nBw545mY6a	2026-05-13 07:00:01	PureTech to Showcase Deupirfenidone Program at the American Thoracic Society International Conference	Business Wire	167.3733	2026-05-13 07:00:09.969279	0.2407	0.0159	0.7434	0.2248	positive		2026-05-13 07:00:30.290912	4747.78	NO:sentiment_score,Float
CRBP	"[""CRBP""]"	nGNX9jZmBZ	2026-05-13 07:00:01	Corbus Pharmaceuticals to Participate in Upcoming Investor Conferences	Globe Newswire	16.01	2026-05-13 07:00:17.551030	0.1986	0.0135	0.7879	0.1851	positive	0.0714	2026-05-13 07:00:32.668950	2370.37	NO:sentiment_score
SEER	"[""SEER""]"	nGNX1SN28S	2026-05-13 07:00:01	Seer Files Patent Infringement Lawsuit Against Nanomics	Globe Newswire	29.44	2026-05-13 07:00:17.668897	0.0988	0.5332	0.368	-0.4343	negative	-0.0112	2026-05-13 07:00:34.149712	1479.6	NO:sentiment_score
DOMH	"[""DOMH""]"	nPn9wyg1Qa	2026-05-13 07:00:01	Dominari Q1 Revenue Increases by 395% Over Q1 2025	PR Newswire	4.02	2026-05-13 07:00:12.943884	0.9396	0.0197	0.0407	0.92	positive	0.1447	2026-05-13 07:00:36.003814	6404.18	YES
HSLV	"[""HSLV""]"	nGNX5QwwvV	2026-05-13 07:00:01	Highlander Silver Appoints Poonam Puri to Board of Directors	Globe Newswire	137.65	2026-05-13 07:00:18.604019	0.0887	0.0522	0.8591	0.0366	neutral	0.2929	2026-05-13 07:00:36.922872	2763.91	NO:sentiment_score,Float
SGMT	"[""SGMT""]"	nGNX6Pd983	2026-05-13 07:00:01	Sagimet Biosciences to Participate in the H.C. Wainwright 4th Annual BioConnect Investor Conference at NASDAQ	Globe Newswire	27.11	2026-05-13 07:00:25.601557	0.1743	0.0209	0.8048	0.1534	positive	0.3643	2026-05-13 07:00:37.108995	1101.72	NO:sentiment_score
OIO	"[""OIO""]"	nGNX3j46tc	2026-05-13 07:00:02	OIO Group Enters into Term Sheet for Proposed Strategic Acquisition of German Specialist Automotive Engineering and Production Platform	Globe Newswire	5.62	2026-05-13 07:00:29.747544	0.1725	0.0201	0.8074	0.1524	positive		2026-05-13 07:00:39.931166	2817.38	NO:sentiment_score
KMDA	"[""KMDA""]"	nGNX3Nv1RR	2026-05-13 07:00:02	Kamada Reports First Quarter 2026 Financial Results and Affirms 2026 Annual Guidance; Expecting Significantly Stronger Remainder of the Year	Globe Newswire	31.25	2026-05-13 07:00:29.626352	0.9268	0.0306	0.0426	0.8962	positive	0.3186	2026-05-13 07:00:46.763852	9831.18	YES
UPB	"[""UPB""]"	nGNX7TM24q	2026-05-13 07:00:02	Upstream Bio Reports First Quarter 2026 Financial Results and Recent Business Highlights	Globe Newswire	28.98	2026-05-13 07:00:30.302338	0.0674	0.029	0.9036	0.0384	neutral	0.3255	2026-05-13 07:00:47.821396	7871.26	NO:sentiment_score
FF	"[""FF""]"	nPn6F3jFFa	2026-05-13 07:00:03	First Mining Announces 2026 First Quarter Financial Results and Operating Highlights	PR Newswire	26.13	2026-05-13 07:00:32.679321	0.2625	0.0485	0.689	0.2139	positive	0.0098	2026-05-13 07:00:54.494191	7729.84	NO:sentiment_score
EVTV	"[""EVTV""]"	nPn2L6znTa	2026-05-13 07:00:03	AZIO AI Secures Multi-Megawatt Infrastructure Order to Advance Modular AI Data Center Expansion in South Texas	PR Newswire	11.91	2026-05-13 07:00:36.110274	0.7797	0.0087	0.2115	0.771	positive	0.5639	2026-05-13 07:00:57.417205	2917.93	YES
FCHL	"[""FCHL""]"	nACSrg0C3a	2026-05-13 07:00:04	FCHL SHAREHOLDER ALERT:  Bronstein, Gewirtz and Grossman, LLC Announces that Fitness Champs Holdings Ltd. Shareholders with Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	0.35	2026-05-13 07:00:36.931629	0.1242	0.3188	0.557	-0.1946	negative	-0.1028	2026-05-13 07:00:58.998251	1581.23	NO:sentiment_score
GEMI	"[""GEMI""]"	nACSg0WRka	2026-05-13 07:00:04	GEMI INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Reminds Shareholders of Gemini Space Station, Inc. to Contact the Firm Today!	ACCESSWIRE	38.2	2026-05-13 07:00:37.167742	0.1131	0.0322	0.8546	0.0809	positive	0.1116	2026-05-13 07:01:00.780362	1774.23	NO:sentiment_score
CTW	"[""CTW""]"	nGNXb9Zj94	2026-05-13 07:00:03	CTW Announces Financial Results for First Half of Fiscal 2026	Globe Newswire	2.38	2026-05-13 07:00:34.225210	0.1007	0.0911	0.8082	0.0096	neutral	0.2542	2026-05-13 07:01:02.356596	14531.9	NO:sentiment_score
ATRA	"[""ATRA""]"	nACSJsHfba	2026-05-13 07:00:05	ATRA INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Reminds Stockholders of Atara Biotherapeutics, Inc. to Contact the Firm Today!	ACCESSWIRE	4.86	2026-05-13 07:00:39.939649	0.1344	0.0392	0.8264	0.0952	positive	-0.0525	2026-05-13 07:01:02.601446	1816.69	NO:sentiment_score
YOOV	"[""YOOV""]"	nACSHTYYSa	2026-05-13 07:00:06	CIGL INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Reminds Stockholders of Concorde International Group, Ltd. to Contact the Firm Today! 	ACCESSWIRE	5.91	2026-05-13 07:00:46.915127	0.1516	0.0612	0.7872	0.0903	positive	-0.0786	2026-05-13 07:01:04.181862	1815.63	NO:sentiment_score
PLUR	"[""PLUR""]"	nNFC9w69xf	2026-05-13 07:00:26	Plurilock Announces New Critical Services Contracts Totaling CAD$1.13 Million	Newsfile Corp	6.51	2026-05-13 07:00:54.568820	0.7515	0.0222	0.2262	0.7293	positive	0.8594	2026-05-13 07:01:06.362874	2167.32	YES
XTNT	"[""XTNT""]"	nPn6ggQMHa	2026-05-13 07:00:06	Xtant Medical Reports First Quarter 2026 Financial Results	PR Newswire	117.66	2026-05-13 07:00:47.831645	0.1306	0.1246	0.7448	0.0059	neutral	0.2039	2026-05-13 07:01:09.439231	6835.13	NO:sentiment_score,Float
NXTS	"[""NXTS""]"	nGNXhy916	2026-05-13 07:07:00	Nexentis Technologies Announces Optimization of Hit Molecule at MitoCareX Bio Representing Key Drug Discovery Milestone	Globe Newswire	0.39	2026-05-13 07:07:00.292555	0.728	0.0097	0.2623	0.7184	positive	0.3358	2026-05-13 07:07:02.489884	2289.71	YES
BRAI	"[""BRAI""]"	nPRrD2419a	2026-05-13 07:13:54	REG-BlackRock American Income Trust Plc: Net Asset Value(s)	PR Newswire	17.7	2026-05-13 07:13:54.937188	0.0711	0.0375	0.8914	0.0336	neutral		2026-05-13 07:13:55.155043	298.2	NO:sentiment_score
LOCL	"[""LOCL""]"	nPn8wXWHva	2026-05-13 07:15:00	Local Bounti Announces First Quarter 2026 Financial Results	PR Newswire	22.4	2026-05-13 07:15:00.577058	0.1617	0.1435	0.6948	0.0183	neutral		2026-05-13 07:15:06.313167	5812.35	NO:sentiment_score
PYXS	"[""PYXS""]"	nGNXbWdWMd	2026-05-13 07:30:00	Pyxis Oncology to Participate in Upcoming Investor Conferences	Globe Newswire	48.56	2026-05-13 07:30:00.272581	0.1908	0.0176	0.7917	0.1732	positive	0.1875	2026-05-13 07:30:03.188881	2991.54	NO:sentiment_score
SLAI	"[""SLAI"", ""50C0Y""]"	nPnb1G562a	2026-05-13 07:30:00	SOLAI Begins Official Sale of Solode Neo, Enabling Always-On AI Agents Across Claude Code, OpenAI Codex, and Hermes	PR Newswire	17.78	2026-05-13 07:30:00.672619	0.2014	0.013	0.7856	0.1884	positive	0.0593	2026-05-13 07:30:05.589755	2393.97	NO:sentiment_score
50C0Y	"[""SLAI"", ""50C0Y""]"	nPnb1G562a	2026-05-13 07:30:00	SOLAI Begins Official Sale of Solode Neo, Enabling Always-On AI Agents Across Claude Code, OpenAI Codex, and Hermes	PR Newswire		2026-05-13 07:30:00.676536	0.2014	0.013	0.7856	0.1884	positive		2026-05-13 07:30:05.592056	2393.97	NO:sentiment_score,Float
RENT	"[""RENT""]"	nGNX2skQKR	2026-05-13 07:30:00	Rent the Runway, Inc. Announces CEO Transition	Globe Newswire	7.86	2026-05-13 07:30:00.415256	0.0664	0.1126	0.821	-0.0462	neutral	0.012	2026-05-13 07:30:05.748582	5374.76	NO:sentiment_score
PYPD	"[""PYPD""]"	nGNX7vs0tR	2026-05-13 07:30:00	PolyPid Provides Corporate Update and Reports First Quarter 2026 Financial Results	Globe Newswire	7.76	2026-05-13 07:30:00.828300	0.0723	0.0699	0.8578	0.0024	neutral	0.2172	2026-05-13 07:30:11.687076	6083.85	NO:sentiment_score
ABEO	"[""ABEO""]"	nGNX9ph0wZ	2026-05-13 07:30:01	Abeona Therapeutics® Reports First Quarter 2026 Results and Provides Pipeline Update	Globe Newswire	48.32	2026-05-13 07:30:01.467293	0.0961	0.0212	0.8827	0.075	positive	0.1594	2026-05-13 07:30:12.244995	6513.05	NO:sentiment_score
7P91	"[""NEXN"", ""7P91""]"	nGNX7FwjL3	2026-05-13 07:30:01	Nexxen TV Home Screen Expands with TCL FFALCON and TiVo Ads	Globe Newswire		2026-05-13 07:30:01.481158	0.5649	0.0139	0.4211	0.551	positive		2026-05-13 07:30:14.343214	2647.82	NO:sentiment_score,Float
NEXN	"[""NEXN"", ""7P91""]"	nGNX7FwjL3	2026-05-13 07:30:01	Nexxen TV Home Screen Expands with TCL FFALCON and TiVo Ads	Globe Newswire	32.71	2026-05-13 07:30:01.485138	0.5649	0.0139	0.4211	0.551	positive	0.162	2026-05-13 07:30:14.343731	2647.82	NO:sentiment_score
PTN	"[""PTN""]"	nPnb7PgZDa	2026-05-13 07:30:02	Palatin Reports Fiscal Third Quarter 2026 Financial Results and Provides Business Update	PR Newswire	1.61	2026-05-13 07:30:03.211111	0.0725	0.0251	0.9023	0.0474	neutral	0.0293	2026-05-13 07:30:17.063828	4815.38	NO:sentiment_score
KITT	"[""KITT""]"	nPn2RYlwba	2026-05-13 07:57:00	Nauticus Robotics, Inc. Appoints Chief Revenue Officer as it Expands into New Regions	PR Newswire	4.21	2026-05-13 07:57:00.208232	0.0814	0.0476	0.871	0.0337	neutral		2026-05-13 07:57:02.034012	1897.43	NO:sentiment_score
RY	"[""RY""]"	nWkr2kghK1	2026-05-13 07:57:27	Publication of a Prospectus	Cision	1400.0	2026-05-13 07:57:27.686993	0.0915	0.0803	0.8282	0.0112	neutral		2026-05-13 07:57:28.436196	823.93	NO:sentiment_score,Float
AIRJ	"[""AIRJ""]"	nGNX3zKyfY	2026-05-13 08:00:00	AirJoule Technologies Schedules Release of First Quarter 2026 Results and Conference Call	Globe Newswire	29.17	2026-05-13 08:00:00.468992	0.0498	0.0522	0.898	-0.0024	neutral		2026-05-13 08:00:01.877866	1487.01	NO:sentiment_score
TTEC	"[""TTEC""]"	nGNX8NR0h9	2026-05-13 08:00:00	TTEC Digital Signs Strategic Collaboration Agreement with AWS to Accelerate Amazon Connect Adoption	Globe Newswire	19.94	2026-05-13 08:00:00.582946	0.8435	0.0117	0.1448	0.8318	positive	0.5011	2026-05-13 08:00:03.928971	3433.05	YES
