Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt	Trigger
ANGI	"[""ANGI""]"	nACS16nkma	2026-06-06 10:00:02.694	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Angi Inc. - ANGI	ACCESSWIRE	28.53	NASDAQ	2026-06-06 10:00:02.761598	0.0722	0.0878	0.84	-0.0156	neutral	-0.3378	-0.5005	-0.1914	0.2556	-0.2037	2026-06-06 10:00:03.732643	NO:sentiment_score,excluded_string
ADMA	"[""ADMA""]"	nACSmb9wJa	2026-06-06 10:00:03.036	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of ADMA Biologics, Inc. - ADMA	ACCESSWIRE	225.24	NASDAQ	2026-06-06 10:00:03.076702	0.1088	0.1025	0.7888	0.0063	neutral	-0.4866	-0.5948	-0.2558	0.11	-0.2875	2026-06-06 10:00:04.108550	NO:Float,excluded_string
QIA	"[""QGEN"", ""QIA""]"	nACSVQllda	2026-06-06 10:00:03.171	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Qiagen N.V. - QGEN	ACCESSWIRE		NYSE	2026-06-06 10:00:03.256778	0.0895	0.0831	0.8274	0.0064	neutral	-0.2664	-0.3626	-0.0931	0.11	-0.1118	2026-06-06 10:00:04.693320	NO:Float,excluded_string
QGEN	"[""QGEN"", ""QIA""]"	nACSVQllda	2026-06-06 10:00:03.171	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Qiagen N.V. - QGEN	ACCESSWIRE	204.85	NYSE	2026-06-06 10:00:03.251712	0.0895	0.0831	0.8274	0.0064	neutral	-0.2664	-0.3626	-0.0931	0.11	-0.1118	2026-06-06 10:00:04.694597	NO:Float,excluded_string
TRDA	"[""TRDA""]"	nACSKmpm3a	2026-06-06 10:00:03.560	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Entrada Therapeutics, Inc. - TRDA	ACCESSWIRE	21.97	NASDAQ	2026-06-06 10:00:03.605984	0.1106	0.1409	0.7485	-0.0304	neutral	0.0107	-0.0464	0.019	0.3383	0.0138	2026-06-06 10:00:04.703068	NO:sentiment_score,excluded_string
BP	"[""BP""]"	nACSdcR1la	2026-06-06 10:00:03.722	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of BP p.l.c. - BP	ACCESSWIRE	2570.0	NYSE	2026-06-06 10:00:03.791366	0.1078	0.1101	0.782	-0.0023	neutral	-0.1348	-0.2022	-0.0451	0.0299	-0.0535	2026-06-06 10:00:05.162133	NO:sentiment_score,Float,excluded_string
SNBR	"[""SNBR""]"	nACSZ52wfa	2026-06-06 10:00:03.738	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Sleep Number Corporation - SNBR	ACCESSWIRE	18.58	NASDAQ	2026-06-06 10:00:03.800878	0.0942	0.0692	0.8365	0.025	neutral	-0.2895	-0.43	-0.1316	0.11	-0.1498	2026-06-06 10:00:05.258587	NO:excluded_string
TLSI	"[""TLSI""]"	nACS8HTqka	2026-06-06 10:00:04.055	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of TriSalus Life Sciences Inc. - TLSI	ACCESSWIRE	38.14	NASDAQ	2026-06-06 10:00:04.149634	0.0971	0.096	0.8068	0.0011	neutral	-0.3391	-0.4721	-0.166	0.1116	-0.1968	2026-06-06 10:00:05.604787	NO:excluded_string
INTU	"[""INTU""]"	nACSPjsyba	2026-06-06 10:00:04.069	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Intuit, Inc. - INTU	ACCESSWIRE	267.63	NASDAQ	2026-06-06 10:00:04.143120	0.0858	0.0863	0.8278	-0.0005	neutral	-0.1289	-0.2404	-0.0554	0.1675	-0.0596	2026-06-06 10:00:05.754446	NO:sentiment_score,Float,excluded_string
AARD	"[""AARD""]"	nACSX1J2la	2026-06-06 10:00:06.228	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Aardvark Therapeutics, Inc. - AARD	ACCESSWIRE	12.55	NASDAQ	2026-06-06 10:00:06.255255	0.1263	0.1161	0.7576	0.0102	neutral	-0.1588	-0.2821	-0.0755	0.1336	-0.0907	2026-06-06 10:00:06.684592	NO:excluded_string
BRCB	"[""BRCB""]"	nACSzZ9bga	2026-06-06 10:00:09.178	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Black Rock Coffee Bar, Inc. - BRCB	ACCESSWIRE	20.99	NASDAQ	2026-06-06 10:00:09.192904	0.1238	0.1171	0.7591	0.0067	neutral	-0.1921	-0.3018	-0.0677	0.11	-0.0772	2026-06-06 10:00:09.505027	NO:excluded_string
FSK	"[""FSK""]"	nNFC6PjhtY	2026-06-06 10:59:11.414	FSK SHAREHOLDER NOTICE: Faruqi & Faruqi, LLP Reminds FS KKR Capital (FSK) Investors of Securities Class Action Deadline on July 3, 2026	Newsfile Corp	279.18	NYSE	2026-06-06 10:59:11.441909	0.1382	0.1453	0.7165	-0.0071	neutral	-0.2969	-0.4169	-0.2798	0.7035	-0.1639	2026-06-06 10:59:12.114661	NO:sentiment_score,Float
PHR	"[""PHR""]"	nACS9WC2wa	2026-06-06 11:00:06.847	Pomerantz LLP Informs Shareholders of Class Action Against Phreesia, Inc.  – PHR	ACCESSWIRE	48.96	NYSE	2026-06-06 11:00:06.869600	0.0977	0.1195	0.7828	-0.0218	neutral	-0.3544	-0.4256	-0.1297	0.0035	-0.1438	2026-06-06 11:00:07.187938	NO:sentiment_score,excluded_string
FCHL	"[""FCHL""]"	nACSND1Nba	2026-06-06 11:00:07.635	Pomerantz LLP Shares Class Action Details With Investors in Fitness Champs Holdings Ltd.  – FCHL	ACCESSWIRE	0.4	NASDAQ	2026-06-06 11:00:07.654437	0.1035	0.0595	0.837	0.044	neutral	-0.1939	-0.2325	-0.0616	0.11	-0.0748	2026-06-06 11:00:07.981731	NO:excluded_string
SES	"[""SES""]"	nACSNgg4ba	2026-06-06 11:00:08.210	Pomerantz LLP Issues Alert Regarding Shareholder Class Action Involving SES AI Corporation  – SES	ACCESSWIRE	235.77	NYSE	2026-06-06 11:00:08.256142	0.1587	0.2774	0.5639	-0.1187	negative	-0.2536	-0.3617	-0.1366	0.0551	-0.1107	2026-06-06 11:00:08.931038	NO:sentiment_score,Float,excluded_string
LKQ	"[""LKQ""]"	nACSKQG9la	2026-06-06 11:00:08.207	Pomerantz LLP Reminds Shareholders with Losses on their Investment in LKQ Corporation  – LKQ	ACCESSWIRE	253.12	NASDAQ	2026-06-06 11:00:08.249816	0.071	0.8384	0.0906	-0.7674	negative	-0.6419	-0.734	-0.4707	0.0668	-0.2808	2026-06-06 11:00:09.009804	NO:sentiment_score,Float,excluded_string
STLAM	"[""STLA"", ""STLAM""]"	nACS2h7BMa	2026-06-06 11:00:08.450	Pomerantz LLP Notifies Shareholders of Lawsuit Filed Against Stellantis N.V.  – STLA	ACCESSWIRE		NYSE	2026-06-06 11:00:08.484849	0.1089	0.2934	0.5977	-0.1845	negative	0.11	0.0595	0.0497	0.11	0.0452	2026-06-06 11:00:09.683455	NO:sentiment_score,Float,excluded_string
STLA	"[""STLA"", ""STLAM""]"	nACS2h7BMa	2026-06-06 11:00:08.450	Pomerantz LLP Notifies Shareholders of Lawsuit Filed Against Stellantis N.V.  – STLA	ACCESSWIRE	2020.0	NYSE	2026-06-06 11:00:08.481942	0.1089	0.2934	0.5977	-0.1845	negative	-0.2034	-0.2582	-0.0731	0.1147	-0.0823	2026-06-06 11:00:09.683558	NO:sentiment_score,Float,excluded_string
GPK	"[""GPK""]"	nACSjsM1Qa	2026-06-06 11:00:08.514	Pomerantz LLP Files Class Action Against Graphic Packaging Holding Company  – GPK	ACCESSWIRE	291.25	NYSE	2026-06-06 11:00:08.557951	0.1252	0.3395	0.5352	-0.2143	negative	-0.2627	-0.3055	-0.1265	0.5844	-0.0233	2026-06-06 11:00:10.082487	NO:sentiment_score,Float,excluded_string
ADMA	"[""ADMA""]"	nACStTrKra	2026-06-06 12:40:01.291	ROSEN, TRUSTED INVESTOR COUNSEL, Encourages ADMA Biologics, Inc. Investors to Inquire About Securities Class Action Investigation - ADMA	ACCESSWIRE	225.24	NASDAQ	2026-06-06 12:40:01.311966	0.1444	0.054	0.8017	0.0904	positive	-0.0	-0.1202	0.0128	0.539	-0.0604	2026-06-06 12:40:01.655884	NO:Float,excluded_string
PHR	"[""PHR""]"	nNFCbXcBJS	2026-06-06 13:17:13.829	ROSEN, RECOGNIZED INVESTOR COUNSEL, Encourages Phreesia, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action - PHR	Newsfile Corp	48.96	NYSE	2026-06-06 13:17:13.855243	0.1901	0.0571	0.7528	0.133	positive	0.2128	0.2637	0.1495	0.539	0.1026	2026-06-06 13:17:14.214947	NO:excluded_string
FSK	"[""FSK""]"	nNFC2bQzwh	2026-06-06 13:30:13.076	FSK INVESTOR NOTICE: FS KKR Capital Corp. Investors with Substantial Losses Have Opportunity to Lead Investor Class Action Lawsuit	Newsfile Corp	279.18	NYSE	2026-06-06 13:30:13.091120	0.1446	0.0586	0.7968	0.0859	positive	-0.4259	-0.444	-0.2893	0.643	-0.243	2026-06-06 13:30:13.630340	NO:Float
LLY	"[""LLY""]"	nPn4wDtj2a	2026-06-06 14:30:00.917	Lilly's triple agonist, retatrutide, drove substantial improvements in weight, A1C, knee osteoarthritis pain, and obstructive sleep apnea, demonstrating its remarkable potential to treat obesity and its complications	PR Newswire	847.2	NYSE	2026-06-06 14:30:00.974935	0.8844	0.016	0.0995	0.8684	positive	0.3387	0.3751	0.3387	0.8149	0.3045	2026-06-06 14:30:02.345174	NO:Float
DXCM	"[""DXCM""]"	nBw53r567a	2026-06-06 14:45:00.542	Dexcom CONNECT Study: The Most Significant Clinical Study Demonstrating CGM Benefits for People with Type 2 Diabetes Not Using Insulin	Business Wire	379.13	NASDAQ	2026-06-06 14:45:00.559399	0.5092	0.0124	0.4784	0.4967	positive	0.269	0.2668	0.2576	0.7223	0.338	2026-06-06 14:45:01.044868	NO:Float
GPK	"[""GPK""]"	nGNX9J2wW4	2026-06-06 15:00:00.234	ROSEN, NATIONAL INVESTOR COUNSEL, Encourages Graphic Packaging Holding Company Investors to Secure Counsel Before Important Deadline in Securities Class Action – GPK	Globe Newswire	291.25	NYSE	2026-06-06 15:00:00.253248	0.233	0.0269	0.7401	0.2061	positive	0.2166	0.2622	0.1426	0.5323	0.0923	2026-06-06 15:00:00.616484	NO:Float,excluded_string
SES	"[""SES""]"	nBw2GKzD8a	2026-06-06 15:03:00.385	SES AI Corporation Class Action Reminder - Robbins LLP Encourages SES Investors to Contact the Firm for Information About Their Rights	Business Wire	235.77	NYSE	2026-06-06 15:03:00.404571	0.2015	0.0248	0.7737	0.1767	positive	-0.1109	-0.2147	-0.0555	0.2186	-0.0709	2026-06-06 15:03:00.869071	NO:Float,excluded_string
SENS	"[""SENS""]"	nGNX3zhFG9	2026-06-06 17:00:00.412	Real-World Evidence of Eversense 365 Presented at ADA Demonstrating Strong Performance and Patient Impact in Both Open and Closed Loop Systems	Globe Newswire	45.85	NASDAQ	2026-06-06 17:00:00.445243	0.821	0.0102	0.1688	0.8108	positive	0.5834	0.6721	0.5584	0.8279	0.5014	2026-06-06 17:00:01.354646	YES
SES	"[""SES""]"	nACSXDD9ga	2026-06-06 18:00:00.670	Pomerantz LLP Issues Alert Regarding Shareholder Class Action Involving SES AI Corporation  – SES	ACCESSWIRE	235.77	NYSE	2026-06-06 18:00:00.689265	0.1587	0.2774	0.5639	-0.1187	negative	-0.2536	-0.3617	-0.1366	0.0551	-0.1107	2026-06-06 18:00:01.288000	NO:sentiment_score,Float,excluded_string
FCHL	"[""FCHL""]"	nACSqV96La	2026-06-06 18:00:00.853	Class Action Reminder from Pomerantz LLP for Shareholders of Fitness Champs Holdings Ltd.  – FCHL	ACCESSWIRE	0.4	NASDAQ	2026-06-06 18:00:00.874874	0.1915	0.1275	0.681	0.064	positive	-0.1939	-0.2325	-0.0616	0.11	-0.0748	2026-06-06 18:00:01.663251	NO:excluded_string
LKQ	"[""LKQ""]"	nACS883YBa	2026-06-06 18:00:01.403	Class Action Lawsuit Reminder from Pomerantz LLP for Shareholders of LKQ Corporation  – LKQ	ACCESSWIRE	253.12	NASDAQ	2026-06-06 18:00:01.450102	0.2342	0.1995	0.5663	0.0347	neutral	-0.6419	-0.734	-0.4707	0.0668	-0.2808	2026-06-06 18:00:02.437356	NO:Float,excluded_string
FSK	"[""FSK""]"	nACS8StCqa	2026-06-06 18:00:02.215	Pomerantz LLP Informs Shareholders of Class Action Against FS KKR Capital Corp.  – FSK	ACCESSWIRE	279.18	NYSE	2026-06-06 18:00:02.324886	0.0856	0.176	0.7385	-0.0904	negative	-0.3397	-0.3937	-0.2243	0.6244	-0.1959	2026-06-06 18:00:03.607892	NO:sentiment_score,Float,excluded_string
GPK	"[""GPK""]"	nACSbDjzQa	2026-06-06 18:00:02.315	Pomerantz LLP Pursues Class Action Lawsuit Against Graphic Packaging Holding Company  – GPK	ACCESSWIRE	291.25	NYSE	2026-06-06 18:00:02.415457	0.1686	0.2648	0.5667	-0.0962	negative	-0.2433	-0.2761	-0.1159	0.6554	-0.0163	2026-06-06 18:00:04.547066	NO:sentiment_score,Float,excluded_string
PHR	"[""PHR""]"	nACS4J7wta	2026-06-06 18:00:02.368	Pomerantz LLP Notifies Investors of Class Action Against Phreesia, Inc.  – PHR	ACCESSWIRE	48.96	NYSE	2026-06-06 18:00:02.468650	0.1115	0.1044	0.7841	0.0071	neutral	-0.3544	-0.4256	-0.1297	0.0035	-0.1438	2026-06-06 18:00:04.725813	NO:excluded_string
STLA	"[""STLA"", ""STLAM""]"	nACSbfQF5a	2026-06-06 18:00:03.846	Pomerantz LLP Reminds Investors with Losses on their Investment in Stellantis N.V.  of Class Action Lawsuit – STLA	ACCESSWIRE	2020.0	NYSE	2026-06-06 18:00:03.971155	0.2716	0.5988	0.1297	-0.3272	negative	-0.2034	-0.2582	-0.0731	0.1147	-0.0823	2026-06-06 18:00:05.367557	NO:sentiment_score,Float,excluded_string
STLAM	"[""STLA"", ""STLAM""]"	nACSbfQF5a	2026-06-06 18:00:03.846	Pomerantz LLP Reminds Investors with Losses on their Investment in Stellantis N.V.  of Class Action Lawsuit – STLA	ACCESSWIRE		NYSE	2026-06-06 18:00:03.969797	0.2716	0.5988	0.1297	-0.3272	negative	0.11	0.0595	0.0497	0.11	0.0452	2026-06-06 18:00:05.367718	NO:sentiment_score,Float,excluded_string
FSK	"[""FSK""]"	nGNXc8Fb8C	2026-06-06 18:09:00.230	ROSEN, A LEADING INVESTOR RIGHTS LAW FIRM, Encourages FS KKR Capital Corp. Investors to Secure Counsel Before Important Deadline in Securities Class Action – FSK	Globe Newswire	279.18	NYSE	2026-06-06 18:09:00.252198	0.3363	0.0535	0.6103	0.2828	positive	0.2218	0.2632	0.1442	0.5323	0.0944	2026-06-06 18:09:00.639010	NO:Float,excluded_string
DUK	"[""DUK""]"	nPn6FZbvDa	2026-06-06 19:05:59.681	Duke Energy offers tips to save energy and money as temperatures rise in the Carolinas	PR Newswire	778.54	NYSE	2026-06-06 19:05:59.709271	0.2475	0.022	0.7305	0.2254	positive	0.1831	0.2161	0.1618	0.4563	0.1657	2026-06-06 19:06:00.065463	NO:Float
STLA	"[""STLA"", ""STLAM""]"	nACSxnYJWa	2026-06-06 19:11:00.888	STLA DEADLINE ALERT: ROSEN, A GLOBAL AND LEADING LAW FIRM, Encourages Stellantis N.V. Investors with Losses in Excess of $100K to Secure Counsel Before Important June 8 Deadline in Securities Class Action - STLA	ACCESSWIRE	2020.0	NYSE	2026-06-06 19:11:00.920171	0.5142	0.0684	0.4173	0.4458	positive	0.2347	0.2706	0.1525	0.539	0.1052	2026-06-06 19:11:01.441002	NO:Float,excluded_string
STLAM	"[""STLA"", ""STLAM""]"	nACSxnYJWa	2026-06-06 19:11:00.888	STLA DEADLINE ALERT: ROSEN, A GLOBAL AND LEADING LAW FIRM, Encourages Stellantis N.V. Investors with Losses in Excess of $100K to Secure Counsel Before Important June 8 Deadline in Securities Class Action - STLA	ACCESSWIRE		NYSE	2026-06-06 19:11:00.919829	0.5142	0.0684	0.4173	0.4458	positive	0.2314	0.281	0.1591	0.539	0.1022	2026-06-06 19:11:01.441129	NO:Float,excluded_string
FSK	"[""FSK""]"	nACShsHj0a	2026-06-06 20:00:00.782	ROSEN, TRUSTED INVESTOR COUNSEL, Encourages FS KKR Capital Corp. Investors to Secure Counsel Before Important Deadline in Securities Class Action - FSK	ACCESSWIRE	279.18	NYSE	2026-06-06 20:00:00.808237	0.1721	0.0413	0.7866	0.1308	positive	0.2243	0.2647	0.1436	0.539	0.0907	2026-06-06 20:00:01.106254	NO:Float,excluded_string
GPK	"[""GPK""]"	nNFC99m6Tn	2026-06-06 22:43:12.793	ROSEN, NATIONAL INVESTOR COUNSEL, Encourages Graphic Packaging Holding Company Investors to Secure Counsel Before Important Deadline in Securities Class Action - GPK	Newsfile Corp	291.25	NYSE	2026-06-06 22:43:12.822994	0.1714	0.0208	0.8078	0.1505	positive	0.2184	0.264	0.1459	0.539	0.0968	2026-06-06 22:43:13.156448	NO:Float,excluded_string
STLA	"[""STLA"", ""STLAM""]"	nNFC1ZqhV7	2026-06-06 23:19:12.908	STLA DEADLINE MONDAY: ROSEN, NATIONAL TRIAL LAWYERS, Encourages Stellantis N.V. Investors with Losses in Excess of $100K to Secure Counsel Before Important June 8 Deadline in Securities Class Action - STLA	Newsfile Corp	2020.0	NYSE	2026-06-06 23:19:12.936072	0.5513	0.0634	0.3853	0.4879	positive	0.2347	0.271	0.156	0.539	0.1128	2026-06-06 23:19:13.523271	NO:Float,excluded_string
STLAM	"[""STLA"", ""STLAM""]"	nNFC1ZqhV7	2026-06-06 23:19:12.908	STLA DEADLINE MONDAY: ROSEN, NATIONAL TRIAL LAWYERS, Encourages Stellantis N.V. Investors with Losses in Excess of $100K to Secure Counsel Before Important June 8 Deadline in Securities Class Action - STLA	Newsfile Corp		NYSE	2026-06-06 23:19:12.935650	0.5513	0.0634	0.3853	0.4879	positive	0.2314	0.2814	0.1622	0.539	0.1101	2026-06-06 23:19:13.523869	NO:Float,excluded_string
