Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt	Trigger
BRAI	"[""BRAI""]"	nPRr82322a	2026-06-08 02:00:17.628	REG-BlackRock American Income Trust Plc: Total Voting Rights	PR Newswire	53.1	LSE	2026-06-08 02:00:17.640060	0.0747	0.0127	0.9126	0.062	positive	0.0	0.0547	0.0512	0.0686	0.0549	2026-06-08 02:00:17.813214	YES
FSK	"[""FSK""]"	nPndZtYLa	2026-06-08 02:16:00.302	FS KKR Capital Corp. Sued for Securities Law Violations - Contact the DJS Law Group to Discuss Your Rights - FSK	PR Newswire	279.18	NYSE	2026-06-08 02:16:00.319824	0.1538	0.0971	0.7491	0.0567	positive	-0.2011	-0.2868	-0.0863	0.1829	-0.1112	2026-06-08 02:16:00.708121	NO:Float
GPK	"[""GPK""]"	nPn1wpKWba	2026-06-08 02:17:00.224	GPK Investors Have Opportunity to Lead Graphic Packaging Holding Company Securities Fraud Lawsuit with the Schall Law Firm	PR Newswire	291.25	NYSE	2026-06-08 02:17:00.240301	0.26	0.0514	0.6885	0.2086	positive	-0.2521	-0.2876	-0.124	-0.1172	-0.0988	2026-06-08 02:17:00.686866	NO:Float,excluded_string
PHR	"[""PHR""]"	nPn4C2BDja	2026-06-08 02:24:00.291	Phreesia, Inc. Sued for Securities Law Violations - Contact the DJS Law Group to Discuss Your Rights - PHR	PR Newswire	48.96	NYSE	2026-06-08 02:24:00.307810	0.1225	0.0861	0.7914	0.0364	neutral	0.0694	0.1277	0.0479	0.5032	0.0295	2026-06-08 02:24:00.717358	YES
ZTS	"[""ZTS""]"	nPn83GfFVa	2026-06-08 02:35:00.267	Zoetis Inc. Sued for Securities Law Violations - Contact the DJS Law Group to Discuss Your Rights - ZTS	PR Newswire	416.84	NYSE	2026-06-08 02:35:00.282246	0.1201	0.0505	0.8294	0.0697	positive	-0.0173	-0.0417	0.0004	0.2025	-0.0201	2026-06-08 02:35:00.668010	NO:Float
ON	"[""ON""]"	nGNX2jMjzR	2026-06-08 03:00:00.293	onsemi Introduces Industry-First Elite Pairing Studio to Simplify Power Design	Globe Newswire	389.43	NASDAQ	2026-06-08 03:00:00.319132	0.2185	0.0112	0.7703	0.2074	positive	0.2866	0.3418	0.2526	0.582	0.2483	2026-06-08 03:00:00.862036	NO:Float
PHR	"[""PHR""]"	nPn8q8VGya	2026-06-08 03:50:00.419	PHR Investors Have Opportunity to Lead Phreesia, Inc. Securities Fraud Lawsuit with the Schall Law Firm	PR Newswire	49.77	NYSE	2026-06-08 03:50:00.435474	0.182	0.0412	0.7768	0.1408	positive	-0.1354	-0.0826	-0.0543	0.241	-0.0467	2026-06-08 03:50:00.844495	NO:excluded_string
BKNG	"[""BKNG""]"	nPNA0nGxJa	2026-06-08 03:51:00.253	Agoda reveals Top 5 local getaways Malaysian families are searching for this school holiday season	PR Newswire	773.17	NASDAQ	2026-06-08 03:51:00.273533	0.145	0.0604	0.7945	0.0846	positive	0.5249	0.6431	0.4712	0.894	0.43	2026-06-08 03:51:00.787682	NO:Float
MDLN	"[""MDLN""]"	nPre3zzP2a	2026-06-08 04:00:27.760	Medline Expands Manufacturing Footprint in Slovakia to Support Long-Term Growth in Europe	PR Newswire	525.29	NASDAQ	2026-06-08 04:00:27.783511	0.9107	0.009	0.0802	0.9017	positive	0.6835	0.7364	0.577	0.8652	0.6461	2026-06-08 04:00:28.155387	NO:Float
IBM	"[""IBM""]"	nPreTW5yga	2026-06-08 04:00:31.570	IBM launches new AI learning pathway to upskill workforces at scale	PR Newswire	938.93	NYSE	2026-06-08 04:00:31.596063	0.3625	0.0165	0.6209	0.346	positive	0.5258	0.5922	0.5032	0.7791	0.5359	2026-06-08 04:00:32.254336	NO:Float
AMD	"[""AMD""]"	nGNX65Hl9F	2026-06-08 04:30:00.536	AMD Commits up to £2 Billion to Accelerate AI Innovation and Research in the United Kingdom	Globe Newswire	1620.0	NASDAQ	2026-06-08 04:30:00.562938	0.7421	0.0098	0.2482	0.7323	positive	0.5194	0.5974	0.5194	0.7566	0.4638	2026-06-08 04:30:01.152481	NO:Float
STLAM	"[""STLA"", ""STLAM""]"	nNFC9rvDXg	2026-06-08 04:50:10.961	INVESTOR DEADLINE: Stellantis N.V. (STLA) Investors with Substantial Losses Have Opportunity to Lead Investor Class Action Lawsuit	Newsfile Corp		NYSE	2026-06-08 04:50:10.987455	0.1701	0.0441	0.7859	0.126	positive	0.3254	0.3739	0.2553	0.4819	0.2617	2026-06-08 04:50:11.584042	NO:Float
STLA	"[""STLA"", ""STLAM""]"	nNFC9rvDXg	2026-06-08 04:50:10.961	INVESTOR DEADLINE: Stellantis N.V. (STLA) Investors with Substantial Losses Have Opportunity to Lead Investor Class Action Lawsuit	Newsfile Corp	2020.0	NYSE	2026-06-08 04:50:10.986221	0.1701	0.0441	0.7859	0.126	positive	0.0652	-0.0103	0.0535	0.4819	-0.0124	2026-06-08 04:50:11.584179	NO:Float
YRD	"[""YRD""]"	nPn7qlG3pa	2026-06-08 05:00:03.314	Yiren Digital Announces Increase in Beneficial Ownership by Mr. Ning Tang Following Controlling Shareholder Restructuring	PR Newswire	31.1984	NYSE	2026-06-08 05:00:03.335104	0.2143	0.0146	0.7711	0.1996	positive	0.204	0.2808	0.1234	0.7011	0.1893	2026-06-08 05:00:03.927677	YES
SHEL	"[""SHEL""]"	nGNE5dJBvV	2026-06-08 05:05:43.380	REG-Transaction in Own Shares	Globe Newswire	2790.0	LSE	2026-06-08 05:05:43.397295	0.0526	0.0227	0.9248	0.0299	neutral	0.076	0.0596	0.0528	0.0833	0.0538	2026-06-08 05:05:43.740822	NO:Float
HLN	"[""HLN""]"	nBw9TGgrPa	2026-06-08 05:11:00.458	Haleon Invests in India to Deliver Better Everyday Health to Rural Communities	Business Wire	4420.0	LSE	2026-06-08 05:11:00.491787	0.4923	0.0208	0.4869	0.4716	positive	0.446	0.5197	0.4257	0.8106	0.5159	2026-06-08 05:11:01.236242	NO:Float
PONY	"[""PONY""]"	nPn8xkcNja	2026-06-08 05:13:11.854	Pony AI Inc. Announces Results of the Annual General Meeting	PR Newswire	284.61	NASDAQ	2026-06-08 05:13:11.883544	0.07	0.0445	0.8854	0.0255	neutral	0.353	0.288	0.1168	0.4685	0.1381	2026-06-08 05:13:12.290607	NO:Float
GENK	"[""GENK""]"	nGNX4bMplV	2026-06-08 05:29:00.335	GEN Restaurant Group Secures Retail Placement at Save Mart Supermarkets with Six SKU Launch	Globe Newswire	4.82	NASDAQ	2026-06-08 05:29:00.363126	0.7779	0.0152	0.2068	0.7627	positive	0.3043	0.4084	0.2025	0.7126	0.2738	2026-06-08 05:29:01.176059	YES
DLTH	"[""DLTH""]"	nGNX19QB4m	2026-06-08 05:45:00.845	Duluth Holdings Inc. Announces First Quarter 2026 Financial Results	Globe Newswire	13.36	NASDAQ	2026-06-08 05:45:00.882393	0.0942	0.1463	0.7596	-0.0521	negative	0.1414	0.134	0.1283	0.9273	0.0492	2026-06-08 05:45:01.821087	NO:sentiment_score
EGG	"[""EGG""]"	nGNX80xytJ	2026-06-08 06:00:00.609	Enigmatig Limited Issues Statement on Recent Share Trading Activity	Globe Newswire	8.26	NYSE AMERICAN	2026-06-08 06:00:00.623480	0.0949	0.0713	0.8339	0.0236	neutral	0.1937	0.227	0.136	0.4253	0.134	2026-06-08 06:00:01.399713	YES
LXEH	"[""LXEH""]"	nGNX8fzqd1	2026-06-08 06:00:00.919	Lixiang Education Regains Compliance with Nasdaq Minimum Market Value of Publicly Held Shares Requirement	Globe Newswire	1749.0353	NASDAQ	2026-06-08 06:00:00.968041	0.8806	0.0257	0.0937	0.8549	positive	0.092	0.0907	0.051	0.2957	0.0416	2026-06-08 06:00:02.569839	NO:Float
XXI	"[""XXI""]"	nBw8g4JMVa	2026-06-08 06:00:00.925	Twenty One Capital Appoints Independent Director to Board	Business Wire	255.93	NYSE	2026-06-08 06:00:00.964544	0.0568	0.0283	0.9148	0.0285	neutral	0.1438	0.2126	0.1064	0.5574	0.0778	2026-06-08 06:00:03.321943	NO:Float
80QY	"[""YALA"", ""80QY""]"	nPn2c08JWa	2026-06-08 06:00:01.181	Yalla Group Concludes Landmark Participation in Saudi eLeague 2026	PR Newswire		NYSE	2026-06-08 06:00:01.282534	0.4075	0.0795	0.5131	0.328	positive	0.4671	0.577	0.4377	0.7978	0.4727	2026-06-08 06:00:04.406081	NO:Float
YALA	"[""YALA"", ""80QY""]"	nPn2c08JWa	2026-06-08 06:00:01.181	Yalla Group Concludes Landmark Participation in Saudi eLeague 2026	PR Newswire	47.999	NYSE	2026-06-08 06:00:01.266646	0.4075	0.0795	0.5131	0.328	positive	0.476	0.6054	0.4551	0.8475	0.4879	2026-06-08 06:00:04.406184	YES
MUX	"[""MUX""]"	nGNX5jVpkF	2026-06-08 06:00:02.911	Pre-Feasibility Study for Grey Fox at Fox Complex — High Returns, Manageable Capital, Mine Life Extended to 2041	Globe Newswire	51.12	TSX	2026-06-08 06:00:02.970347	0.6925	0.0163	0.2913	0.6762	positive	0.2996	0.4331	0.2876	0.8156	0.4015	2026-06-08 06:00:04.967348	YES
HON	"[""HON""]"	nPn5yhgyFa	2026-06-08 06:00:03.079	HONEYWELL REAFFIRMS 2026 OUTLOOK AHEAD OF HONEYWELL AEROSPACE SPIN-OFF; INITIATES 2026 OUTLOOK FOR HONEYWELL TECHNOLOGIES	PR Newswire	632.99	NASDAQ	2026-06-08 06:00:03.152499	0.3566	0.017	0.6264	0.3396	positive	0.4017	0.6012	0.2883	0.8737	0.2554	2026-06-08 06:00:05.965648	NO:Float
GMHS	"[""GMHS""]"	nPn6lVGSja	2026-06-08 06:00:05.715	Gamehaus Holdings Inc. Announces Unaudited Financial Results for the Third Quarter of Fiscal 2026 Ended March 31, 2026	PR Newswire	9.76	NASDAQ	2026-06-08 06:00:05.793528	0.072	0.1389	0.7891	-0.0669	negative	0.1648	0.1204	0.1106	0.863	0.0231	2026-06-08 06:00:06.771043	NO:sentiment_score
OSTX	"[""OSTX""]"	nNFCZF9Xt	2026-06-08 06:00:12.198	OS Therapies Achieves Global Regulatory Alignment on Design of Phase 3 Trial of OST-HER2 in Fully Resected, Pulmonary Metastatic Osteosarcoma	Newsfile Corp	33.65	NYSE AMERICAN	2026-06-08 06:00:12.226852	0.8758	0.0131	0.1111	0.8626	positive	0.466	0.5546	0.4284	0.8026	0.4746	2026-06-08 06:00:13.186704	YES
HPQ	"[""HPQ""]"	nGNX2RvF28	2026-06-08 06:13:03.298	HP Recognized as a Leader in the 2026 Gartner® Magic Quadrant™ for Digital Employee Experience (DEX) Management Tools	Globe Newswire	912.16	NYSE	2026-06-08 06:13:03.328292	0.8699	0.0137	0.1164	0.8562	positive	0.4774	0.6049	0.4341	0.8528	0.44	2026-06-08 06:13:03.865874	NO:Float
SOAR	"[""SOAR""]"	nBw5jJ024a	2026-06-08 06:15:00.382	Volato Group Announces $2.2 Million Strategic Investment and AI Infrastructure Acquisition Focus	Business Wire	27.51	NYSE AMERICAN	2026-06-08 06:15:00.397671	0.1369	0.0295	0.8335	0.1074	positive	0.589	0.6847	0.5613	0.824	0.5482	2026-06-08 06:15:01.001786	YES
INTU	"[""INTU""]"	nGNX42j77H	2026-06-08 06:17:00.424	$INTU Securities Notice: BFA Law Notifies Intuit Investors of the Pending Securities Fraud Investigation to Recover Losses – Act Now if You Lost Money	Globe Newswire	267.63	NASDAQ	2026-06-08 06:17:00.448451	0.2065	0.0499	0.7437	0.1566	positive	-0.2491	-0.3094	-0.1409	0.5879	-0.1885	2026-06-08 06:17:01.041853	NO:Float
MAX	"[""MAX""]"	nGNXYWL6F	2026-06-08 06:17:00.585	$MAX Securities Notice: BFA Law Notifies MediaAlpha Shareholders the Pending Investigation into the FTC Settlement and Alleged Deceptive Advertising	Globe Newswire	28.6	NYSE	2026-06-08 06:17:00.608785	0.1341	0.078	0.7879	0.0561	positive	-0.0358	-0.0494	-0.0162	0.3267	-0.0561	2026-06-08 06:17:01.390593	YES
SMID	"[""SMID""]"	nBw7WtrgTa	2026-06-08 06:22:00.200	REG-First Trust Global Funds PLC Net Asset Value(s)	Business Wire	4.57	LSE	2026-06-08 06:22:00.219782	0.0738	0.0729	0.8534	0.0009	neutral	0.7561	0.4768	0.1873	0.2936	0.188	2026-06-08 06:22:00.301597	YES
LEGT	"[""LEGT""]"	nPn80MvPNa	2026-06-08 06:26:42.321	Einride and Scan Sverige Partner to Electrify Refrigerated Freight	PR Newswire	18.46	NYSE AMERICAN	2026-06-08 06:26:42.348398	0.3173	0.0119	0.6709	0.3054	positive	0.4925	0.5958	0.4704	0.8236	0.4143	2026-06-08 06:26:43.066818	YES
IPM	"[""IPM""]"	nACSbgkX4a	2026-06-08 06:30:00.774	"Intelligent Protection Management Corp. to Participate in ""Architecting Tomorrow: The AI Data Center Summit"" Presented by Maxim Group LLC on Thursday, June 11th at 10:30 a.m. ET"	ACCESSWIRE	5.75	NASDAQ	2026-06-08 06:30:00.805601	0.1314	0.0284	0.8402	0.103	positive	0.0965	0.0851	0.0715	0.1489	0.0736	2026-06-08 06:30:02.027897	YES
2IS	"[""TT"", ""2IS""]"	nBw1RxhyHa	2026-06-08 06:30:00.646	Trane Technologies Scales Sustainability Through Climate Innovation, Circularity and Workforce Development	Business Wire		NYSE	2026-06-08 06:30:00.674379	0.1898	0.0131	0.7971	0.1767	positive	0.6333	0.7262	0.5729	0.9136	0.6106	2026-06-08 06:30:03.016936	NO:Float
TT	"[""TT"", ""2IS""]"	nBw1RxhyHa	2026-06-08 06:30:00.646	Trane Technologies Scales Sustainability Through Climate Innovation, Circularity and Workforce Development	Business Wire	220.47	NYSE	2026-06-08 06:30:00.673027	0.1898	0.0131	0.7971	0.1767	positive	0.6137	0.7142	0.5583	0.9136	0.5743	2026-06-08 06:30:03.017067	NO:Float
ZDGE	"[""ZDGE""]"	nACS4Xkdsa	2026-06-08 06:30:00.923	Zedge Provides Shareholder Update on Capital Return Initiatives	ACCESSWIRE	10.29	NYSE AMERICAN	2026-06-08 06:30:00.943980	0.0938	0.0256	0.8805	0.0682	positive	0.4536	0.5223	0.2897	0.789	0.3935	2026-06-08 06:30:03.673822	YES
ARTV	"[""ARTV""]"	nGNX73zL7h	2026-06-08 06:30:02.044	Artiva Biotherapeutics Highlights AlloNK® Data Presented at EULAR 2026, FDA RMAT Designation in Refractory Rheumatoid Arthritis and Webcast Today	Globe Newswire	15.5	NASDAQ	2026-06-08 06:30:02.097739	0.1962	0.0193	0.7846	0.1769	positive	0.5949	0.6629	0.5647	0.8483	0.524	2026-06-08 06:30:04.999974	YES
BURU	"[""BURU""]"	nBw5q1Xsba	2026-06-08 06:30:02.047	NUBURU Files Golden Power Notification for Majority Acquisition of Tekne, Launching Formal Review by the Italian Government	Business Wire	177.86	NYSE AMERICAN	2026-06-08 06:30:02.132314	0.1517	0.0468	0.8015	0.1049	positive	0.3941	0.4909	0.2927	0.7802	0.2501	2026-06-08 06:30:05.691233	NO:Float
AERT	"[""AERT""]"	nGNXTdKm8	2026-06-08 06:30:03.459	Aeries Technology Reports Fiscal Year 2026 Results	Globe Newswire	12.7	NASDAQ	2026-06-08 06:30:03.501386	0.0693	0.0391	0.8917	0.0302	neutral	0.5515	0.6183	0.4931	0.9046	0.324	2026-06-08 06:30:06.636022	YES
GLDG	"[""GLDG"", ""GOLD""]"	nPn7Dpq4Za	2026-06-08 06:30:04.595	GoldMining Files PEA Technical Report for its La Mina Project, Colombia - Highlighting $1.0 Billion After-Tax NPV and 32% IRR	PR Newswire	203.28	NYSE AMERICAN	2026-06-08 06:30:04.673060	0.4176	0.0773	0.5051	0.3403	positive	0.3494	0.4879	0.2752	0.8459	0.2179	2026-06-08 06:30:07.142818	NO:Float
GOLD	"[""GLDG"", ""GOLD""]"	nPn7Dpq4Za	2026-06-08 06:30:04.595	GoldMining Files PEA Technical Report for its La Mina Project, Colombia - Highlighting $1.0 Billion After-Tax NPV and 32% IRR	PR Newswire	18.0	NYSE AMERICAN	2026-06-08 06:30:04.674443	0.4176	0.0773	0.5051	0.3403	positive	0.3269	0.445	0.2508	0.8184	0.2163	2026-06-08 06:30:07.142925	YES
PFE	"[""PFE""]"	nBw6t5La	2026-06-08 06:45:00.753	U.S. FDA Approves Pfizer’s HYMPAVZI for the Treatment of Two Additional Hemophilia A or B Patient Populations with Significant Medical Need	Business Wire	5690.0	NYSE	2026-06-08 06:45:00.806009	0.8509	0.023	0.1261	0.8279	positive	0.3713	0.4661	0.3527	0.8317	0.3027	2026-06-08 06:45:02.122324	NO:Float
SUNE	"[""SUNE""]"	nGNX3bYSN2	2026-06-08 06:50:00.676	SUNation Energy and Suniva Enter Definitive Merger Agreement, Creating a Platform for American Solar Manufacturing and Services Leadership	Globe Newswire	3.3	NASDAQ	2026-06-08 06:50:00.704999	0.874	0.0158	0.1102	0.8582	positive	0.5403	0.6132	0.4899	0.8076	0.5486	2026-06-08 06:50:01.792734	YES
DVN	"[""DVN""]"	nGNX1HKwWL	2026-06-08 06:55:00.673	Devon Announces Results of Early Participation in Private Exchange Offers and Consent Solicitations and Extension of Deadline to Receive Total Exchange Consideration	Globe Newswire	1120.0	NYSE	2026-06-08 06:55:00.699368	0.1202	0.0162	0.8636	0.1039	positive	0.0864	0.0472	0.0426	0.1131	0.0514	2026-06-08 06:55:02.285855	NO:Float
BMY	"[""BMY""]"	nBwc85ZqRa	2026-06-08 06:59:00.333	Mariska Hargitay Partners with Bristol Myers Squibb for “Investigating Myeloma” Awareness Campaign to Honor Her Father 20 Years After Losing Him to the Disease	Business Wire	2040.0	NYSE	2026-06-08 06:59:00.356982	0.4008	0.1029	0.4963	0.298	positive	0.2132	0.2492	0.1952	0.624	0.1831	2026-06-08 06:59:00.927855	NO:Float
ACONW	"[""ACON"", ""ACONW""]"	nGNXb1xZyD	2026-06-08 07:00:05.927	Aclarion Stockholders Approve All Proposals at 2026 Annual Meeting	Globe Newswire	2.2062	NASDAQ	2026-06-08 07:00:05.942110	0.1972	0.0173	0.7855	0.1799	positive	0.3528	0.4551	0.2261	0.8014	0.2899	2026-06-08 07:00:08.264157	YES
ACON	"[""ACON"", ""ACONW""]"	nGNXb1xZyD	2026-06-08 07:00:05.927	Aclarion Stockholders Approve All Proposals at 2026 Annual Meeting	Globe Newswire	2.2	NASDAQ	2026-06-08 07:00:05.939581	0.1972	0.0173	0.7855	0.1799	positive	0.3121	0.4523	0.2335	0.7549	0.2835	2026-06-08 07:00:08.264244	YES
AMBO	"[""AMBO""]"	nGNXGXMFm	2026-06-08 07:00:06.484	Ambow Education to Host HybriU™ Open House at NewSchool of Architecture and Design During AIA Conference on Architecture & Design 2026 in San Diego	Globe Newswire	2.62	NYSE AMERICAN	2026-06-08 07:00:06.538450	0.1858	0.0214	0.7927	0.1644	positive	0.2489	0.3323	0.2113	0.6539	0.1949	2026-06-08 07:00:08.883373	YES
BSX	"[""BSX""]"	nGNXbqQYDW	2026-06-08 07:00:06.554	Belo Sun Announces Management Transition	Globe Newswire	1480.0	TSX	2026-06-08 07:00:06.602401	0.1511	0.0871	0.7619	0.064	positive	0.1797	0.2113	0.0865	0.2928	0.0972	2026-06-08 07:00:08.894426	NO:Float
UPB	"[""UPB""]"	nGNX44KMys	2026-06-08 07:00:07.598	Upstream Bio to Showcase Additional Efficacy Data from the Phase 2 VIBRANT Trial of Verekitug in CRSwNP in Oral Session at EAACI 2026	Globe Newswire	36.29	NASDAQ	2026-06-08 07:00:07.640147	0.2307	0.0192	0.7501	0.2115	positive	0.3084	0.411	0.2742	0.6858	0.2373	2026-06-08 07:00:09.501652	YES
VENU	"[""VENU""]"	nBw6hxbSXa	2026-06-08 07:00:11.392	VENU Closes $49.7 Million Sale-Leaseback on Ford Amphitheater Land	Business Wire	43.13	NYSE AMERICAN	2026-06-08 07:00:11.409212	0.1463	0.137	0.7166	0.0093	neutral	0.4422	0.512	0.3829	0.7509	0.4166	2026-06-08 07:00:12.247004	YES
PDYN	"[""PDYN"", ""PDYNW""]"	nBw9zpJDwa	2026-06-08 07:00:13.744	Palladyne AI and IAI Form Partnership to Manufacture and Sell Combat-Proven Loitering Munition Systems to the U.S. Department of War	Business Wire	34.43	NASDAQ	2026-06-08 07:00:13.777890	0.7357	0.0117	0.2526	0.7241	positive	0.4679	0.5859	0.3611	0.8155	0.3276	2026-06-08 07:00:14.723845	YES
PDYNW	"[""PDYN"", ""PDYNW""]"	nBw9zpJDwa	2026-06-08 07:00:13.744	Palladyne AI and IAI Form Partnership to Manufacture and Sell Combat-Proven Loitering Munition Systems to the U.S. Department of War	Business Wire	34.7722	NASDAQ	2026-06-08 07:00:13.775203	0.7357	0.0117	0.2526	0.7241	positive	0.4921	0.5836	0.4244	0.8171	0.406	2026-06-08 07:00:14.724474	YES
FSK	"[""FSK""]"	nACSqDRm3a	2026-06-08 07:00:14.676	Pomerantz LLP Issues Important Reminder to Investors in FS KKR Capital Corp.  of Class Action Filing – FSK	ACCESSWIRE	279.18	NYSE	2026-06-08 07:00:14.715989	0.2654	0.0687	0.6659	0.1967	positive	-0.3397	-0.3929	-0.2245	0.6244	-0.1965	2026-06-08 07:00:15.325298	NO:Float,excluded_string
PHR	"[""PHR""]"	nACS82qv5a	2026-06-08 07:00:17.778	Pomerantz LLP Informs Shareholders of Securities Class Action Against Phreesia, Inc.  – PHR	ACCESSWIRE	49.77	NYSE	2026-06-08 07:00:17.800513	0.1129	0.1703	0.7167	-0.0574	negative	-0.3544	-0.424	-0.13	0.0035	-0.1444	2026-06-08 07:00:18.219690	NO:sentiment_score,excluded_string
4TO	"[""QUCY"", ""4TO""]"	nGNX41Gntr	2026-06-08 07:00:18.559	Quantum Cyber Signs LOI to Acquire an Estimated 43,000 Square Foot U.S.-Based Manufacturing Facility to Support Mass-Scale Autonomous Drone Production	Globe Newswire		NASDAQ	2026-06-08 07:00:18.584100	0.478	0.0111	0.5109	0.4669	positive	0.2529	0.3278	0.2096	0.5228	0.1795	2026-06-08 07:00:19.539946	NO:Float
QUCY	"[""QUCY"", ""4TO""]"	nGNX41Gntr	2026-06-08 07:00:18.559	Quantum Cyber Signs LOI to Acquire an Estimated 43,000 Square Foot U.S.-Based Manufacturing Facility to Support Mass-Scale Autonomous Drone Production	Globe Newswire	18.92	NASDAQ	2026-06-08 07:00:18.581096	0.478	0.0111	0.5109	0.4669	positive	0.3031	0.3531	0.2361	0.5578	0.2331	2026-06-08 07:00:19.540540	YES
SES	"[""SES""]"	nACSfk8Cfa	2026-06-08 07:00:20.382	Pomerantz LLP Reminds Investors: Securities Lawsuit Has Been Filed Against SES AI Corporation  – SES	ACCESSWIRE	299.89	NYSE	2026-06-08 07:00:20.403879	0.1612	0.3417	0.4972	-0.1805	negative	-0.2536	-0.3605	-0.1368	0.0551	-0.1112	2026-06-08 07:00:21.173335	NO:sentiment_score,Float,excluded_string
GPK	"[""GPK""]"	nACSP2XmTa	2026-06-08 07:00:20.443	GPK INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Announces that Graphic Packaging Holding Company Stockholders Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	291.25	NYSE	2026-06-08 07:00:20.470578	0.1894	0.2825	0.5281	-0.093	negative	-0.1697	-0.2656	-0.0988	-0.0471	-0.1324	2026-06-08 07:00:21.304926	NO:sentiment_score,Float
