Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt	Trigger
ACONW	"[""ACON"", ""ACONW""]"	nGNX2Jvn33	2026-06-03 06:00:03.463	Aclarion Adds Institute of Neuro Innovation to Support Nociscan Growth and Real-World Evidence Generation	Globe Newswire	2.2062	NASDAQ	2026-06-03 06:00:03.522693	0.4021	0.0094	0.5886	0.3927	positive	0.3957	0.4955	0.343	0.8063	0.4348	2026-06-03 06:00:04.365415	NO:sentiment_score
OWLS	"[""OWLS""]"	nGNX3lcbYp	2026-06-03 06:05:00.581	OwlTing Group (NASDAQ: OWLS) Secures Ohio Money Transmitter License, Extending U.S. Coverage to 42 States	Globe Newswire		NASDAQ	2026-06-03 06:05:00.598743	0.643	0.0127	0.3444	0.6303	positive	0.2573	0.3287	0.2298	0.5675	0.2474	2026-06-03 06:05:01.250734	NO:Float
RMAX	"[""RMAX""]"	nGNX8jp2zd	2026-06-03 06:07:01.226	RMAX Legal Claims: The RE/MAX Board may have Breached its Fiduciary Duties to Investors – Contact BFA Law about its Pending Investigation into the Merger	Globe Newswire		NYSE	2026-06-03 06:07:01.254678	0.1047	0.6834	0.212	-0.5787	negative	0.0915	0.1491	0.0519	0.4039	-0.0009	2026-06-03 06:07:01.682705	NO:sentiment_score,Float
MAX	"[""MAX""]"	nGNX4WKyC3	2026-06-03 06:07:01.445	MAX Legal Claims: The MediaAlpha Board may have Breached its Fiduciary Duties to Investors – Contact BFA Law about its Pending Investigation	Globe Newswire		NYSE	2026-06-03 06:07:01.482151	0.1447	0.5454	0.3098	-0.4007	negative	-0.0358	-0.0494	-0.0158	0.3267	-0.0553	2026-06-03 06:07:02.062722	NO:sentiment_score,Float
NOTV	"[""NOTV""]"	nBw5zcjZYa	2026-06-03 06:15:00.425	Inotiv Reaches Agreement to Strengthen Capital Structure and Position Company for Future Growth	Business Wire		NASDAQ	2026-06-03 06:15:00.437636	0.9346	0.0126	0.0528	0.922	positive	0.5489	0.6204	0.4983	0.8117	0.5425	2026-06-03 06:15:00.918683	NO:Float
AMZE	"[""AMZE""]"	nGNXbyxdtG	2026-06-03 06:30:00.995	Amaze Launches Partnership with Country Music Powerhouse BBR Music Group to Build Commerce Storefront for Music Merchandise	Globe Newswire		NYSE AMERICAN	2026-06-03 06:30:01.020110	0.7451	0.0086	0.2462	0.7365	positive	0.3517	0.4643	0.2726	0.8048	0.3806	2026-06-03 06:30:01.795136	NO:Float
CATX	"[""CATX""]"	nGNX1KJPZT	2026-06-03 06:30:01.813	Perspective Therapeutics Expands Therapeutic Focus Areas; First Patient Dosed with [212Pb]VMT-α-NET in the Meningioma Cohort of a Phase 1/2a Study	Globe Newswire		NYSE AMERICAN	2026-06-03 06:30:01.842782	0.742	0.0106	0.2474	0.7314	positive	0.2471	0.3031	0.2136	0.6671	0.1813	2026-06-03 06:30:02.595985	NO:Float
OPAL	"[""OPAL""]"	nBw8CzDb6a	2026-06-03 06:30:02.229	OPAL Fuels and GFL Environmental Advance Growth Strategy with New RNG Projects in Alabama and Georgia	Business Wire		NASDAQ	2026-06-03 06:30:02.274789	0.8322	0.0106	0.1572	0.8216	positive	0.4786	0.5706	0.3697	0.8167	0.4237	2026-06-03 06:30:03.081708	NO:Float
VMAR	"[""VMAR""]"	nPn3DyGNla	2026-06-03 06:30:04.583	Vision Marine Technologies Expands South Florida Consumer Footprint with New Dania Beach Marine Technology and On-Water Experience Center	PR Newswire		NASDAQ	2026-06-03 06:30:04.609853	0.2792	0.0117	0.7091	0.2675	positive	0.5242	0.61	0.4305	0.8472	0.4104	2026-06-03 06:30:05.237054	NO:sentiment_score,Float
SMID	"[""SMID""]"	nBw3BRvXNa	2026-06-03 06:32:00.230	REG-First Trust Global Funds PLC Net Asset Value(s)	Business Wire		LSE	2026-06-03 06:32:00.256867	0.0738	0.0729	0.8534	0.0009	neutral	0.739	0.4657	0.184	0.2879	0.1847	2026-06-03 06:32:00.354461	NO:sentiment_score,Float
T	"[""T""]"	nPn2JsDGJa	2026-06-03 06:45:01.717	Deployed but Not Optimized: TELUS Digital and Ryan Strategic Advisory Reveal the AI Performance Gap in Enterprise CX for 2026	PR Newswire		TSX	2026-06-03 06:45:01.748884	0.3285	0.1347	0.5368	0.1938	positive	0.1556	0.1759	0.1241	0.6107	0.1335	2026-06-03 06:45:02.484982	NO:sentiment_score,Float
WBX	"[""WBX"", ""67E0""]"	nBwbTRCG6a	2026-06-03 06:50:00.421	Wallbox Deploys Its First Supernova PowerRing Fast-Charging System in Europe	Business Wire		NYSE	2026-06-03 06:50:00.443601	0.2343	0.0104	0.7553	0.224	positive	0.31	0.3475	0.2473	0.5454	0.2639	2026-06-03 06:50:01.180003	NO:sentiment_score,Float
67E0	"[""WBX"", ""67E0""]"	nBwbTRCG6a	2026-06-03 06:50:00.421	Wallbox Deploys Its First Supernova PowerRing Fast-Charging System in Europe	Business Wire		NYSE	2026-06-03 06:50:00.443815	0.2343	0.0104	0.7553	0.224	positive	0.31	0.3475	0.2473	0.5454	0.2639	2026-06-03 06:50:01.180142	NO:sentiment_score,Float
UPB	"[""UPB""]"	nGNX96ypSq	2026-06-03 07:00:01.030	Upstream Bio to Present at the Goldman Sachs 47th Annual Global Healthcare Conference	Globe Newswire		NASDAQ	2026-06-03 07:00:01.057704	0.1555	0.0402	0.8043	0.1152	positive	0.419	0.4651	0.2459	0.5542	0.2136	2026-06-03 07:00:01.364766	NO:sentiment_score,Float
BRIA	"[""BRIA""]"	nBwTmcsqa	2026-06-03 07:00:01.214	BrilliA Incorporated Announces Jockey® Trademark License Agreement for Indonesia	Business Wire		NYSE AMERICAN	2026-06-03 07:00:01.247985	0.4021	0.021	0.5769	0.381	positive	0.3855	0.4957	0.3322	0.7524	0.3699	2026-06-03 07:00:01.804145	NO:sentiment_score,Float
AXG	"[""AXG""]"	nGNE3cPmH	2026-06-03 07:00:04.399	AX Coin, Backed by AXG, Granted First Stablecoin Issuer License by the Central Bank of Bahrain	Globe Newswire	47.24	NASDAQ	2026-06-03 07:00:04.425536	0.6721	0.0127	0.3152	0.6594	positive	0.4056	0.5539	0.3306	0.8205	0.4455	2026-06-03 07:00:05.168729	YES
COCP	"[""COCP""]"	nGNX8R11KG	2026-06-03 07:00:07.366	Cocrystal Pharma Appoints James Sapirstein, Biopharma Industry Leader with Extensive Antiviral Development Experience, as Chief Executive Officer	Globe Newswire		NASDAQ	2026-06-03 07:00:07.387190	0.0887	0.0367	0.8747	0.052	positive	0.4376	0.4968	0.2945	0.7352	0.264	2026-06-03 07:00:07.842005	NO:sentiment_score,Float
FBLG	"[""FBLG""]"	nGNXGwWql	2026-06-03 07:00:08.626	FibroBiologics Announces First Patients Dosed in Phase 1/2 Clinical Trial Evaluating CYWC628 for the Treatment of Diabetic Foot Ulcers	Globe Newswire		NASDAQ	2026-06-03 07:00:08.659391	0.5457	0.0427	0.4116	0.503	positive	0.3936	0.5249	0.3052	0.7795	0.3055	2026-06-03 07:00:09.168654	NO:Float
TLRY	"[""TLRY""]"	nGNXbf7T0S	2026-06-03 07:00:10.420	SweetWater Brewing Unveils Atlanta-Wide Soccer Celebration as Global Fans Descend on the City This Summer	Globe Newswire		TSX	2026-06-03 07:00:10.448613	0.2872	0.0812	0.6316	0.206	positive	0.3164	0.4009	0.3001	0.6706	0.2904	2026-06-03 07:00:11.001496	NO:sentiment_score,Float
FCHL	"[""FCHL""]"	nACSt8bKBa	2026-06-03 07:00:19.314	FCHL Investors Have Opportunity to Lead Fitness Champs Holdings Ltd. Class Action Lawsuit – Contact Bronstein, Gewirtz and Grossman, LLC Today!	ACCESSWIRE		NASDAQ	2026-06-03 07:00:19.352792	0.1361	0.0538	0.8101	0.0823	positive	-0.065	-0.0883	-0.0244	0.2231	-0.0672	2026-06-03 07:00:20.052686	NO:sentiment_score,Float
FNGR	"[""FNGR""]"	nNFC36PKZz	2026-06-03 07:00:19.885	FingerMotion, Inc. Intends to Enter the Edge AI Inference Computing Market	Newsfile Corp		NASDAQ	2026-06-03 07:00:19.938031	0.1103	0.013	0.8766	0.0973	positive	0.4674	0.5954	0.4253	0.8318	0.455	2026-06-03 07:00:20.761982	NO:sentiment_score,Float
DXLG	"[""DXLG""]"	nGNX5yY3ZZ	2026-06-03 07:00:19.800	Destination XL Group, Inc. Reports First Quarter Financial Results	Globe Newswire		NASDAQ	2026-06-03 07:00:19.862553	0.1114	0.1185	0.7701	-0.0071	neutral	0.1882	0.1579	0.171	0.8698	-0.0603	2026-06-03 07:00:21.205909	NO:sentiment_score,Float
KIDZW	"[""KIDZ"", ""KIDZW""]"	nACS9X4DXa	2026-06-03 07:19:01.338	KIDZ AI Enters Strategic Collaboration With XuanYuan Technology to Expand AI Education Into Physical, Agent-Powered Learning Environments	ACCESSWIRE		NASDAQ	2026-06-03 07:19:01.368413	0.5384	0.0106	0.451	0.5278	positive	0.3425	0.4448	0.3425	0.7056	0.2952	2026-06-03 07:19:02.290318	NO:Float
KIDZ	"[""KIDZ"", ""KIDZW""]"	nACS9X4DXa	2026-06-03 07:19:01.338	KIDZ AI Enters Strategic Collaboration With XuanYuan Technology to Expand AI Education Into Physical, Agent-Powered Learning Environments	ACCESSWIRE		NASDAQ	2026-06-03 07:19:01.367888	0.5384	0.0106	0.451	0.5278	positive	0.3425	0.4448	0.3425	0.7056	0.2952	2026-06-03 07:19:02.290986	NO:Float
ATNM	"[""ATNM""]"	nPn1v8FKTa	2026-06-03 07:25:00.554	Actinium Pharmaceuticals Oral Presentation at SNMMI 2026 Highlights ATNM-400 Overcoming Resistance to All Three Approved Androgen Receptor Inhibitors and Offers Flexible, Well-Tolerated Dosing in Prostate Cancer Models	PR Newswire		NYSE AMERICAN	2026-06-03 07:25:00.613175	0.8679	0.011	0.1211	0.8569	positive	0.3358	0.4533	0.2428	0.7999	0.2675	2026-06-03 07:25:01.235519	NO:Float
SKYQ	"[""SKYQ""]"	nACSFRGJka	2026-06-03 07:30:02.251	Sky Quarry Pushes to Expand Drilling in Nevada, Home to an Estimated 1.4 Billion Barrels of Oil	ACCESSWIRE		NASDAQ	2026-06-03 07:30:02.323394	0.6727	0.0188	0.3085	0.6538	positive	0.588	0.6569	0.5021	0.8557	0.4447	2026-06-03 07:30:02.820478	NO:Float
VNTG	"[""VNTG""]"	nPreGgYyMa	2026-06-03 07:39:26.112	Vantage Markets Strengthens UAE and MENA Market Engagement with Trust Led Regional Strategy	PR Newswire		NYSE AMERICAN	2026-06-03 07:39:26.124394	0.7369	0.0166	0.2465	0.7203	positive	0.4074	0.5173	0.3502	0.798	0.4478	2026-06-03 07:39:26.496571	NO:Float
BRAI	"[""BRAI""]"	nPRr31217a	2026-06-03 07:40:08.937	REG-BlackRock American Income Trust Plc: Net Asset Value(s)	PR Newswire		LSE	2026-06-03 07:40:08.956432	0.0711	0.0375	0.8914	0.0336	neutral	0.0	0.0291	0.0289	0.0435	0.0285	2026-06-03 07:40:09.042724	NO:sentiment_score,Float
VHUB	"[""VHUB""]"	nGNX66xs77	2026-06-03 07:45:00.427	VenHub Backs Culver City GoPass Program, Helping Deliver More Than 56,000 Student Transit Trips	Globe Newswire		NASDAQ	2026-06-03 07:45:00.443842	0.4481	0.0114	0.5405	0.4367	positive	0.485	0.5318	0.296	0.7859	0.4426	2026-06-03 07:45:00.925582	NO:Float
MTC	"[""MTC""]"	nGNE1TLcp8	2026-06-03 07:49:34.426	REG-Holding(s) in Company	Globe Newswire		LSE	2026-06-03 07:49:34.452689	0.0615	0.0293	0.9092	0.0323	neutral	0.0502	0.0409	0.0362	0.0726	0.0376	2026-06-03 07:49:34.931797	NO:sentiment_score,Float
PDYNW	"[""PDYN"", ""PDYNW""]"	nBw92g6V2a	2026-06-03 08:00:06.475	Palladyne AI to Participate in Jefferies 2026 Defense Tech Summit	Business Wire		NASDAQ	2026-06-03 08:00:06.501371	0.1503	0.0108	0.8389	0.1395	positive	0.1359	0.117	0.0957	0.1897	0.092	2026-06-03 08:00:06.819629	NO:sentiment_score,Float
PDYN	"[""PDYN"", ""PDYNW""]"	nBw92g6V2a	2026-06-03 08:00:06.475	Palladyne AI to Participate in Jefferies 2026 Defense Tech Summit	Business Wire		NASDAQ	2026-06-03 08:00:06.501171	0.1503	0.0108	0.8389	0.1395	positive	0.1584	0.0984	0.0727	0.0727	0.0618	2026-06-03 08:00:06.820011	NO:sentiment_score,Float
MDCX	"[""MDCX""]"	nGNX2lH3QY	2026-06-03 08:00:07.144	Medicus Pharma Advances SkinJect® into Registrational Development for Gorlin Syndrome	Globe Newswire		NASDAQ	2026-06-03 08:00:07.171354	0.526	0.0107	0.4633	0.5154	positive	0.3468	0.4771	0.3468	0.7613	0.3175	2026-06-03 08:00:08.430355	NO:Float
DGNX	"[""DGNX""]"	nGNX5G6XbM	2026-06-03 08:00:07.453	Diginex Provides Update on Proposed Resulticks Acquisition	Globe Newswire		NASDAQ	2026-06-03 08:00:07.466914	0.0969	0.0407	0.8624	0.0562	positive	0.4107	0.512	0.3543	0.7656	0.3617	2026-06-03 08:00:08.518939	NO:sentiment_score,Float
KH6	"[""NAMSW"", ""KH6""]"	nGNX1gJkhX	2026-06-03 08:00:10.027	NewAmsterdam Pharma Announces Upcoming Presentations at the National Lipid Association (NLA) 2026 Scientific Sessions	Globe Newswire		NASDAQ	2026-06-03 08:00:10.050607	0.0733	0.0446	0.8821	0.0287	neutral	0.3809	0.4092	0.249	0.6484	0.1943	2026-06-03 08:00:11.448627	NO:sentiment_score,Float
NAMSW	"[""NAMSW"", ""KH6""]"	nGNX1gJkhX	2026-06-03 08:00:10.027	NewAmsterdam Pharma Announces Upcoming Presentations at the National Lipid Association (NLA) 2026 Scientific Sessions	Globe Newswire		NASDAQ	2026-06-03 08:00:10.050393	0.0733	0.0446	0.8821	0.0287	neutral	0.3809	0.4092	0.249	0.6484	0.1943	2026-06-03 08:00:11.448746	NO:sentiment_score,Float
CELU	"[""CELU"", ""CELUW""]"	nGNX2G8QW3	2026-06-03 08:00:11.450	Celularity Appoints Rick Gonzalez as Chief Commercial Officer	Globe Newswire		NASDAQ	2026-06-03 08:00:11.487987	0.0587	0.0654	0.8758	-0.0067	neutral	0.2818	0.4127	0.232	0.3306	0.1944	2026-06-03 08:00:12.389276	NO:sentiment_score,Float
CELUW	"[""CELU"", ""CELUW""]"	nGNX2G8QW3	2026-06-03 08:00:11.450	Celularity Appoints Rick Gonzalez as Chief Commercial Officer	Globe Newswire		NASDAQ	2026-06-03 08:00:11.488527	0.0587	0.0654	0.8758	-0.0067	neutral	0.4877	0.5933	0.4219	0.7817	0.3294	2026-06-03 08:00:12.390909	NO:sentiment_score,Float
III	"[""III""]"	nBw5JZN5La	2026-06-03 08:00:13.043	Brazilian Firms Embrace Databricks as AI Foundation	Business Wire		NASDAQ	2026-06-03 08:00:13.060336	0.1255	0.0365	0.838	0.089	positive	0.3764	0.3873	0.361	0.803	0.3629	2026-06-03 08:00:13.866634	NO:sentiment_score,Float
AIMD	"[""AIMD"", ""AIMDW""]"	nACSqdXHja	2026-06-03 08:00:13.074	Zacks SCR Discusses Ainos' Expansion of Smell AI into Healthcare Infrastructure Through NTUH Study	ACCESSWIRE	2.12	NASDAQ	2026-06-03 08:00:13.092876	0.2277	0.0092	0.7631	0.2184	positive	0.1867	0.1536	0.1191	0.3122	0.1415	2026-06-03 08:00:14.571500	NO:sentiment_score
AIMDW	"[""AIMD"", ""AIMDW""]"	nACSqdXHja	2026-06-03 08:00:13.074	Zacks SCR Discusses Ainos' Expansion of Smell AI into Healthcare Infrastructure Through NTUH Study	ACCESSWIRE	2.3905	NASDAQ	2026-06-03 08:00:13.094184	0.2277	0.0092	0.7631	0.2184	positive	0.1867	0.1536	0.1191	0.3122	0.1415	2026-06-03 08:00:14.576641	NO:sentiment_score
KYTX	"[""KYTX""]"	nGNX2TQH69	2026-06-03 08:00:13.236	Kyverna Therapeutics Highlights Updated Miv-cel Data at EULAR Demonstrating Substantial Reduction in Disease Activity in ACPA-Positive, Treatment Refractory Rheumatoid Arthritis	Globe Newswire		NASDAQ	2026-06-03 08:00:13.264200	0.1001	0.8667	0.0333	-0.7666	negative	0.3194	0.3765	0.3058	0.8299	0.3898	2026-06-03 08:00:14.970559	NO:sentiment_score,Float
MSAI	"[""MSAI""]"	nNFC61nNPl	2026-06-03 08:00:14.536	MultiSensor AI Deepens Vibration Coverage in Condition Intelligence Solution through Collaboration with Broadsens	Newsfile Corp		NASDAQ	2026-06-03 08:00:14.638740	0.6993	0.0095	0.2911	0.6898	positive	0.4389	0.5265	0.3637	0.722	0.4241	2026-06-03 08:00:16.222603	NO:Float
RENT	"[""RENT""]"	nGNX8rdKj8	2026-06-03 08:00:13.288	Rent the Runway, Inc. Announces First Quarter 2026 Results	Globe Newswire		NASDAQ	2026-06-03 08:00:13.300618	0.0573	0.0457	0.897	0.0116	neutral	0.49	0.6323	0.379	0.891	0.3735	2026-06-03 08:00:16.557304	NO:sentiment_score,Float
DCOY	"[""DCOY""]"	nPnbDBn10a	2026-06-03 08:00:29.516	Decoy Therapeutics Nominates Global Biopharma Executive Patricia Gauthier for Election to Board of Directors	PR Newswire		NASDAQ	2026-06-03 08:00:29.545600	0.1452	0.0531	0.8016	0.0921	positive	0.3588	0.4775	0.3112	0.7192	0.3329	2026-06-03 08:00:30.238578	NO:sentiment_score,Float
QTRX	"[""QTRX""]"	nBw8cgkgba	2026-06-03 08:01:00.300	Quanterix To Participate in the Goldman Sachs 47th Annual Global Healthcare Conference	Business Wire		NASDAQ	2026-06-03 08:01:00.317512	0.244	0.0149	0.7411	0.2291	positive	0.3056	0.2837	0.1517	0.4644	0.1399	2026-06-03 08:01:00.640636	NO:sentiment_score,Float
ATNM	"[""ATNM""]"	nPn5RH3Zpa	2026-06-03 08:01:58.500	Actinium Presents New ATNM-400 Data in KRAS and EGFR Mutant Models at SNMMI 2026 Supporting a Mutation-Agnostic Opportunity In Non-Small Cell Lung Cancer	PR Newswire		NYSE AMERICAN	2026-06-03 08:01:58.523966	0.6944	0.0178	0.2878	0.6766	positive	0.4252	0.5856	0.4026	0.8325	0.4331	2026-06-03 08:01:59.148150	NO:Float
RNAZ	"[""RNAZ""]"	nPn97LBX7a	2026-06-03 08:04:00.567	TransCode Therapeutics Successfully Completes Phase 1a Clinical Trial, Reports Safety and Stabilization Data for TTX-MC138 in Metastatic Cancer	PR Newswire		NASDAQ	2026-06-03 08:04:00.585881	0.5848	0.019	0.3962	0.5657	positive	0.3984	0.5599	0.3797	0.7939	0.3578	2026-06-03 08:04:01.902292	NO:Float
MAX	"[""MAX""]"	nGNXbNgVYj	2026-06-03 08:07:01.386	Johnson Fistel Investigates MediaAlpha, Inc. (MAX) Directors for Potential Breaches of Fiduciary Duty	Globe Newswire		NYSE	2026-06-03 08:07:01.441731	0.1141	0.1565	0.7294	-0.0424	neutral	-0.0442	-0.0772	-0.0141	0.1126	-0.0211	2026-06-03 08:07:02.574254	NO:sentiment_score,Float
TGL	"[""TGL""]"	nGNX1lgpfw	2026-06-03 08:13:00.325	Treasure Global Reports Preliminary Fiscal Year 2026 Financial Outlook; Revenue Growth Expected to Exceed 100% Year-over-Year	Globe Newswire		NASDAQ	2026-06-03 08:13:00.348372	0.906	0.014	0.08	0.892	positive	0.6339	0.7119	0.6025	0.8909	0.5181	2026-06-03 08:13:01.367654	NO:Float
4TO	"[""QUCY"", ""4TO""]"	nGNX8qJH1R	2026-06-03 08:13:00.586	Quantum Cyber Publishes Inaugural Corporate Investor Presentation Showcasing System-of-Systems Autonomous Defense Platform, Eight Filed Patent Positions, LOIs With General Cherry and SOCOM, and $15 Million Debt-Free Balance Sheet	Globe Newswire		NASDAQ	2026-06-03 08:13:00.651533	0.232	0.0185	0.7495	0.2135	positive	0.3877	0.4168	0.1969	0.6763	0.1613	2026-06-03 08:13:02.168716	NO:sentiment_score,Float
QUCY	"[""QUCY"", ""4TO""]"	nGNX8qJH1R	2026-06-03 08:13:00.586	Quantum Cyber Publishes Inaugural Corporate Investor Presentation Showcasing System-of-Systems Autonomous Defense Platform, Eight Filed Patent Positions, LOIs With General Cherry and SOCOM, and $15 Million Debt-Free Balance Sheet	Globe Newswire		NASDAQ	2026-06-03 08:13:00.651794	0.232	0.0185	0.7495	0.2135	positive	0.3428	0.3962	0.1935	0.6763	0.1564	2026-06-03 08:13:02.168808	NO:sentiment_score,Float
RVSN	"[""RVSN""]"	nGNX1BQc3y	2026-06-03 08:15:00.857	Rail Vision Technology Integrated into Railserve’s Commercially Launched Industrial Railyard Safety System	Globe Newswire		NASDAQ	2026-06-03 08:15:00.873798	0.2475	0.011	0.7416	0.2365	positive	0.3371	0.4776	0.2863	0.769	0.2693	2026-06-03 08:15:02.193766	NO:sentiment_score,Float
TURB	"[""TURB""]"	nGNX9gNQlN	2026-06-03 08:15:01.077	TURBO ENERGY ADVANCES NASDAQ COMPLIANCE AND EXPANDS GLOBAL ENERGY STORAGE FOOTPRINT	Globe Newswire		NASDAQ	2026-06-03 08:15:01.111368	0.7384	0.0121	0.2495	0.7263	positive	0.5453	0.6433	0.5453	0.9107	0.5926	2026-06-03 08:15:02.427978	NO:Float
ZENA	"[""ZENA""]"	nGNE3kRT1Y	2026-06-03 08:15:02.454	ZenaTech Reports 640% Increase in First Quarter 2026 Revenue Year-over-Year Growth Powered by its Drone Division	Globe Newswire		NASDAQ	2026-06-03 08:15:02.507933	0.9207	0.0116	0.0676	0.9091	positive	0.5641	0.6764	0.5361	0.8768	0.5054	2026-06-03 08:15:03.314269	NO:Float
FEED	"[""FEED""]"	nGNX6ylGpy	2026-06-03 08:17:00.507	ENvue Medical Announces Publication of Landmark Independent Study Highlighting Significant Safety, Time-, and Cost-Saving Benefits of ENvue Navigation Platform in Multi-Hospital System	Globe Newswire	5.68	NASDAQ	2026-06-03 08:17:00.540712	0.7776	0.0215	0.2009	0.7561	positive	0.3297	0.4492	0.3297	0.804	0.326	2026-06-03 08:17:01.331787	YES
NRXP	"[""NRXP""]"	nGNXbrXh3k	2026-06-03 08:18:13.389	NRx Pharmaceuticals, Inc. Announces Pricing of Public Offering of Common Stock	Globe Newswire	32.02	NASDAQ	2026-06-03 08:18:13.409437	0.1379	0.0204	0.8417	0.1174	positive	0.3431	0.4346	0.1885	0.7531	0.1875	2026-06-03 08:18:14.103814	NO:sentiment_score
RKTO	"[""RKTO""]"	nPntvLqKa	2026-06-03 08:22:00.479	ROCKET ONE APPOINTS MAJOR GENERAL MALCOLM B. FROST (RET.) TO SPACE AND DEFENSE ADVISORY BOARD	PR Newswire	18.57	NASDAQ	2026-06-03 08:22:00.505381	0.0906	0.0441	0.8652	0.0465	neutral	0.2989	0.4196	0.2329	0.7192	0.2138	2026-06-03 08:22:01.384625	NO:sentiment_score
ODYS	"[""ODYS""]"	nGNX8YN6Sl	2026-06-03 08:30:03.046	Odysight.ai to Participate in the 16th Annual ROTH London Conference on June 17 and 18	Globe Newswire	8.64	NASDAQ	2026-06-03 08:30:03.063527	0.1696	0.0174	0.813	0.1522	positive	0.1379	0.1241	0.0963	0.1921	0.108	2026-06-03 08:30:03.349166	NO:sentiment_score
IDAI	"[""IDAI""]"	nGNE4dx3lR	2026-06-03 08:30:05.501	Trust Stamp Bridges the Security Gap for Small and Mid-Sized Institutions; Partners with Ridgedale Federal Credit Union to Deliver Privacy-First Identity Orchestration	Globe Newswire	4.38	NASDAQ	2026-06-03 08:30:05.521182	0.6508	0.0087	0.3405	0.642	positive	0.3908	0.4993	0.3534	0.8124	0.3276	2026-06-03 08:30:06.343751	YES
