DateTime	Open	High	Low	Close	Volume	AverageVolume	VolumeRatio
2026-04-20 07:48:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:48:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:48:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:48:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:48:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:48:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:48:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:48:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:48:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:48:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:48:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:48:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:49:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:49:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:49:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:49:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:49:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:49:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:49:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:49:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:49:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:49:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:49:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:49:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:50:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:50:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:50:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:50:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:50:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:50:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:50:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:50:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:50:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:50:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:50:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:50:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:51:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:51:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:51:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:51:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:51:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:51:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:51:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:51:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:51:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:51:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:51:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:51:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:52:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:52:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:52:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:52:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:52:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:52:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:52:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:52:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:52:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:52:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:52:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:52:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:53:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:53:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:53:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:53:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:53:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:53:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:53:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:53:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:53:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:53:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:53:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:53:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:54:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:54:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:54:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:54:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:54:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:54:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:54:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:54:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:54:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:54:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:54:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:54:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:55:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:55:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:55:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:55:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:55:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:55:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:55:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:55:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:55:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:55:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:55:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:55:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:56:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:56:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:56:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:56:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:56:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:56:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:56:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:56:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:56:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:56:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:56:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:56:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:57:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:57:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:57:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:57:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:57:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:57:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:57:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:57:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:57:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:57:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:57:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:57:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:58:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:58:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:58:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:58:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:58:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:58:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:58:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:58:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:58:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:58:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:58:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:58:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:59:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:59:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:59:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:59:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:59:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:59:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:59:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:59:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:59:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:59:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:59:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 07:59:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:00:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:00:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:00:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:00:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:00:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:00:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:00:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:00:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:00:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:00:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:00:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:00:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:01:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:01:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:01:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:01:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:01:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:01:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:01:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:01:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:01:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:01:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:01:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:01:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:02:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:02:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:02:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:02:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:02:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:02:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:02:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:02:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:02:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:02:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:02:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:02:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:03:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:03:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:03:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:03:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:03:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:03:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:03:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:03:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:03:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:03:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:03:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:03:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:04:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:04:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:04:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:04:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:04:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:04:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:04:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:04:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:04:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:04:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:04:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:04:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:05:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:05:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:05:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:05:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:05:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:05:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:05:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:05:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:05:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:05:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:05:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:05:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:06:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:06:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:06:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:06:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:06:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:06:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:06:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:06:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:06:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:06:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:06:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:06:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:07:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:07:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:07:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:07:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:07:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:07:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:07:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:07:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:07:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:07:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:07:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:07:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:08:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:08:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:08:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:08:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:08:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:08:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:08:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:08:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:08:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:08:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:08:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:08:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:09:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:09:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:09:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:09:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:09:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:09:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:09:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:09:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:09:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:09:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:09:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:09:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:10:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:10:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:10:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:10:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:10:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:10:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:10:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:10:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:10:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:10:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:10:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:10:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:11:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:11:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:11:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:11:15-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:11:20-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:11:25-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:11:30-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:11:35-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:11:40-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:11:45-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:11:50-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:11:55-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:12:00-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:12:05-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
2026-04-20 08:12:10-04:00	2.4	2.4	2.4	2.4	0	6.8	0.0
